feature_set,model,target,phase_group,n,R2,R2_lo,R2_hi,sign_acc_resolvable,n_resolvable,sign_lo,sign_hi,R2_shuffledV,MAPE_V,MAPE_lo,MAPE_hi,R2_price_only,selectivity_R2
full,ridge,x,calm,119373,-0.7006054415087792,-0.869624174790935,-0.5369034516400873,0.7501536975232742,45544.0,0.7312185063082577,0.7679705645477682,-0.007172332677348514,,,,-0.24948634967807903,-0.4511190918307002
full,ridge,x,event,95758,0.6847541048540126,0.6642308481313639,0.7063885060823939,0.9207748083156511,76819.0,0.913499508154992,0.9272929004622295,-0.004285541902993684,,,,0.42279131225543654,0.261962792598576
full,ridge,x,resolution,72869,0.5969056535220818,0.561374292017308,0.6279181087580962,0.8672480250353013,52406.0,0.8572254862270811,0.8778110491075052,-0.009617900140612035,,,,0.14898636850850644,0.44791928501357536
full,ridge,x,all,288000,0.6100345671227819,0.5900742561430955,0.6268522540121693,0.8602612591477894,174769.0,0.8524196008734407,0.867580897352427,-0.0024869869379140486,,,,0.37834815846966874,0.23168640865311318
full,ridge,logV,calm,119373,0.34770270261967273,0.2951542618098089,0.3955730141039574,,,,,-0.0034629173820930337,0.11182396907092478,0.10760029653799644,0.1162906781989263,0.16796764379001106,0.17973505882966168
full,ridge,logV,event,95758,0.46493285184036526,0.4082859095134554,0.5119716872518867,,,,,-0.008492801807961525,0.13025541850804376,0.12469432840968259,0.1356486933176274,0.3899255813759769,0.07500727046438838
full,ridge,logV,resolution,72869,0.3008662315845859,0.24088423631549705,0.3456733375362774,,,,,-0.0029918269506123973,0.15092775230677902,0.1442681834080221,0.15960982941991023,-0.25884555050749514,0.5597117820920811
full,ridge,logV,all,288000,0.511949029028832,0.48786545001388243,0.5324926713322007,,,,,-0.004230279972988971,0.12784623405638693,0.12472800848075571,0.13135110854726736,0.31872981689945756,0.19321921212937443
full,gbt,x,calm,119373,0.23261959891956074,0.17185407817130985,0.2879031174640632,0.8044528368171439,45544.0,0.7881883218475716,0.8187796468814091,-0.04507028121534673,,,,-0.3935609083954692,0.6261805073150299
full,gbt,x,event,95758,0.8540522295417348,0.8442553148437911,0.8641137673046707,0.9389343782137232,76819.0,0.9328960418237634,0.9450158694875235,-0.05642174951326795,,,,0.44346666309697536,0.4105855664447594
full,gbt,x,resolution,72869,0.7441994174272093,0.7155182371030863,0.7693230043273547,0.8983513338167386,52406.0,0.8892965059377713,0.9070030943265773,-0.04520515221482979,,,,0.2873977283763901,0.4568016890508192
full,gbt,x,all,288000,0.8046368166127957,0.7934479311954009,0.8146785497507298,0.8917199274470873,174769.0,0.8853678722156896,0.897450529402502,-0.04398985154988044,,,,0.4137028552621931,0.39093396135060265
