persona,scenario,seed,policy,mcr_0.05,band_mas,turnover,cost_paid,return_pct,mdd_pct,coverage_0.05
ISFJ,flat,0,L5_full,0.006580186844302599,0.0013770470650351085,1.0520134107836592,5.260067053918296,-5.984815574079416,-12.43310893394195,0.835
ISFJ,flat,0,L5_price_only,0.05413679351157123,0.0015854044338687106,1.9931623596616883,9.965811798308442,6.220369803615178,-9.172690747813272,0.835
ISFJ,flat,0,L5_level_free,0.047216053127079334,0.0016458972623546652,2.172488065693,10.862440328465,4.149606454603627,-12.43310893394195,0.835
ISFJ,flat,0,always_hold,0.14332834111269213,0.0,0.0,0.0,-6.459225023781546,-9.262360196576614,0.835
ISFJ,flat,0,constant_mix,0.1007755459393042,0.0,0.5638917768448872,2.819458884224436,-4.8755593536822905,-9.520599313901833,0.835
ISFJ,flat,0,v_oracle,0.7000000000000002,0.6930000000000001,0.7999999999999999,3.999999999999999,-29.66574833561959,-44.925029172910726,0.835
ISFJ,flat,0,mandate_conditional_oracle,0.0028652176275530874,0.0016011308633847698,1.114711448647546,5.5735572432377305,-6.4923772891436915,-13.713678004479634,0.835
ISFJ,flat,1,L5_full,0.10306428871848235,0.00159682253541995,0.2785944703071018,1.3929723515355088,-7.551562343539608,-8.143225331476012,0.13
ISFJ,flat,1,L5_price_only,0.08131096161619324,0.0023961292888790443,0.6338172720691028,3.1690863603455135,-3.779026467960578,-5.157249320395129,0.13
ISFJ,flat,1,L5_level_free,0.08130853016173387,0.0016595757893830448,0.26600349357135267,1.330017467856763,-7.771846923068426,-8.143225331475934,0.13
ISFJ,flat,1,always_hold,0.09853768935201107,0.0,0.0,0.0,-5.595229729140538,-5.7207602410156095,0.13
ISFJ,flat,1,constant_mix,0.09845146628574512,0.0,0.10245410074464835,0.5122705037232418,-5.961356905190318,-6.11910079394169,0.13
ISFJ,flat,1,v_oracle,0.28461538461538455,0.472,2.121255723126364,10.606278615631819,-7.910495473519963,-24.46843925984098,0.13
ISFJ,flat,1,mandate_conditional_oracle,0.003813184533037669,0.0013368173194332868,0.4910922891411836,2.455461445705918,-4.247604588396703,-7.387774393752144,0.13
ISFJ,flat,2,L5_full,0.024305799828316738,0.001161157669685029,0.20070446365109706,1.0035223182554853,5.948641891794182,-1.5566795564914693,0.135
ISFJ,flat,2,L5_price_only,0.002712861041447782,0.0019243319536402924,0.8491174112144334,4.245587056072168,8.935862595631129,-1.6494751991979584,0.135
ISFJ,flat,2,L5_level_free,0.024148096333335964,0.0009625995999776638,0.19866745320009696,0.9933372660004847,5.727615841706046,-1.5566809316044594,0.135
ISFJ,flat,2,always_hold,0.16477415320209832,0.0,0.0,0.0,7.6846854529397435,-4.345344560875864,0.135
ISFJ,flat,2,constant_mix,0.10061480650042051,0.0,0.1677070282865562,0.8385351414327811,7.330589235484286,-3.162276529612218,0.135
ISFJ,flat,2,v_oracle,0.1666666666666666,0.2229999999999999,2.6929765204236333,13.464882602118166,38.19260294498299,-8.164187853287142,0.135
ISFJ,flat,2,mandate_conditional_oracle,0.003106087509965907,0.0022664383014366035,0.6669544318203824,3.334772159101912,12.53770617225063,-2.508912047996459,0.135
ISFJ,flat,3,L5_full,0.07401026011868168,0.0018697341773534595,0.7114496360774251,3.557248180387125,7.73439305390744,-4.227080357278568,0.51
ISFJ,flat,3,L5_price_only,0.05868561383947863,0.0014701006867438302,1.9134988365708718,9.567494182854361,10.91314647376873,-6.49432146529999,0.51
ISFJ,flat,3,L5_level_free,0.06960544803437675,0.0012265077599510083,0.6850726513740856,3.4253632568704275,4.937494026615896,-5.5467315056194515,0.51
ISFJ,flat,3,always_hold,0.11558768960757337,0.0,0.0,0.0,3.9858268252641604,-7.415968749613555,0.51
ISFJ,flat,3,constant_mix,0.10092049290685386,0.0,0.24562729204551925,1.2281364602275961,4.795428672097146,-6.681486332266051,0.51
ISFJ,flat,3,v_oracle,0.223529411764706,0.24699999999999997,4.889963727186721,24.449818635933607,33.57021473558006,-12.394497163277663,0.51
ISFJ,flat,3,mandate_conditional_oracle,0.003425497144120345,0.0024686820505935682,1.1145266317054432,5.572633158527217,8.719731501557115,-3.799250159364731,0.51
ISFJ,flat,4,L5_full,0.03183027474329462,0.001957214922329424,0.4550661576199701,2.27533078809985,0.65630584494063,-6.824385477777284,0.245
ISFJ,flat,4,L5_price_only,0.10509138995274496,0.0022110523256407403,0.6988719112848332,3.4943595564241665,-0.5721462153831292,-5.839826016988603,0.245
ISFJ,flat,4,L5_level_free,0.06929860899792509,0.0018697024060840783,0.4498714559834642,2.249357279917321,2.531458395676278,-6.472039955153974,0.245
ISFJ,flat,4,always_hold,0.10620840229100842,0.0,0.0,0.0,-0.08957849488649972,-7.455271101811989,0.245
ISFJ,flat,4,constant_mix,0.10086244707210175,0.0,0.17298653953196932,0.8649326976598466,0.6525416634346026,-6.970166945462786,0.245
ISFJ,flat,4,v_oracle,0.626530612244898,0.39449999999999996,1.2533484410611417,6.266742205305709,-6.839626853429981,-31.316493447932338,0.245
ISFJ,flat,4,mandate_conditional_oracle,0.003091238729850702,0.0012081230478080138,0.49708830000984683,2.4854415000492343,0.157829120399966,-10.14928798252438,0.245
