lb_p_r,acf1_r,abs_acf1_r,kurtosis,jb_p,hill,lb_p_absr,lb_p_r2,arch_lm_p,acf1_absr,acf5_absr,acf10_absr,acf20_absr,acf50_absr,garch_alpha,garch_beta,garch_persistence,gjr_gamma,leverage_corr,volume_absr_spearman,logvolume_acf1,logvolume_shapiro_p,skew,worst_day,best_day,worst_over_best,mdd,daily_sigma,scenario,seed,n_returns
0.01592337104102325,-0.02798895945192096,0.02798895945192096,27.227689876001016,0.0,2.7628425167710504,0.2762342256541872,0.992039558472686,0.9998846687017551,0.030794877962679944,0.04086490897815376,-0.004845795862686356,-0.03807884877029817,0.003595819623257536,0.1574242834072273,0.8425757165927727,1.0,-0.2913948610150814,0.06566965840079875,0.20511344601796863,0.585375700367357,0.0001353349201459552,3.3106449406599174,-0.05348052637890799,0.21796510718514295,0.24536278796899724,-0.31338367157274916,0.024991000247703052,flat,30000,199
0.018877466087273177,-0.036008814287926634,0.036008814287926634,21.393134117713128,0.0,2.5995272731568506,0.08627664480332811,0.9790671356542338,0.9999208138453588,0.046392688995603434,0.026243408277007312,0.002161725762469676,-0.057914811420047216,-0.0015341023533289619,0.1499056860430941,0.8500943139569059,1.0,-0.23255352029532206,0.058450127044374765,0.21976092584132786,0.5796786341594247,0.00012430728469359334,2.7772495797655115,-0.056074298836573,0.22210730367543707,0.2524649028134336,-0.3006025985051578,0.026748153735616637,bull_trap,30000,199
0.14462874539632847,-0.05401509963147123,0.05401509963147123,1.0418704248293258,8.73440010895922e-05,2.6566063400631235,0.8907757872953294,0.8999408955472162,0.9246757840585766,0.05178544443429644,0.02848265547785732,0.058284641002326,-0.09383159767472539,-0.001694793040010168,0.0,0.9617452865181596,0.9617452865181596,0.08783948544725084,-0.05245782488311631,0.395788031064413,0.4828521332250418,0.08517474537509456,0.5405401578815208,-0.08239137553298725,0.10930005870100779,0.7538090693836706,-0.22286109362606954,0.02948326228324663,bull_trap,31000,199
0.015921133936549973,-0.027989677940916325,0.027989677940916325,27.228178260054698,0.0,2.5243929124449624,0.14551571995122828,0.9885912041627143,0.9998846898300288,0.029969461283926954,0.03993421742291239,0.0032708842761647993,-0.04571609864516278,-0.0088503505618256,0.15727544492549503,0.842724555074505,1.0,-0.26945365662543375,0.060940102766360034,0.20438404141921732,0.5852072365847978,0.00011824104828964323,3.3106971142709924,-0.051929143011243184,0.21951839268456652,0.23655941707746533,-0.26303927976753627,0.02499120930090205,sustained_bull,30000,199
4.608415176925831e-06,-0.08360037350128423,0.08360037350128423,5.772915853444401,4.2876630155566964e-64,2.8616348905547495,5.268913752852697e-12,0.10751270906167948,0.3829581924954413,0.25410434652367203,0.17062944358544244,0.09553377960333839,0.09800370670719748,-0.09465708672501678,0.15864223754149206,0.8413577624585079,1.0,0.17235975447313556,-0.0016970794247841345,0.325579412212578,0.659531027255715,0.00012699388353510645,0.6833269788322264,-0.16051505312389036,0.23301147441284886,0.6888718829335004,-0.6090343474135751,0.041455052842259595,crash,3000055,199
3.31878031403676e-06,-0.09139676240718993,0.09139676240718993,5.370147445744886,5.397886422544381e-56,3.145947560019328,5.842941691917424e-12,0.03185912909417466,0.3071278650415284,0.260832542897233,0.1817883509208855,0.10756766491965346,0.09546822127938415,-0.09184076219557671,0.16229899820058705,0.8373954815057754,0.9996944797063624,0.17485228251225687,0.00607906416649964,0.3189797472209533,0.6595651703257084,0.000207346785053228,0.6813765783107014,-0.15624006266903034,0.22858699424708906,0.6835037276886543,-0.5905297150941595,0.041453589522480974,crash,3000070,199
2.826478508251489e-06,-0.09303533344526652,0.09303533344526652,5.091772169584701,9.926502406217288e-51,2.9439043944823995,9.046152780086959e-12,0.009150004899702769,0.23897718564029755,0.2632388423151996,0.18715157793567916,0.1143326881616966,0.09349915272782962,-0.08924616960944898,0.16431904980023893,0.8343212670640842,0.9986403168643231,0.17517101817847797,0.010992927276214932,0.31059540124866764,0.6592480861514818,0.000277047637525787,0.679247008558619,-0.15321225276215866,0.2256041659798278,0.6791197852962432,-0.5768947220018454,0.04152855374881105,crash,3000085,199
0.06809745029219816,0.07466611262126165,0.07466611262126165,1.8455180621784377,5.875401809898585e-07,4.136397758439263,0.0010025834571977465,0.00017371170043034722,0.05660741739610806,0.19932996664759794,0.056190042541410565,0.045497815894872284,-0.08415027340750546,-0.0353558871037176,0.11481757986425964,0.8478782741982837,0.9626958540625433,0.13237027931321338,-0.05790817989709167,0.431356783919598,0.6134195636091758,1.200171780919474e-05,0.11696524285575498,-0.17487698863879686,0.16969403362217772,1.0305429419407812,-0.6745405541462083,0.05136359114046587,crash,31000,199
0.744507782640867,-0.058187932350208645,0.058187932350208645,91.20152394570769,0.0,2.1975997914047807,0.8489190219341114,0.9999999986328061,0.9999579037819839,0.03301937548060485,0.060043086551957184,0.027725601280110722,-0.004437516821416795,-0.016396216202594287,0.0,0.9262289934214715,0.9262289934214715,2.4688359944596225e-12,-0.017539788441925858,0.3078407187452413,0.5803107467788753,4.1157805996505575e-14,-7.895959425216752,-0.39215875689151325,0.06700073257494576,5.8530517774988775,-0.35593974872421996,0.03367690695045119,flat,30001,199
0.8529624525526314,-0.04444253556188523,0.04444253556188523,87.16473633048224,0.0,2.8694779708349714,0.8659874709577285,0.9999999984839928,0.9999668479202921,0.032939812350683335,0.059678410611875454,0.030709891756026352,-0.003318961580476869,-0.020802498030277283,1.6094905412223107e-14,0.9232940968881403,0.9232940968881564,-0.020362637163846637,-0.009939634736108257,0.3294548500076139,0.5828644463326081,6.022500705232461e-14,-7.626887274237573,-0.39215875689151325,0.07186328476278447,5.4570112984119925,-0.35593974872421996,0.03419868438034239,bull_trap,30001,199
0.831239737861939,0.015826269962236402,0.015826269962236402,0.1943113625886892,0.8542292143771097,5.009906631436498,0.4701645359929236,0.209837067289834,0.05267524210095137,-0.02378343168017085,0.15301871327350308,0.06062267906761805,-0.025151897924134803,-0.05644315839930521,0.05823951370362597,0.8549833890860884,0.9132229027897144,0.07308963639221525,-0.15018608553165513,0.30533729252322217,0.44557740789045525,0.9815538581480863,-0.007849907471308036,-0.05373554499419697,0.06416381737795263,0.8374742524696026,-0.28610443038066424,0.01990684245110178,bull_trap,31001,199
