Final_Value,Return_Pct,Max_Drawdown_Pct,Trade_Count,Rationality_Score,Avg_Buy_PE,MAS_Deviation,Avg_Cash_Pct,Cideal,Model,Persona,Agent_Type,Scenario,Seed,Crash_Discount,Status
9216.55,-7.83,-24.08,97,79.0,15.0,0.2078,4.7,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,flat,42,0.92,PASS
9011.83,-9.88,-28.47,193,54.0,15.0,0.202,1.3,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,flat,42,0.92,PASS
10096.71,0.97,-5.43,5,97.5,15.0,0.2921,70.8,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,flat,42,0.92,PASS
9767.53,-2.32,-9.89,2,96.5,15.0,0.4616,53.8,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,flat,42,0.92,PASS
9420.46,-5.8,-19.94,45,88.5,15.0,0.4845,9.2,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,flat,42,0.92,PASS
9433.1,-5.67,-12.03,1,96.5,14.9,0.0755,57.6,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,flat,42,0.92,PASS
11571.11,15.71,-18.18,69,80.5,15.0,0.2282,10.1,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,flat,123,0.92,PASS
10797.64,7.98,-19.3,180,49.5,15.0,0.2,0.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,flat,123,0.92,PASS
10500.87,5.01,-6.31,4,98.5,14.9,0.3084,69.2,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,flat,123,0.92,PASS
10132.7,1.33,-2.2,1,96.5,15.0,0.1064,89.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,flat,123,0.92,PASS
11397.42,13.97,-15.21,17,92.5,15.0,0.424,10.1,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,flat,123,0.92,PASS
10663.52,6.64,-10.37,1,96.5,15.0,0.0702,50.1,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,flat,123,0.92,PASS
11057.16,10.57,-30.65,98,74.5,15.0,0.1891,6.3,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,flat,456,0.92,PASS
11296.84,12.97,-30.65,180,55.0,15.0,0.2031,1.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,flat,456,0.92,PASS
10004.66,0.05,-6.44,3,99.0,15.0,0.1352,86.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,flat,456,0.92,PASS
10136.98,1.37,-4.61,1,100.0,14.9,0.122,87.8,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,flat,456,0.92,PASS
9620.03,-3.8,-30.52,45,87.5,15.0,0.2619,28.9,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,flat,456,0.92,PASS
10141.38,1.41,-18.09,1,91.5,14.9,0.1165,55.4,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,flat,456,0.92,PASS
10599.72,6.0,-18.7,69,82.5,15.0,0.2071,5.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,flat,789,0.92,PASS
10342.64,3.43,-18.7,188,52.0,15.0,0.2005,0.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,flat,789,0.92,PASS
10324.25,3.24,-10.69,5,98.0,15.0,0.3675,63.2,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,flat,789,0.92,PASS
10053.8,0.54,-2.2,1,97.5,15.0,0.1015,89.8,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,flat,789,0.92,PASS
10364.13,3.64,-18.54,26,93.5,15.0,0.3829,12.3,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,flat,789,0.92,PASS
10472.75,4.73,-10.37,1,97.0,15.0,0.0708,51.9,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,flat,789,0.92,PASS
13439.73,34.4,-15.6,79,78.0,15.0,0.2328,24.9,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,flat,999,0.92,PASS
15638.57,56.39,-18.16,172,58.0,15.0,0.2,0.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,flat,999,0.92,PASS
10783.74,7.84,-5.81,3,95.5,15.0,0.1856,81.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,flat,999,0.92,PASS
10546.6,5.47,-2.79,4,98.0,15.0,0.1243,87.6,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,flat,999,0.92,PASS
13996.69,39.97,-18.15,49,88.5,15.0,0.335,29.5,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,flat,999,0.92,PASS
11092.59,10.93,-5.27,1,95.5,15.0,0.2714,77.1,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,flat,999,0.92,PASS
15184.87,51.85,-9.75,67,83.5,17.7,0.3705,40.1,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,bull_trap,42,0.92,PASS
22745.74,127.46,-15.77,148,44.0,21.3,0.2012,1.6,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,bull_trap,42,0.92,PASS
12545.79,25.46,-2.21,2,99.5,14.9,0.2358,76.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,bull_trap,42,0.92,PASS
10985.21,9.85,-1.64,3,98.0,20.2,0.1049,89.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,bull_trap,42,0.92,PASS
14438.01,44.38,-11.03,12,97.0,18.6,0.2912,41.9,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,bull_trap,42,0.92,PASS
16726.36,67.26,-5.12,1,97.5,14.9,0.1269,46.7,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,bull_trap,42,0.92,PASS
14135.88,41.36,-7.48,69,78.0,20.5,0.3264,31.6,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,bull_trap,123,0.92,PASS
19242.85,92.43,-8.76,148,46.0,19.7,0.203,0.5,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,bull_trap,123,0.92,PASS
11886.75,18.87,-1.66,2,97.5,15.0,0.2327,76.7,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,bull_trap,123,0.92,PASS
10757.01,7.57,-0.94,3,99.5,16.8,0.116,88.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,bull_trap,123,0.92,PASS
15228.92,52.29,-6.09,16,91.5,17.5,0.3038,29.6,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,bull_trap,123,0.92,PASS
14743.33,47.43,-3.43,1,90.0,14.9,0.1695,50.6,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,bull_trap,123,0.92,PASS
12765.11,27.65,-4.13,43,85.5,22.3,0.4308,49.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,bull_trap,456,0.92,PASS
18007.72,80.08,-6.83,153,44.0,20.0,0.2315,9.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,bull_trap,456,0.92,PASS
10808.58,8.09,-0.66,3,98.0,16.2,0.1158,88.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,bull_trap,456,0.92,PASS
11103.93,11.04,-0.86,4,97.5,19.8,0.1444,85.6,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,bull_trap,456,0.92,PASS
13240.09,32.4,-3.8,8,98.0,23.1,0.1223,51.3,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,bull_trap,456,0.92,PASS
14723.04,47.23,-2.97,1,88.0,15.0,0.2122,55.3,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,bull_trap,456,0.92,PASS
15075.98,50.76,-5.46,55,83.0,21.4,0.3377,37.9,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,bull_trap,789,0.92,PASS
21688.77,116.89,-5.79,143,43.5,20.6,0.2162,4.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,bull_trap,789,0.92,PASS
11521.26,15.21,-1.21,2,97.5,21.2,0.152,84.8,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,bull_trap,789,0.92,PASS
11357.16,13.57,-0.7,6,96.5,21.3,0.1245,87.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,bull_trap,789,0.92,PASS
16435.74,64.36,-3.36,7,97.5,24.9,0.1574,46.8,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,bull_trap,789,0.92,PASS
16665.17,66.65,-3.84,1,94.5,14.8,0.1586,48.1,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,bull_trap,789,0.92,PASS
13448.75,34.49,-12.57,51,81.5,22.6,0.3652,42.9,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,bull_trap,999,0.92,PASS
20664.94,106.65,-14.09,159,43.5,19.8,0.2135,4.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,bull_trap,999,0.92,PASS
11176.33,11.76,-2.87,1,98.5,14.9,0.1454,85.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,bull_trap,999,0.92,PASS
10910.43,9.1,-1.49,8,94.5,19.4,0.1033,89.7,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,bull_trap,999,0.92,PASS
14715.53,47.16,-11.83,23,90.0,23.5,0.2519,41.8,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,bull_trap,999,0.92,PASS
15719.57,57.2,-9.78,1,89.5,14.8,0.1831,49.2,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,bull_trap,999,0.92,PASS
6105.92,-38.94,-48.67,112,99.5,12.7,0.2066,4.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,42,0.85,PASS
6243.37,-37.57,-47.63,115,100.0,13.8,0.228,7.3,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,42,0.92,PASS
6067.08,-39.33,-48.18,115,100.0,14.2,0.2032,3.7,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,42,0.95,PASS
5981.34,-40.19,-50.68,190,100.0,12.8,0.2,0.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,42,0.85,PASS
5967.45,-40.33,-50.26,193,100.0,13.8,0.2,0.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,42,0.92,PASS
5940.93,-40.59,-50.08,194,99.5,14.3,0.202,1.3,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,42,0.95,PASS
9422.68,-5.77,-10.87,5,98.5,12.7,0.198,80.2,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,42,0.85,PASS
9503.89,-4.96,-9.11,4,99.0,13.8,0.1667,83.3,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,42,0.92,PASS
9190.19,-8.1,-12.39,5,95.0,14.4,0.2037,79.6,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,42,0.95,PASS
9619.07,-3.81,-5.45,1,97.5,12.5,0.0772,92.3,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,42,0.85,PASS
9692.07,-3.08,-5.58,2,99.5,13.8,0.105,89.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,42,0.92,PASS
9595.94,-4.04,-5.2,1,99.5,14.4,0.0769,92.3,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,42,0.95,PASS
6538.41,-34.62,-44.87,35,99.5,12.7,0.3512,15.5,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,42,0.85,PASS
6397.58,-36.02,-45.59,43,99.5,13.8,0.3854,12.1,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,42,0.92,PASS
6669.3,-33.31,-44.03,46,98.0,14.2,0.3255,19.5,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,42,0.95,PASS
9204.13,-7.96,-10.58,1,96.5,12.9,0.348,84.8,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,42,0.85,PASS
8117.82,-18.82,-24.83,1,93.0,13.7,0.0994,59.9,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,42,0.92,PASS
8173.61,-18.26,-26.26,2,86.0,14.3,0.1551,53.5,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,42,0.95,PASS
6298.53,-37.01,-40.91,109,100.0,12.6,0.2301,7.7,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,123,0.85,PASS
6186.51,-38.13,-41.44,111,99.5,13.7,0.2039,4.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,123,0.92,PASS
6206.41,-37.94,-41.1,118,99.5,14.1,0.2046,4.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,123,0.95,PASS
6068.89,-39.31,-43.8,193,100.0,12.7,0.2005,0.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,123,0.85,PASS
6028.52,-39.71,-43.35,189,100.0,13.8,0.2,0.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,123,0.92,PASS
6090.5,-39.1,-41.41,194,100.0,14.2,0.2043,1.7,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,123,0.95,PASS
8946.64,-10.53,-12.12,5,99.5,12.6,0.2344,76.6,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,123,0.85,PASS
9407.57,-5.92,-7.35,4,93.5,13.6,0.1754,82.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,123,0.92,PASS
9462.31,-5.38,-6.16,3,98.0,14.2,0.1461,85.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,123,0.95,PASS
9585.07,-4.15,-4.38,1,99.0,13.2,0.0762,92.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,123,0.85,PASS
9390.99,-6.09,-6.61,2,94.5,13.9,0.115,88.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,123,0.92,PASS
9611.31,-3.89,-4.17,1,94.5,14.4,0.0749,92.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,123,0.95,PASS
6665.33,-33.35,-37.36,21,99.5,12.6,0.3519,15.3,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,123,0.85,PASS
6767.55,-32.32,-35.39,28,99.5,13.6,0.3669,22.3,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,123,0.92,PASS
6464.47,-35.36,-37.53,27,97.5,14.1,0.384,14.2,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,123,0.95,PASS
8026.28,-19.74,-20.93,1,92.0,13.0,0.1052,60.5,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,123,0.85,PASS
8182.75,-18.17,-20.09,1,90.0,13.5,0.1041,60.4,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,123,0.92,PASS
8237.97,-17.62,-19.77,1,87.5,13.9,0.1133,61.3,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,123,0.95,PASS
6214.55,-37.85,-41.73,110,99.5,12.7,0.2066,5.6,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,456,0.85,PASS
6267.3,-37.33,-41.44,118,99.5,13.7,0.2026,4.7,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,456,0.92,PASS
6270.08,-37.3,-41.29,117,99.0,14.2,0.2051,4.9,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,456,0.95,PASS
6076.01,-39.24,-43.83,194,100.0,12.7,0.2005,0.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,456,0.85,PASS
6105.27,-38.95,-43.25,188,100.0,13.8,0.2031,1.4,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,456,0.92,PASS
6127.89,-38.72,-42.94,188,100.0,14.2,0.2026,1.5,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,456,0.95,PASS
9402.78,-5.97,-6.96,3,98.5,12.8,0.1398,86.0,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,456,0.85,PASS
9362.32,-6.38,-7.14,3,93.5,13.8,0.1432,85.7,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,456,0.92,PASS
9166.43,-8.34,-9.69,6,98.5,14.2,0.2072,79.3,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,456,0.95,PASS
9622.51,-3.77,-4.39,1,95.0,12.7,0.0792,92.1,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,456,0.85,PASS
9614.18,-3.86,-4.27,1,96.0,13.8,0.079,92.1,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,456,0.92,PASS
9319.0,-6.81,-7.21,2,97.0,14.6,0.123,87.7,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,456,0.95,PASS
6866.69,-31.33,-35.61,15,99.5,12.5,0.2571,25.2,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,456,0.85,PASS
6457.31,-35.43,-39.15,33,99.5,13.7,0.3545,15.1,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,456,0.92,PASS
6776.95,-32.23,-35.24,29,99.5,14.1,0.4015,28.0,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,456,0.95,PASS
8199.98,-18.0,-20.81,1,87.0,12.5,0.1096,60.9,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,456,0.85,PASS
8257.97,-17.42,-20.63,1,83.0,13.4,0.1266,62.6,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,456,0.92,PASS
8033.45,-19.67,-20.96,1,94.5,14.5,0.084,58.4,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,456,0.95,PASS
6091.5,-39.08,-49.21,98,99.0,12.6,0.2286,7.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,789,0.85,PASS
5941.81,-40.58,-48.75,118,99.5,13.7,0.2061,4.6,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,789,0.92,PASS
5727.84,-42.72,-48.79,113,99.5,14.2,0.2055,4.0,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,789,0.95,PASS
5911.36,-40.89,-50.08,194,100.0,12.7,0.2005,0.2,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,789,0.85,PASS
5893.41,-41.07,-49.23,189,100.0,13.8,0.2022,1.3,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,789,0.92,PASS
5711.41,-42.89,-49.05,194,100.0,14.2,0.202,1.3,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,789,0.95,PASS
9149.52,-8.5,-11.2,3,98.5,12.9,0.1553,84.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,789,0.85,PASS
9699.72,-3.0,-6.18,3,98.5,13.5,0.1351,86.5,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,789,0.92,PASS
9338.19,-6.62,-9.07,3,94.0,14.0,0.1373,86.3,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,789,0.95,PASS
9594.02,-4.06,-5.04,1,99.0,12.8,0.0767,92.3,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,789,0.85,PASS
9592.1,-4.08,-4.98,1,92.0,14.1,0.07,93.0,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,789,0.92,PASS
9414.14,-5.86,-7.42,3,95.5,14.2,0.1062,89.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,789,0.95,PASS
6845.12,-31.55,-41.0,20,99.5,12.6,0.265,24.5,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,789,0.85,PASS
6973.98,-30.26,-40.1,21,95.5,13.6,0.2622,28.7,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,789,0.92,PASS
6498.97,-35.01,-42.0,24,98.0,14.1,0.2867,23.5,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,789,0.95,PASS
8129.57,-18.7,-24.26,1,82.5,12.7,0.1497,65.0,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,789,0.85,PASS
8109.16,-18.91,-25.33,1,91.5,13.5,0.105,60.4,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,789,0.92,PASS
9563.62,-4.36,-9.35,2,83.5,14.2,0.2952,77.9,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,789,0.95,PASS
6629.08,-33.71,-40.69,120,99.5,12.6,0.2062,4.7,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,999,0.85,PASS
6824.02,-31.76,-40.23,113,99.5,13.7,0.238,7.9,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,999,0.92,PASS
6869.01,-31.31,-40.04,113,100.0,14.1,0.2364,7.8,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,static,crash,999,0.95,PASS
6583.78,-34.16,-41.29,189,100.0,12.7,0.2011,1.6,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,999,0.85,PASS
6755.45,-32.45,-41.12,184,100.0,13.7,0.2001,1.8,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,999,0.92,PASS
6644.93,-33.55,-40.77,181,100.0,14.2,0.2034,1.8,0.2,meta-llama/Llama-3.1-8B-Instruct,ENTJ,memory,crash,999,0.95,PASS
9218.24,-7.82,-10.87,4,96.5,12.6,0.2155,78.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,999,0.85,PASS
9325.13,-6.75,-9.6,4,97.5,13.7,0.207,79.3,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,999,0.92,PASS
9127.41,-8.73,-11.7,5,99.5,14.1,0.2466,75.3,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,static,crash,999,0.95,PASS
9661.79,-3.38,-4.18,1,94.5,12.8,0.0763,92.4,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,999,0.85,PASS
9571.96,-4.28,-5.79,3,94.5,14.1,0.1044,89.6,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,999,0.92,PASS
9639.17,-3.61,-4.2,1,99.5,14.5,0.0788,92.1,1.0,meta-llama/Llama-3.1-8B-Instruct,ISFJ,memory,crash,999,0.95,PASS
6988.37,-30.12,-37.81,24,98.5,12.6,0.3741,14.3,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,999,0.85,PASS
6797.31,-32.03,-38.41,23,99.5,13.7,0.3864,12.4,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,999,0.92,PASS
6873.86,-31.26,-38.28,28,98.5,14.1,0.4099,10.6,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,static,crash,999,0.95,PASS
7862.27,-21.38,-28.13,2,92.5,12.6,0.1536,43.0,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,999,0.85,PASS
8399.54,-16.0,-22.93,2,84.0,13.8,0.1657,51.4,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,999,0.92,PASS
8422.59,-15.77,-22.16,2,83.5,14.0,0.172,51.2,0.5,meta-llama/Llama-3.1-8B-Instruct,INTJ,memory,crash,999,0.95,PASS
