Final_Value,Return_Pct,Max_Drawdown_Pct,Trade_Count,Rationality_Score,Avg_Buy_PE,MAS_Deviation,Avg_Cash_Pct,Cideal,Model,Persona,Agent_Type,Scenario,Seed,Crash_Discount,Status
10189.98,1.9,-17.65,43,87.5,15.0,0.1614,24.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,flat,42,0.92,PASS
9552.8,-4.47,-25.46,198,50.0,15.0,0.257,9.5,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,flat,42,0.92,PASS
9170.5,-8.29,-28.48,2,100.0,15.0,1.0,0.0,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,flat,42,0.92,PASS
9585.25,-4.15,-14.9,1,100.0,15.0,0.4682,53.2,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,flat,42,0.92,PASS
9283.75,-7.16,-26.61,15,95.5,15.0,0.3727,12.7,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,flat,42,0.92,PASS
9293.21,-7.07,-24.13,19,94.0,15.0,0.4533,4.7,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,flat,42,0.92,PASS
11488.36,14.88,-13.37,36,91.5,15.0,0.1969,32.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,flat,123,0.92,PASS
10317.67,3.18,-19.3,197,44.0,15.0,0.206,1.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,flat,123,0.92,PASS
10797.64,7.98,-19.3,2,100.0,15.0,1.0,0.0,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,flat,123,0.92,PASS
10797.64,7.98,-19.3,1,100.0,15.0,1.0,0.0,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,flat,123,0.92,PASS
12577.3,25.77,-8.48,18,95.5,15.0,0.3943,70.0,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,flat,123,0.92,PASS
10939.4,9.39,-18.53,14,97.0,15.0,0.4715,2.9,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,flat,123,0.92,PASS
11204.52,12.05,-18.45,53,87.0,15.0,0.2341,38.2,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,flat,456,0.92,PASS
12789.44,27.89,-19.96,196,49.0,15.0,0.254,9.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,flat,456,0.92,PASS
10557.36,5.57,-10.24,2,99.5,15.0,0.3207,67.9,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,flat,456,0.92,PASS
10568.08,5.68,-18.68,1,99.5,15.0,0.5501,45.0,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,flat,456,0.92,PASS
10165.04,1.65,-8.37,16,97.5,15.0,0.3287,81.3,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,flat,456,0.92,PASS
11080.86,10.81,-30.64,15,96.5,15.0,0.4689,3.6,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,flat,456,0.92,PASS
9944.93,-0.55,-15.89,36,92.0,15.0,0.1839,29.8,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,flat,789,0.92,PASS
10019.96,0.2,-20.79,197,48.5,15.0,0.218,3.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,flat,789,0.92,PASS
10141.73,1.42,-10.08,1,99.5,15.0,0.5113,48.9,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,flat,789,0.92,PASS
10141.73,1.42,-10.08,1,99.5,15.0,0.5113,48.9,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,flat,789,0.92,PASS
9902.33,-0.98,-8.82,10,98.5,15.0,0.3365,63.9,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,flat,789,0.92,PASS
10252.24,2.52,-18.68,13,96.0,15.0,0.4622,3.8,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,flat,789,0.92,PASS
12194.01,21.94,-13.84,60,87.0,15.0,0.2467,39.3,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,flat,999,0.92,PASS
15506.33,55.06,-13.92,196,47.5,15.0,0.23,5.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,flat,999,0.92,PASS
12970.21,29.7,-8.25,2,99.5,15.1,0.4679,53.2,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,flat,999,0.92,PASS
12819.29,28.19,-11.31,1,99.5,15.1,0.5662,43.4,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,flat,999,0.92,PASS
11224.75,12.25,-8.78,17,98.0,15.0,0.4506,71.0,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,flat,999,0.92,PASS
15480.17,54.8,-15.72,27,92.5,15.0,0.4212,8.1,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,flat,999,0.92,PASS
16604.37,66.04,-13.58,93,78.0,24.7,0.2458,38.7,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,bull_trap,42,0.92,PASS
23893.14,138.93,-11.82,197,19.0,23.1,0.242,7.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,bull_trap,42,0.92,PASS
13504.36,35.04,-8.25,5,99.5,15.1,0.3905,61.0,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,bull_trap,42,0.92,PASS
16545.17,65.45,-8.25,1,99.5,15.1,0.575,42.5,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,bull_trap,42,0.92,PASS
13495.66,34.96,-8.75,67,90.5,24.2,0.2236,62.2,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,bull_trap,42,0.92,PASS
23337.61,133.38,-9.51,75,66.0,24.7,0.345,16.7,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,bull_trap,42,0.92,PASS
16616.07,66.16,-5.73,81,76.5,20.0,0.1426,26.2,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,bull_trap,123,0.92,PASS
19640.65,96.41,-8.24,194,23.5,20.2,0.206,1.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,bull_trap,123,0.92,PASS
15957.68,59.58,-8.76,3,99.5,15.1,0.684,31.6,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,bull_trap,123,0.92,PASS
14745.29,47.45,-4.54,1,99.5,15.1,0.5826,41.7,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,bull_trap,123,0.92,PASS
15091.75,50.92,-5.73,46,89.5,21.4,0.2739,59.9,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,bull_trap,123,0.92,PASS
19283.31,92.83,-8.39,66,70.0,21.8,0.4336,6.9,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,bull_trap,123,0.92,PASS
18023.0,80.23,-7.34,76,77.0,21.5,0.1451,21.1,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,bull_trap,456,0.92,PASS
21146.69,111.47,-7.34,194,20.0,20.6,0.2,0.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,bull_trap,456,0.92,PASS
15035.8,50.36,-7.34,7,99.0,18.1,0.4399,56.0,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,bull_trap,456,0.92,PASS
15573.34,55.73,-3.77,1,99.5,15.1,0.5983,40.2,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,bull_trap,456,0.92,PASS
14612.39,46.12,-7.34,62,87.5,21.6,0.2694,58.8,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,bull_trap,456,0.92,PASS
19884.54,98.85,-4.31,74,66.5,21.6,0.4239,8.4,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,bull_trap,456,0.92,PASS
16846.65,68.47,-5.21,93,77.5,22.9,0.2354,33.6,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,bull_trap,789,0.92,PASS
23670.3,136.7,-5.79,194,22.0,21.0,0.203,0.5,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,bull_trap,789,0.92,PASS
15226.6,52.27,-3.03,12,100.0,14.9,0.4525,54.8,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,bull_trap,789,0.92,PASS
16880.84,68.81,-3.87,1,100.0,14.9,0.593,40.7,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,bull_trap,789,0.92,PASS
13406.88,34.07,-2.66,68,89.5,22.0,0.2535,70.8,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,bull_trap,789,0.92,PASS
21461.98,114.62,-5.69,91,61.5,23.5,0.3628,17.5,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,bull_trap,789,0.92,PASS
17125.83,71.26,-6.4,107,73.5,21.2,0.2615,33.1,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,bull_trap,999,0.92,PASS
21562.93,115.63,-12.26,196,30.5,19.4,0.236,6.0,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,bull_trap,999,0.92,PASS
16050.38,60.5,-3.37,4,100.0,14.5,0.4224,57.8,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,bull_trap,999,0.92,PASS
