seed,topped,top_day,top_day_realised,top_day_offset,attempts,rejected,mania_days,max_x,peak_pv,cap_hits,cap_binding_share,post_top_drop,topped_panel_rule
230000,False,,,,1,0,130,0.3614533595723744,1.4354140720969064,82,0.6307692307692307,,
230001,False,,,,1,0,130,0.4415761046855578,1.55515637719197,77,0.5923076923076923,,
230002,False,,,,1,0,132,0.31942327060697845,1.376333763260206,46,0.3484848484848485,,
230003,False,,,,1,0,149,0.3505078885659112,1.419788459831234,91,0.610738255033557,,
230004,False,,,,1,0,114,0.3759693132549994,1.456402440835029,55,0.4824561403508772,,
230005,False,,,,1,0,127,0.4653375690764393,1.5925516943640317,66,0.5196850393700787,,
230006,False,,,,1,0,98,0.4017779911195568,1.4944795081209634,32,0.32653061224489793,,
230007,False,,,,1,0,143,0.39676411991976707,1.487005133789743,86,0.6013986013986014,,
230008,False,,,,1,0,116,0.38953870537964685,1.4762996277092841,60,0.5172413793103449,,
230009,False,,,,1,0,90,0.3142395543303835,1.3692176992924627,26,0.28888888888888886,,
230010,True,191.0,191.0,0.0,1,0,89,0.36783075345477806,1.4445975251425356,13,0.14606741573033707,-0.23573370399497962,False
230011,True,170.0,171.0,1.0,1,0,118,0.3493730484325141,1.4181781408062346,50,0.423728813559322,-0.43119409098271233,True
230012,False,,,,1,0,136,0.38845572260606315,1.4747016860716395,90,0.6617647058823529,,
230013,False,,,,1,0,126,0.3938448526085339,1.4826704983691361,43,0.3412698412698413,,
230014,False,,,,1,0,120,0.3443044605257432,1.4110081664049305,70,0.5833333333333334,,
230015,False,,,,1,0,114,0.46949443323593903,1.5991854937735845,56,0.49122807017543857,,
230016,False,,,,1,0,134,0.3250066334475886,1.384039826905953,45,0.3358208955223881,,
230017,False,,,,1,0,121,0.43916492703191096,1.551411135922886,71,0.5867768595041323,,
230018,False,,,,1,0,98,0.498367904135929,1.6460325942189222,44,0.4489795918367347,,
230019,False,,,,1,0,133,0.5128455839841105,1.6700366695201811,82,0.6165413533834586,,
230020,False,,,,2,1,108,0.5032002778880442,1.6540060888591523,59,0.5462962962962963,,
230021,False,,,,2,1,133,0.4355225527984399,1.5457705946929348,45,0.3383458646616541,,
230022,False,,,,1,0,118,0.560180147400663,1.75098790780551,28,0.23728813559322035,,
230023,True,188.0,145.0,-43.0,1,0,130,0.4431801969894724,1.5576529934341177,55,0.4230769230769231,-0.22478154910229642,False
230024,False,,,,1,0,110,0.36997172779365195,1.447693684590156,24,0.21818181818181817,,
230025,False,,,,2,1,148,0.5148988223423271,1.6734691755402877,100,0.6756756756756757,,
230026,False,,,,2,1,102,0.4821088756034842,1.619486098229944,50,0.49019607843137253,,
230027,False,,,,1,0,92,0.38119192591300893,1.4640285634660146,46,0.5,,
230028,False,,,,1,0,123,0.43731396934912775,1.548542195524423,49,0.3983739837398374,,
230029,False,,,,1,0,145,0.46216824326496164,1.5875123690230866,90,0.6206896551724138,,
230030,False,,,,1,0,108,0.4075798779448569,1.5031755113093317,54,0.5,,
230031,True,154.0,153.0,-1.0,2,1,82,0.34470325758618636,1.4115709845316025,13,0.15853658536585366,-0.40406584250922095,True
230032,False,,,,1,0,103,0.3627381923521435,1.437259524444241,44,0.42718446601941745,,
230033,False,,,,1,0,140,0.37997208085644885,1.462243764270764,70,0.5,,
230034,False,,,,1,0,103,0.42648866491123405,1.5318691629714623,57,0.5533980582524272,,
230035,False,,,,1,0,114,0.3411486084732955,1.406562252400266,55,0.4824561403508772,,
230036,False,,,,2,1,148,0.4736241635936147,1.6058033542389583,92,0.6216216216216216,,
230037,False,,,,1,0,91,0.38114600892543077,1.4639613412279853,23,0.25274725274725274,,
230038,False,,,,1,0,145,0.513696800835565,1.6714588380768727,78,0.5379310344827586,,
230039,False,,,,1,0,134,0.43732596630955856,1.548560773435307,81,0.6044776119402985,,
230040,False,,,,1,0,131,0.5820596797780438,1.789720889029289,84,0.6412213740458015,,
230041,False,,,,1,0,144,0.43084777998365786,1.5385613322998635,59,0.4097222222222222,,
230042,False,,,,1,0,112,0.329855348092928,1.3907669368230497,26,0.23214285714285715,,
230043,False,,,,1,0,97,0.491566325922406,1.634874962553559,46,0.4742268041237113,,
230044,False,,,,1,0,97,0.3940072443299401,1.4829112913345077,46,0.4742268041237113,,
230045,False,,,,1,0,110,0.34305643129655194,1.4092482853905317,61,0.5545454545454546,,
230046,False,,,,1,0,101,0.38326005834468024,1.4670595015293453,32,0.31683168316831684,,
230047,False,,,,1,0,135,0.38832692155988974,1.474511755183591,83,0.6148148148148148,,
230048,False,,,,1,0,97,0.39164550544287235,1.4794131745169368,44,0.4536082474226804,,
230049,False,,,,1,0,119,0.3949121864712908,1.484253847630185,67,0.5630252100840336,,
230050,False,,,,1,0,141,0.3829471842021482,1.466600568343668,84,0.5957446808510638,,
230051,False,,,,1,0,127,0.41226233779154536,1.51023057491916,74,0.5826771653543307,,
230052,False,,,,1,0,125,0.4318412318546266,1.5400905784244754,55,0.44,,
230053,False,,,,1,0,133,0.34194387687695726,1.4076812918267543,47,0.3533834586466165,,
230054,False,,,,1,0,90,0.39252868151320786,1.4807203339718193,6,0.06666666666666667,,
230055,False,,,,1,0,126,0.42941584711637365,1.5363597923646826,69,0.5476190476190477,,
230056,False,,,,1,0,94,0.33973172413072134,1.4045707275813268,37,0.39361702127659576,,
230057,False,,,,1,0,117,0.4309993883918273,1.5387946088172184,47,0.4017094017094017,,
230058,False,,,,1,0,132,0.40742050799854324,1.502935969397192,74,0.5606060606060606,,
230059,False,,,,1,0,147,0.39851640773895347,1.4896130790407878,89,0.6054421768707483,,
230060,False,,,,1,0,100,0.3530773071870656,1.423441181413872,52,0.52,,
230061,False,,,,1,0,125,0.44123172589066356,1.5546209065205847,74,0.592,,
230062,True,151.0,149.0,-2.0,1,0,74,0.33057455204402514,1.3917675416754194,27,0.36486486486486486,-0.507304981692478,True
230063,False,,,,1,0,96,0.6615876564371693,1.9378665596673421,39,0.40625,,
230064,False,,,,1,0,137,0.5122210241304613,1.668993957314263,70,0.5109489051094891,,
230065,False,,,,1,0,120,0.5491429152803428,1.731768109627463,69,0.575,,
230066,False,,,,1,0,100,0.3738869220424942,1.4533727967372867,47,0.47,,
230067,False,,,,1,0,133,0.5137161385916702,1.6714911606527452,66,0.49624060150375937,,
230068,False,,,,1,0,136,0.48436193745490863,1.6231390141542652,75,0.5514705882352942,,
230069,True,151.0,152.0,1.0,1,0,101,0.40406881508221826,1.4979070220064141,45,0.44554455445544555,-0.3864845866437743,False
230070,False,,,,1,0,112,0.4007760700867203,1.4929829075316343,42,0.375,,
230071,False,,,,1,0,97,0.3538715254866688,1.424572153508477,46,0.4742268041237113,,
230072,False,,,,1,0,149,0.4355173129964548,1.5457624951823243,85,0.5704697986577181,,
230073,False,,,,1,0,129,0.7677515587914402,2.154915601585729,72,0.5581395348837209,,
230074,False,,,,1,0,120,0.3686498124123889,1.4457812203775644,39,0.325,,
230075,False,,,,1,0,144,0.41602900124903425,1.5159298320916506,72,0.5,,
230076,False,,,,1,0,138,0.38432015802873504,1.4686155554838334,56,0.4057971014492754,,
230077,False,,,,1,0,140,0.4513473086093332,1.5704266100711735,80,0.5714285714285714,,
230078,False,,,,1,0,133,0.39584927787697777,1.4856453810498311,75,0.5639097744360902,,
230079,False,,,,2,1,113,0.44265086492300054,1.5568286959390523,63,0.5575221238938053,,
230080,False,,,,1,0,113,0.38293513026303133,1.4665828901362548,47,0.415929203539823,,
230081,False,,,,1,0,110,0.41259541622729456,1.510733683939406,42,0.38181818181818183,,
230082,False,,,,2,1,137,0.4400794668862134,1.5528306122219844,80,0.583941605839416,,
230083,False,,,,2,1,149,0.4431805758036579,1.5576535834952794,103,0.6912751677852349,,
230084,False,,,,1,0,132,0.37399489691382504,1.4535297329504413,66,0.5,,
230085,False,,,,1,0,100,0.38582531920692575,1.4708277230203415,46,0.46,,
230086,True,166.0,167.0,1.0,1,0,61,0.30732976672951534,1.3597893074169547,9,0.14754098360655737,-0.41081655326819877,True
230087,False,,,,1,0,130,0.4008248303264389,1.4930557075109592,65,0.5,,
230088,False,,,,1,0,99,0.44156920104972297,1.555145640995735,36,0.36363636363636365,,
230089,False,,,,2,1,106,0.3576448991929111,1.4299577511612918,47,0.44339622641509435,,
230090,False,,,,1,0,130,0.48294235177654465,1.6208364639760855,68,0.5230769230769231,,
230091,False,,,,2,1,124,0.3418650429034866,1.40757032309125,77,0.6209677419354839,,
230092,False,,,,1,0,93,0.41768635547917227,1.5184443479576362,32,0.34408602150537637,,
230093,False,,,,1,0,144,0.34673609013818746,1.4144433905494835,56,0.3888888888888889,,
230094,False,,,,1,0,130,0.47141055867994575,1.6022526713979965,68,0.5230769230769231,,
230095,False,,,,1,0,94,0.37921584290858995,1.46113837806738,35,0.3723404255319149,,
230096,False,,,,1,0,129,0.4573827692842296,1.5799335185463645,72,0.5581395348837209,,
230097,False,,,,1,0,104,0.32903353490432274,1.389624455729408,30,0.28846153846153844,,
230098,False,,,,1,0,137,0.3110489371570495,1.3648560117248743,82,0.5985401459854015,,
230099,False,,,,1,0,108,0.3967917919701452,1.4870462828400544,62,0.5740740740740741,,
230100,False,,,,1,0,148,0.3629170992853516,1.4375166831410344,67,0.4527027027027027,,
230101,False,,,,1,0,139,0.4388432059134613,1.550912094477452,65,0.4676258992805755,,
230102,False,,,,1,0,130,0.3890524004252321,1.4755818704247357,67,0.5153846153846153,,
230103,False,,,,1,0,149,0.4156534923485752,1.5153606938121613,93,0.6241610738255033,,
230104,False,,,,1,0,135,0.49942794564210785,1.647778382229717,58,0.42962962962962964,,
230105,False,,,,1,0,103,0.3012461427008131,1.3515419727904037,21,0.20388349514563106,,
230106,False,,,,1,0,141,0.40691965554192244,1.5021834087014443,80,0.5673758865248227,,
230107,False,,,,1,0,137,0.46803432381935195,1.5968522118132682,90,0.656934306569343,,
230108,False,,,,1,0,144,0.44753341720608636,1.564448580547548,90,0.625,,
230109,False,,,,1,0,145,0.6244061173077579,1.8671367678900883,66,0.45517241379310347,,
230110,False,,,,1,0,109,0.4214519374066108,1.5241729535498572,55,0.5045871559633027,,
230111,True,192.0,192.0,0.0,1,0,102,0.3632043463267118,1.4379296648662223,35,0.3431372549019608,-0.20412322047190423,False
230112,False,,,,1,0,133,0.4879669105838595,1.6290009463905517,87,0.6541353383458647,,
230113,False,,,,1,0,135,0.4138459460501055,1.5126240832194813,80,0.5925925925925926,,
230114,False,,,,1,0,96,0.34722915595637893,1.4151409762008171,51,0.53125,,
230115,False,,,,1,0,138,0.3722008792627774,1.4509244126472793,82,0.5942028985507246,,
230116,False,,,,1,0,137,0.3507259140495263,1.420098043644174,59,0.4306569343065693,,
230117,False,,,,1,0,148,0.43829740532802075,1.5500658367133189,89,0.6013513513513513,,
230118,False,,,,1,0,121,0.41006463008942606,1.5069151740281475,74,0.6115702479338843,,
230119,False,,,,1,0,111,0.36546351058891213,1.4411818564108843,36,0.32432432432432434,,
230120,False,,,,1,0,138,0.4071394874339723,1.5025136728223483,87,0.6304347826086957,,
230121,False,,,,1,0,128,0.3985649574055109,1.4896854010146645,80,0.625,,
230122,False,,,,1,0,143,0.5042746637547557,1.655784084580185,84,0.5874125874125874,,
230123,False,,,,1,0,103,0.3762372448664162,1.4567927093681772,44,0.42718446601941745,,
230124,True,192.0,164.0,-28.0,2,1,133,0.3737484109546043,1.4531715024311695,65,0.48872180451127817,-0.3925700198834501,False
230125,False,,,,2,1,135,0.3797623145688036,1.4619370669931997,76,0.562962962962963,,
