ticker,peak,trough,depth,peak_date,trough_date,duration,det_len,front_load,rec60,rec120,rec200,panic_len,rv_calm,m_deterioration,m_panic,m_stabilisation,rise,onset,decay_half_life,stress_spell
A,43,695,-0.9317610145979381,2000-03-06,2002-10-10,652,1,0.3878673251884753,0.06027676455977254,0.023962208604596746,0.07485652694075348,651,,,,,,,,
A,5453,5994,-0.42734877366582924,2021-09-03,2023-10-30,541,16,0.6254885121278987,0.39790398946092914,0.5098308531958939,0.524447540718387,525,0.0001041834958739195,2.3546355175010802,2.8730749859061966,3.654062047637162,171.0,5469.0,18.0,200.0
AAPL,0,7,-0.22110500016806045,2000-01-03,2000-01-12,7,3,0.29434216558190485,1.8005051399698926,0.6489885928032048,-2.0277852749315435,4,,,,,,,,
AAPL,55,825,-0.8180144136073635,2000-03-22,2003-04-17,770,6,0.6921042530818124,0.11004928037167684,0.16854966422064502,0.15498406642823317,764,,,,,,,,
AAPL,1287,1346,-0.24264899024605868,2005-02-16,2005-05-12,59,13,0.3243765940583459,0.7791489754106576,2.1371780811033148,3.142207263702591,46,0.0007390199064483109,0.7531306037457316,1.5375137228333746,0.6349412870650173,34.0,1300.0,13.0,246.0
AAPL,1516,1641,-0.4079917476276106,2006-01-13,2006-07-14,125,4,0.4891612389801513,0.6861388082324367,0.984534962289304,1.4238250789824505,121,0.0005230598950569591,0.9374447353191315,1.980350163298115,1.0825552062988046,129.0,1520.0,17.0,248.0
AAPL,2008,2274,-0.6086673369316596,2007-12-28,2009-01-20,266,5,0.0726690396104125,0.3555863376818184,0.5273368394023683,0.9089038538141444,261,0.0007820282981470019,0.6388698503877768,5.716800182857608,1.0988792373838339,196.0,2013.0,15.0,30.0
AAPL,3199,3343,-0.43797170555742415,2012-09-19,2013-04-19,144,16,0.2958709416766671,0.1397094527741248,0.33685671980415016,0.4206623199773597,128,0.0003169198310812927,0.60618271693473,1.5752628146398542,0.6326468688188834,72.0,3215.0,18.0,21.0
AAPL,3870,4115,-0.3044375987472947,2015-05-22,2016-05-12,245,49,0.4045665610398325,0.4708351686898534,0.5501690153928179,1.2316349649255152,196,0.0002477430320684388,0.6295909171519729,1.5196330268928102,0.7762915320228368,25.0,3919.0,10.0,123.0
AAPL,4718,4780,-0.3851591763166259,2018-10-03,2019-01-03,62,22,0.12049297810778346,0.5598792572757988,0.6650673862043723,1.0895968606458135,40,0.0001749413697249482,3.9547002186353315,7.0528690836887735,1.514910941199873,41.0,4740.0,20.0,58.0
