ticker,top,sse,tc,m,omega,n_days,n_converged,r2,m_iqr,omega_iqr,m_median_restarts,omega_median_restarts,tc_days_past_end,hazard_at_end,B,stable,error
A,885,1.4963668056583985,199.16646082918203,0.9899999999999178,4.994121536350673,191.0,20.0,0.7314488903006414,2.1656010318338303e-12,2.2961465398087295,0.9899999999995464,4.994119390468152,9.166460829182029,0.9780881181896304,-0.003421518769262857,False,
A,1193,6.027890381218827,560.9999999995835,0.8796395406719075,3.512020392942067,499.0,20.0,0.8613213374660253,0.11036026832066814,6.329108396850021,0.8856386968499217,3.5180201666369535,62.99999999958345,0.607338125883032,0.000266019858057969,False,
A,2443,0.15702265269164542,140.52396027568187,0.8292323119313365,5.1914834590222805,137.0,20.0,0.9691902329973631,0.036186481372377344,0.7624352412186015,0.8292326071072847,5.191481469296585,4.523960275681873,0.7727848029869775,-0.012808375393035608,True,
A,2777,1.4647332903605652,498.7351201742572,0.8305586474281026,3.258164900584208,471.0,20.0,0.953944580599204,0.15898009108771693,6.865373457683579,0.8305586597767454,3.258165797621285,28.73512017425719,0.5660887519787235,-0.00545557678616204,False,
A,4456,0.7543746363998023,526.0814279093272,0.4259662505862877,9.303977620785243,499.0,20.0,0.948612747412572,0.18605830012762725,2.3321416238423556,0.35695167177866255,7.939806731978103,28.081427909327203,0.14742071157265613,-0.05767283266105239,False,
A,5289,0.1343579395231637,207.36196521234103,0.989999999988689,3.9218156316097033,204.0,20.0,0.9715486044018945,1.2835529785149014e-05,2.895164066266776,0.9899999999890181,3.8182221560263536,4.361965212341033,0.98537871749142,-0.0027530540055310643,False,
A,5562,0.9319155643782193,483.4571957871391,0.4376939915224424,1.000000000000687,477.0,20.0,0.9673559042647963,0.15164796274062642,6.949901591034832,0.9899999999998488,7.89880746632709,7.457195787139085,0.323106375746549,-0.05760966846036138,False,
AAPL,1050,0.6501402777498847,287.95907963607317,0.9899999992581849,1.0000000002627871,226.0,20.0,0.8366581805032551,0.00014360836502524954,11.282205142348264,0.9899999996021446,5.437387225953394,62.95907963607317,0.959421430341332,-0.036974370666041,False,
AAPL,1309,2.3901461186820945,536.6220143888652,0.9899999999999614,3.239566300500866,485.0,20.0,0.9786629234463593,0.9799999999973541,8.894347247191883,0.010000000001388828,10.844756766731065,52.62201438886518,0.9611437037347887,-0.004871884919833463,False,
AAPL,1573,3.9826753667023893,549.9999999999865,0.9899999999998419,7.231523282723203,488.0,20.0,0.9707866935181683,0.0019065244788348812,0.1932629282471261,0.9899999999994556,7.230245761924365,62.99999999998647,0.9594151995584316,-0.003397436151444176,True,
AAPL,1873,1.8998222427020257,494.5000000000032,0.7925269018997187,6.800871085336551,495.0,20.0,0.9420235351952633,0.0024800149659205406,4.8304533175223305,0.7925269091838787,6.800869244784934,0.5000000000031832,1.154664000494584,-0.006528887804979433,False,
AAPL,2139,4.229146618793645,498.5000000000198,0.5280316889736074,3.4060122219601006,499.0,20.0,0.9272103808140663,0.4613340405968578,11.915435382446837,0.5280318746962644,3.40605632502682,0.5000000000197815,1.3870005031346413,-0.02772227912801796,False,
AAPL,2466,0.296131080032544,199.75493388882924,0.9899999999905875,9.237637133478731,193.0,20.0,0.9751215633051409,2.415601052518923e-11,2.0738008050335477,0.9899999999956217,10.697812313564423,7.7549338888292425,0.9797250648636123,-0.004325345642064383,False,
AAPL,2729,1.2501271680909287,517.9999999998508,0.9888042282046339,1.0000006508284425,456.0,20.0,0.9773129766078117,0.0010250423139877007,5.5749466072084,0.9899999999992662,6.569461152503266,62.99999999985084,0.9546737776763639,-0.010705879990364186,False,
AAPL,2982,1.117994874728566,485.5000000000049,0.9161266923094072,3.6047714797925936,486.0,20.0,0.949943958480945,0.07387281848032357,13.500147387571262,0.9899638114363367,14.762129357804733,0.5000000000048885,1.059859706227629,-0.002056116388794972,False,
AAPL,3749,0.5977395085184664,420.23169229824475,0.5240826374106278,9.001473146017602,407.0,20.0,0.9600854621490403,0.12480227681576983,0.5786335645960499,0.39962663373608964,8.424069409993516,14.231692298244752,0.28258245025479783,-0.03325396193097295,False,
AAPL,4519,0.544218129052262,404.5000000025514,0.8497079067048057,3.135797913830496,405.0,20.0,0.96483202691465,0.1377137214558315,9.390016981433474,0.8497119845299043,3.6267736819809313,0.5000000025514169,1.109794141438348,-0.0032587759954930875,False,
AAPL,5059,0.3549952916684987,341.99999999612044,0.9899999999986453,5.07972079613503,280.0,20.0,0.9697511601874664,0.5698527733533753,6.737355273807622,0.47377506971367594,8.24978825390701,62.99999999612044,0.9594151995542639,-0.0032369671960779064,False,
AAPL,5333,2.6534281724305617,512.9999999485944,0.9899999467804612,8.921453025610713,451.0,20.0,0.949727443887328,0.5407970001628077,10.666181568888366,0.8632665248044438,8.921405037178385,62.99999994859445,0.9594149880199654,-0.002797246907710027,False,
AAPL,5595,1.896759669574264,502.5000001287847,0.989999999999982,7.648651304391459,503.0,20.0,0.936306122094482,0.0016050351095761028,2.2966666393844477,0.989999999843442,5.9320935064699505,0.5000001287846771,1.0069555474631229,-0.0015148954401814053,False,
AAPL,6285,0.9180498761465703,521.0677537147516,0.8563888119198182,5.010512443164698,497.0,20.0,0.9129770107863299,0.3180583568032378,7.623377136823512,0.856388615446695,5.010512682712908,25.067753714751575,0.6296096450311676,-0.002930858743092739,False,
