date,share_in_drawdown,n_live
2000-01-03,0.05275779376498801,417.0
2000-01-04,0.05275779376498801,417.0
2000-01-05,0.05515587529976019,417.0
2000-01-06,0.06954436450839328,417.0
2000-01-07,0.12709832134292565,417.0
2000-01-10,0.15587529976019185,417.0
2000-01-11,0.1630695443645084,417.0
2000-01-12,0.17026378896882494,417.0
2000-01-13,0.20623501199040767,417.0
2000-01-14,0.2278177458033573,417.0
2000-01-18,0.2446043165467626,417.0
2000-01-19,0.2733812949640288,417.0
2000-01-20,0.2733812949640288,417.0
2000-01-21,0.2829736211031175,417.0
2000-01-24,0.290167865707434,417.0
2000-01-25,0.2997601918465228,417.0
2000-01-26,0.30455635491606714,417.0
2000-01-27,0.3069544364508393,417.0
2000-01-28,0.3069544364508393,417.0
2000-01-31,0.30935251798561153,417.0
2000-02-01,0.30935251798561153,417.0
2000-02-02,0.3117505995203837,417.0
2000-02-03,0.3117505995203837,417.0
2000-02-04,0.30935251798561153,417.0
2000-02-07,0.31414868105515587,417.0
2000-02-08,0.31414868105515587,417.0
2000-02-09,0.31414868105515587,417.0
2000-02-10,0.3213429256594724,417.0
2000-02-11,0.3237410071942446,417.0
2000-02-14,0.3237410071942446,417.0
2000-02-15,0.3237410071942446,417.0
2000-02-16,0.3261390887290168,417.0
2000-02-17,0.3261390887290168,417.0
2000-02-18,0.3261390887290168,417.0
2000-02-22,0.3261390887290168,417.0
2000-02-23,0.3237410071942446,417.0
2000-02-24,0.3213429256594724,417.0
2000-02-25,0.328537170263789,417.0
2000-02-28,0.3117505995203837,417.0
2000-02-29,0.31894484412470026,417.0
2000-03-01,0.31894484412470026,417.0
2000-03-02,0.31654676258992803,417.0
2000-03-03,0.31414868105515587,417.0
2000-03-06,0.3333333333333333,417.0
2000-03-07,0.33573141486810554,417.0
2000-03-08,0.302158273381295,417.0
2000-03-09,0.2853717026378897,417.0
2000-03-10,0.28776978417266186,417.0
2000-03-13,0.2829736211031175,417.0
2000-03-14,0.27817745803357313,417.0
2000-03-15,0.2589928057553957,417.0
2000-03-16,0.2565947242206235,417.0
2000-03-17,0.2565947242206235,417.0
2000-03-20,0.2565947242206235,417.0
2000-03-21,0.2589928057553957,417.0
2000-03-22,0.2685851318944844,417.0
2000-03-23,0.2805755395683453,417.0
2000-03-24,0.290167865707434,417.0
2000-03-27,0.29256594724220625,417.0
2000-03-28,0.2997601918465228,417.0
2000-03-29,0.30935251798561153,417.0
2000-03-30,0.3117505995203837,417.0
2000-03-31,0.31894484412470026,417.0
2000-04-03,0.3237410071942446,417.0
2000-04-04,0.31894484412470026,417.0
2000-04-05,0.31654676258992803,417.0
2000-04-06,0.31894484412470026,417.0
2000-04-07,0.3333333333333333,417.0
2000-04-10,0.33573141486810554,417.0
2000-04-11,0.3381294964028777,417.0
2000-04-12,0.34532374100719426,417.0
2000-04-13,0.3501199040767386,417.0
2000-04-14,0.3501199040767386,417.0
2000-04-17,0.328537170263789,417.0
2000-04-18,0.3237410071942446,417.0
2000-04-19,0.3237410071942446,417.0
2000-04-20,0.3237410071942446,417.0
2000-04-24,0.3261390887290168,417.0
2000-04-25,0.3261390887290168,417.0
2000-04-26,0.3261390887290168,417.0
2000-04-27,0.3261390887290168,417.0
2000-04-28,0.328537170263789,417.0
2000-05-01,0.33093525179856115,417.0
2000-05-02,0.33093525179856115,417.0
2000-05-03,0.3333333333333333,417.0
2000-05-04,0.3381294964028777,417.0
2000-05-05,0.3405275779376499,417.0
2000-05-08,0.3405275779376499,417.0
2000-05-09,0.34292565947242204,417.0
2000-05-10,0.34292565947242204,417.0
2000-05-11,0.3405275779376499,417.0
2000-05-12,0.3405275779376499,417.0
2000-05-15,0.34532374100719426,417.0
2000-05-16,0.35251798561151076,417.0
2000-05-17,0.35251798561151076,417.0
2000-05-18,0.35251798561151076,417.0
2000-05-19,0.35251798561151076,417.0
2000-05-22,0.3597122302158273,417.0
2000-05-23,0.35731414868105515,417.0
2000-05-24,0.354916067146283,417.0
2000-05-25,0.3501199040767386,417.0
2000-05-26,0.34532374100719426,417.0
2000-05-30,0.33093525179856115,417.0
2000-05-31,0.328537170263789,417.0
2000-06-01,0.328537170263789,417.0
2000-06-02,0.33093525179856115,417.0
2000-06-05,0.33093525179856115,417.0
2000-06-06,0.33093525179856115,417.0
2000-06-07,0.33093525179856115,417.0
2000-06-08,0.3333333333333333,417.0
2000-06-09,0.3333333333333333,417.0
2000-06-12,0.3333333333333333,417.0
2000-06-13,0.3333333333333333,417.0
2000-06-14,0.3333333333333333,417.0
2000-06-15,0.3333333333333333,417.0
2000-06-16,0.33573141486810554,417.0
2000-06-19,0.33573141486810554,417.0
2000-06-20,0.33573141486810554,417.0
2000-06-21,0.3405275779376499,417.0
2000-06-22,0.3381294964028777,417.0
2000-06-23,0.3381294964028777,417.0
2000-06-26,0.33573141486810554,417.0
2000-06-27,0.33573141486810554,417.0
2000-06-28,0.33573141486810554,417.0
2000-06-29,0.33573141486810554,417.0
2000-06-30,0.33573141486810554,417.0
2000-07-03,0.33573141486810554,417.0
2000-07-05,0.33573141486810554,417.0
2000-07-06,0.33573141486810554,417.0
2000-07-07,0.33573141486810554,417.0
2000-07-10,0.3333333333333333,417.0
2000-07-11,0.33573141486810554,417.0
2000-07-12,0.3405275779376499,417.0
2000-07-13,0.34292565947242204,417.0
2000-07-14,0.34532374100719426,417.0
2000-07-17,0.34532374100719426,417.0
2000-07-18,0.3501199040767386,417.0
2000-07-19,0.3501199040767386,417.0
2000-07-20,0.3501199040767386,417.0
2000-07-21,0.34772182254196643,417.0
2000-07-24,0.34532374100719426,417.0
2000-07-25,0.34532374100719426,417.0
2000-07-26,0.34532374100719426,417.0
2000-07-27,0.34532374100719426,417.0
2000-07-28,0.34532374100719426,417.0
2000-07-31,0.3405275779376499,417.0
2000-08-01,0.3405275779376499,417.0
2000-08-02,0.3405275779376499,417.0
2000-08-03,0.3405275779376499,417.0
2000-08-04,0.3381294964028777,417.0
2000-08-07,0.3333333333333333,417.0
2000-08-08,0.33573141486810554,417.0
2000-08-09,0.33573141486810554,417.0
2000-08-10,0.33573141486810554,417.0
2000-08-11,0.33573141486810554,417.0
2000-08-14,0.3381294964028777,417.0
2000-08-15,0.33573141486810554,417.0
2000-08-16,0.33573141486810554,417.0
2000-08-17,0.33573141486810554,417.0
2000-08-18,0.33573141486810554,417.0
2000-08-21,0.3381294964028777,417.0
2000-08-22,0.3381294964028777,417.0
2000-08-23,0.3381294964028777,417.0
2000-08-24,0.3381294964028777,417.0
2000-08-25,0.3381294964028777,417.0
2000-08-28,0.34532374100719426,417.0
2000-08-29,0.34772182254196643,417.0
2000-08-30,0.34772182254196643,417.0
2000-08-31,0.35251798561151076,417.0
2000-09-01,0.3597122302158273,417.0
2000-09-05,0.36211031175059955,417.0
2000-09-06,0.3645083932853717,417.0
2000-09-07,0.3669064748201439,417.0
2000-09-08,0.36930455635491605,417.0
2000-09-11,0.37889688249400477,417.0
2000-09-12,0.381294964028777,417.0
2000-09-13,0.381294964028777,417.0
2000-09-14,0.38609112709832133,417.0
2000-09-15,0.38609112709832133,417.0
2000-09-18,0.38609112709832133,417.0
2000-09-19,0.38609112709832133,417.0
2000-09-20,0.38848920863309355,417.0
2000-09-21,0.38369304556354916,417.0
2000-09-22,0.37889688249400477,417.0
2000-09-25,0.37889688249400477,417.0
2000-09-26,0.37410071942446044,417.0
2000-09-27,0.36930455635491605,417.0
2000-09-28,0.37170263788968827,417.0
2000-09-29,0.37410071942446044,417.0
2000-10-02,0.38369304556354916,417.0
2000-10-03,0.38609112709832133,417.0
2000-10-04,0.38609112709832133,417.0
2000-10-05,0.38848920863309355,417.0
2000-10-06,0.38609112709832133,417.0
