persona,scenario,seed,policy,mcr_0.05,band_mas,turnover,cost_paid,return_pct,mdd_pct,coverage_0.05
ISFJ,flat,0,L5_full,0.13996337564726452,0.0021356080557987833,0.3592498135724923,1.7962490678624616,5.19765366920395,-1.4860454174158488,0.245
ISFJ,flat,0,L5_price_only,0.13455209236058074,0.003192418883030263,0.4070081853515223,2.0350409267576115,6.243786017180475,-3.301397343585699,0.245
ISFJ,flat,0,always_hold,0.07923219516405698,0.0,0.0,0.0,3.65862533479262,-3.055177583911328,0.245
ISFJ,flat,0,constant_mix,0.0998342963628275,0.0,0.08029089402335471,0.4014544701167736,3.6922771301655333,-2.57018783469537,0.245
ISFJ,flat,0,v_oracle,0.7000000000000001,0.7,0.8,4.0,18.24580942329348,-12.309343548548203,0.245
ISFJ,flat,0,mandate_conditional_oracle,0.003943361351415083,0.0021162931768109934,0.228827618563286,1.14413809281643,5.556488710197671,-3.826915234576367,0.245
ISFJ,flat,1,L5_full,0.0031646597351811545,0.0011071794316838753,1.697796997370082,8.488984986850408,8.579737915126472,-27.21026308340342,0.885
ISFJ,flat,1,L5_price_only,0.0025528654214004493,0.0011148686764831579,1.6984059083734482,8.492029541867241,8.65340298802646,-27.210263083259324,0.885
ISFJ,flat,1,always_hold,0.16365168117124154,0.0016363584939535038,0.0,0.0,-1.6508772713502928,-14.644212900358422,0.885
ISFJ,flat,1,constant_mix,0.10028277505214869,0.0,1.2777980114332217,6.388990057166108,7.341574525351691,-18.570341856825245,0.885
ISFJ,flat,1,v_oracle,0.7000000000000001,0.63,0.8,4.0,-4.31919643527997,-71.41849896031583,0.885
ISFJ,flat,1,mandate_conditional_oracle,0.0025528654214004493,0.0011148686764831579,1.6984059083734482,8.492029541867241,8.65340298802646,-27.210263083259324,0.885
ISFJ,flat,2,L5_full,0.013238546394216089,0.001843830831964014,0.3067736335936572,1.5338681679682862,8.534862678747523,-4.998688204490653,1.0
ISFJ,flat,2,L5_price_only,0.013238546394216089,0.001843830831964014,0.3067736335936572,1.5338681679682862,8.534862678747523,-4.998688204490653,1.0
ISFJ,flat,2,always_hold,0.08479686435596667,0.0,0.0,0.0,5.366547292858637,-4.1815481784431725,1.0
ISFJ,flat,2,constant_mix,0.0986785380648918,0.0,0.16574987971634425,0.8287493985817213,5.5184617735038355,-4.127399063406989,1.0
ISFJ,flat,2,v_oracle,0.7,0.7,0.8,4.0,26.782003369707464,-19.520176316430305,1.0
ISFJ,flat,2,mandate_conditional_oracle,0.003748184620435354,0.0021833757513365156,0.31882316608172123,1.594115830408606,8.088471664164953,-6.1963907938519025,1.0
ISFJ,flat,3,L5_full,0.01287975523790756,0.001702597539765513,0.21722238594754473,1.0861119297377233,-8.255579449848538,-11.03534626600544,1.0
ISFJ,flat,3,L5_price_only,0.013900798953693488,0.001792624154203234,0.2171230467372604,1.085615233686302,-8.23993012724884,-11.039462757914166,1.0
ISFJ,flat,3,always_hold,0.12792766886655177,0.0,0.0,0.0,-5.398842109013513,-6.577300659471641,1.0
ISFJ,flat,3,constant_mix,0.10060690766201447,0.0,0.12073808415229749,0.6036904207614875,-5.648916615897925,-7.442619121761496,1.0
ISFJ,flat,3,v_oracle,0.7,0.7,0.8,4.0,-27.02341286084954,-32.886503297358146,1.0
ISFJ,flat,3,mandate_conditional_oracle,0.0032088452802508795,0.001336647220518316,0.24610671083040161,1.230533554152008,-8.491537011909568,-10.979884927089644,1.0
ISFJ,flat,4,L5_full,0.04224783763164603,0.002321336489297542,0.7251925069626664,3.6259625348133318,8.809583320861346,-4.235642083789748,0.67
ISFJ,flat,4,L5_price_only,0.04998165615849001,0.001772404137999728,1.1668186884653033,5.834093442326517,9.661789628363525,-4.239425908272798,0.67
ISFJ,flat,4,always_hold,0.14078717530253101,0.00036681098841833044,0.0,0.0,7.375479183500078,-8.802819153318586,0.67
ISFJ,flat,4,constant_mix,0.10048749471951944,0.0,0.2500594416788018,1.250297208394009,7.681976208601071,-6.045525553191878,0.67
ISFJ,flat,4,v_oracle,0.23432835820895517,0.29200000000000004,2.3701752045991578,11.850876022995788,16.969006699685796,-10.254895433791821,0.67
ISFJ,flat,4,mandate_conditional_oracle,0.003224052304705019,0.002132690711094808,0.684466837359726,3.42233418679863,7.513413546591652,-3.299731063025546,0.67
ISFJ,flat,5,L5_full,0.01593306163362094,0.0016434238993423128,0.2157541085140678,1.0787705425703389,11.83407186693759,-2.421937930894502,0.74
ISFJ,flat,5,L5_price_only,0.025899684724445433,0.0026474784465384494,0.6663627541326093,3.3318137706630466,13.44156895152575,-1.7815168175760676,0.74
ISFJ,flat,5,always_hold,0.0697717214631006,0.0,0.0,0.0,8.53495090866161,-2.0281693639050635,0.74
ISFJ,flat,5,constant_mix,0.09971052346748861,0.0,0.05373510923736689,0.2686755461868345,7.60345658191699,-1.671660964470767,0.74
ISFJ,flat,5,v_oracle,0.7000000000000002,0.7,0.8,4.0,42.61768464149076,-7.96279650063052,0.74
ISFJ,flat,5,mandate_conditional_oracle,0.002921716158269451,0.001817945601693523,0.22836832430311452,1.1418416215155724,11.629804395635613,-2.421937930894502,0.74
ISFJ,flat,6,L5_full,0.014180728204128646,0.0023754975873719487,0.2529054786030335,1.2645273930151675,8.517268019487867,-5.736207230624791,0.97
ISFJ,flat,6,L5_price_only,0.014180728204128646,0.0023754975873719487,0.2529054786030335,1.2645273930151675,8.517268019487867,-5.736207230624791,0.97
ISFJ,flat,6,always_hold,0.09189596914088022,0.0,0.0,0.0,5.739345521142836,-4.020018200075026,0.97
