cond,i,M,S,R,s_ma,rho,beta,gpath,e0_p,e0_coef,e0_ok,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject,t_e1
M3_S10_R1_sma0.03_rho0.0_beta0.05,0,3,10,1,0.03,0.0,0.05,0.04,1.2389817967335823e-10,0.04343382564581866,True,0.0020686518471883866,0.04171968825163306,0.013544496291551895,True,True,0.0009241165032144775,8.257566836915938e-05,0.0001827684193663425,0.0009920329611138535,0.04171968825163211,0.01362117316430616,0.06331089400334168,True,True,0.5,0.2155555555555555,0.7067222222222223,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,1,3,10,1,0.03,0.0,0.05,0.04,1.5737066828939953e-07,0.04373572317898042,True,0.00014633958696497087,0.039174381599323835,0.01031664893195893,True,True,0.0007875178226311371,0.0030310754283499317,8.089808551481869e-05,0.002423965336809035,0.03917438159932353,0.012462569576371886,0.06334715314452266,True,True,0.3133333333333333,0.037555555555555536,0.5912777777777777,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,2,3,10,1,0.03,0.0,0.05,0.04,0.00034464720121332027,0.03321804441034971,True,0.19700924511006535,0.04126018489581197,0.03198168214821091,True,True,0.0008404838704851928,6.990559685967394e-08,0.0014501936024951076,0.0014892407850969178,0.04126018489580803,-0.00600436534623088,0.10420623196110282,False,True,0.38222222222222224,0.10000000000000003,0.6311666666666667,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,3,3,10,1,0.03,0.0,0.05,0.04,1.0339298646161214e-21,0.0662899841833001,True,0.012081976790414218,0.06587553821307744,0.026247943629797158,True,True,0.0008523810961729552,0.0019608655732225705,0.0009481937075722533,0.001306969302072348,0.0658755382130785,0.018371217699411108,0.11291670047698592,True,True,0.5666666666666667,0.32211111111111107,0.7822777777777776,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,4,3,10,1,0.03,0.0,0.05,0.04,4.225524396941799e-18,0.065879841438673,True,7.67949962931776e-08,0.06846796222753405,0.012739407882842823,True,True,0.0009250921094250761,0.0034660112323347705,0.00015092955886564788,0.001968221633014995,0.06846796222753387,0.03904113728825624,0.09163816142401206,True,True,0.4977777777777778,0.23549999999999996,0.7511666666666665,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,5,3,10,1,0.03,0.0,0.05,0.04,0.12573102839744127,0.0110731225985593,True,0.30730495816468395,0.01035432021948319,0.010142411020322005,True,True,0.0009625224836245555,0.012932081417995843,5.805050359526904e-05,0.000928381735210752,0.010354320219483227,-0.019209022198211908,0.0399827337437896,False,False,0.04444444444444445,-0.2645555555555556,0.3578333333333333,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,6,3,10,1,0.03,0.0,0.05,0.04,1.4082810675143799e-08,0.046803886055830926,True,0.22715863588551344,0.04147302170561402,0.03434020117929577,True,True,0.0009621342284273401,0.015438400191109649,0.0016726607027091863,0.0013063659850420643,0.04147302170561444,-0.020941911853133825,0.11004754571405638,False,True,0.1333333333333333,-0.17783333333333337,0.41333333333333333,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,7,3,10,1,0.03,0.0,0.05,0.04,0.00021497329258439202,0.027692773568276634,True,0.17166139829857674,0.03189335138943384,0.023332873401893977,True,True,0.0009698857438797453,0.0009050957458851181,0.0007196458973952665,0.0016086147104954654,0.03189335138943603,0.003091893369956581,0.06368304064723541,True,True,0.2866666666666666,-0.0022777777777777354,0.569,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,8,3,10,1,0.03,0.0,0.05,0.04,3.829292799596382e-05,0.02720754764727552,True,0.007065553554031202,0.024216064306974275,0.008989760008447856,True,True,0.0007778911169383828,0.00036859754356628917,4.3434565820395194e-05,0.0009899771679846851,0.02421606430697417,0.008125974162513313,0.041574738155974345,True,False,0.26,-0.017777777777777726,0.5177777777777777,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,9,3,10,1,0.03,0.0,0.05,0.04,1.1203768954484515e-12,0.05221096225186874,True,0.013488467032145924,0.04790812531064393,0.019391251549636924,True,True,0.0009122379498158029,0.0005592729208241589,0.00047280716001036797,0.0015521753483157131,0.04790812531064458,0.03060523526252005,0.0697442621831252,True,True,0.45333333333333337,0.17988888888888888,0.6844444444444444,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,10,3,10,1,0.03,0.0,0.05,0.04,1.0975375566751334e-17,0.06292800155707044,True,9.356808947737595e-10,0.05855412587291592,0.009567648277001394,False,True,0.0008761798758351318,5.779931981719139e-06,4.969185274509871e-05,0.0009181540770466143,0.05855412587291629,0.03696561572939704,0.08088207861157679,True,True,0.6844444444444444,0.45999999999999996,0.8777777777777778,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,11,3,10,1,0.03,0.0,0.05,0.04,1.8852962601840986e-18,0.06923524728289797,True,5.503407572271944e-06,0.07834269813226746,0.017238553190694065,True,True,0.0008931285814759466,0.0005479716627468819,0.00035643871601499707,0.0015434502716572052,0.07834269813226903,0.0537313539757516,0.09948264054856941,True,False,0.72,0.5177777777777777,0.8777777777777778,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,12,3,10,1,0.03,0.0,0.05,0.04,1.6397579824937084e-10,0.03991171387721515,True,0.0008103872001163412,0.03442972903131898,0.010279917244485619,True,True,0.0008527521465153392,0.00016540704819678254,7.323983317867545e-05,0.0008316576079774192,0.03442972903131899,0.011651303401151952,0.054371121838044455,True,True,0.4466666666666667,0.18222222222222223,0.7088888888888889,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,13,3,10,1,0.03,0.0,0.05,0.04,3.0875378072408695e-10,0.05344167357920433,True,0.0008525592276620904,0.06015267618203575,0.018036017767554667,True,True,0.0009051013949896023,0.0009455019694292463,0.000397436765868363,0.0026565494541638214,0.06015267618203601,0.01691582199137533,0.09916006685147148,True,True,0.5777777777777777,0.32433333333333336,0.7911666666666666,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,14,3,10,1,0.03,0.0,0.05,0.04,1.0748628950197209e-16,0.052294446580820275,True,4.479553848515889e-16,0.05797769309648527,0.007135857179001333,True,True,0.0007595050099907912,0.0020000365853521033,4.3018551958091035e-07,0.0013678848116578694,0.05797769309648649,0.03984184637544668,0.0781778910519366,True,True,0.4666666666666666,0.19777777777777783,0.7,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,15,3,10,1,0.03,0.0,0.05,0.04,1.915688700342583e-17,0.06309928934743597,True,0.0027836970897354416,0.05387747580581629,0.018015209438541787,True,True,0.0008809767330036366,0.007248908031115172,0.0003987239833714102,0.001736277702763894,0.05387747580581594,0.01770919254534471,0.09533556621925962,True,True,0.3155555555555556,0.03327777777777783,0.5824444444444442,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,16,3,10,1,0.03,0.0,0.05,0.04,1.25985859975267e-19,0.07124325782342668,True,0.019619840787736754,0.06851414760236595,0.029360610236698524,True,True,0.0008697171061606962,0.0007781135570237163,0.0012060964395910617,0.0016318923648491164,0.06851414760237041,0.012486028650294946,0.11474269284480626,True,True,0.5444444444444445,0.29777777777777775,0.7577777777777779,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,17,3,10,1,0.03,0.0,0.05,0.04,5.577764657154283e-16,0.052525754323254244,True,3.266620602875095e-05,0.042934746559420124,0.01033567085613712,True,True,0.0008197462153787821,0.0001745370693868664,7.826451653172385e-05,0.0006677150592238441,0.04293474655941987,0.016085583585355813,0.07260060086492263,True,True,0.6244444444444444,0.35777777777777775,0.8445,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,18,3,10,1,0.03,0.0,0.05,0.04,9.665283905210064e-14,0.06860151851150131,True,5.4994799373228664e-05,0.07405132280496904,0.018359902325422072,True,True,0.0007982753233741737,2.878913524872301e-09,0.00042580148776111737,0.0031052164653354204,0.0740513228049645,0.03469511018390489,0.1139803138609661,True,True,0.5755555555555556,0.3532222222222222,0.7777777777777777,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,19,3,10,1,0.03,0.0,0.05,0.04,2.1988387642499675e-06,0.03407916583796688,True,0.010883522744484671,0.02555303544428093,0.010034899967004672,True,True,0.0007706942344981743,0.0004129176618122384,7.397940257186802e-05,0.0014807219859538834,0.025553035444280853,0.0016278345288528128,0.04586500543519979,True,False,0.26666666666666666,-0.04222222222222222,0.5422222222222222,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,20,3,10,1,0.03,0.0,0.05,0.04,1.67820198912543e-10,0.059404247036878376,True,2.5234254427348814e-10,0.05965359611182492,0.009430587998529489,True,True,0.0009394257534979613,0.0013274173211583005,3.946140964721514e-05,0.0035144124631666575,0.059653596111824664,0.033085543634584644,0.08183740644466775,True,True,0.5222222222222221,0.2755,0.7466666666666666,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,21,3,10,1,0.03,0.0,0.05,0.04,4.169351466677526e-15,0.062134149278200566,True,9.674997051704193e-10,0.056557536943575376,0.009249465652485895,True,True,0.0008882117892396539,0.0010893175121007564,3.95077433608099e-05,0.0013809869529252466,0.05655753694357536,0.02726086555516124,0.08604772328905001,True,True,0.54,0.28872222222222227,0.775611111111111,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,22,3,10,1,0.03,0.0,0.05,0.04,2.8919196719991624e-17,0.06314792369073136,True,2.946462892467141e-06,0.0610369537710824,0.013057382037939214,True,True,0.0008943388729819353,7.916759830302627e-06,0.00016630895122884867,0.001422204858392442,0.061036953771081516,0.01483492575463367,0.09862042907754531,True,True,0.7377777777777779,0.528888888888889,0.8956111111111111,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,23,3,10,1,0.03,0.0,0.05,0.04,1.5997072168672622e-18,0.07017584608586908,True,1.6359283451956215e-06,0.07163981408644121,0.014944040432115294,True,True,0.000979035026232346,0.0004944166893825159,0.0002370830140318141,0.0011763331189644953,0.07163981408644192,0.05881547100095997,0.08719658077197423,True,False,0.5955555555555556,0.3443333333333334,0.8022777777777776,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,24,3,10,1,0.03,0.0,0.05,0.04,1.523752481685059e-15,0.050885598721473385,True,0.00018290606485988248,0.043592670010804684,0.011651039453111767,True,True,0.0008659850935493285,0.0010108388490511814,0.0001170215711520199,0.0012144254495361178,0.04359267001080468,0.020483704926266822,0.0751197135555101,True,True,0.3666666666666667,0.0955,0.6267222222222222,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,25,3,10,1,0.03,0.0,0.05,0.04,8.474228077640819e-12,0.04909774393177141,True,8.102098095896964e-11,0.05246301051598619,0.00807285605530142,True,True,0.0008249578804094526,0.00027711313567519975,1.5260719293480436e-05,0.0011842047470224082,0.052463010515986515,0.03737728731921594,0.06880068303628217,True,True,0.5666666666666667,0.30438888888888893,0.8044444444444445,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,26,3,10,1,0.03,0.0,0.05,0.04,3.4357623459739055e-08,0.04283343765836791,True,0.0007927498450743315,0.0424476113570818,0.012650861599654535,True,True,0.0007788879635590864,0.0005058704393757887,0.0001621776524645127,0.0018582000917810844,0.04244761135708233,0.01852719993808514,0.061643412045771395,True,True,0.45999999999999996,0.2043333333333333,0.7044999999999999,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,27,3,10,1,0.03,0.0,0.05,0.04,2.235272699292758e-09,0.058243114461605,True,0.003316597868412469,0.06754624850126686,0.02300025521760216,True,True,0.0009016803413587314,0.0020746282192097487,0.0007033495759763093,0.0017684382372804201,0.06754624850126294,0.03260486007437235,0.10286704661724878,True,True,0.5177777777777777,0.26438888888888895,0.749,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,28,3,10,1,0.03,0.0,0.05,0.04,3.465614129575224e-16,0.05973363363386855,True,0.0034237121112384726,0.05055007944472218,0.01727092553684213,True,True,0.0008274103208437113,9.732880424126633e-10,0.00036468627126433415,0.001206495309729806,0.050550079444721556,0.01978311685614746,0.07660687352201666,True,True,0.5555555555555556,0.31311111111111106,0.788888888888889,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.05,29,3,10,1,0.03,0.0,0.05,0.04,3.858289997593691e-18,0.0713976832555771,True,9.460681449395062e-25,0.07951184525420309,0.007740928798679939,False,True,0.0006995285828448199,5.109336379651061e-05,1.9930109714866e-05,0.0014987419522619785,0.07951184525420293,0.0584853234758631,0.10132370552338711,True,False,0.6733333333333333,0.46444444444444444,0.8533333333333333,True,0.0
