cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M3_S5_R1_sma0.0_rho0.0_beta0.0,0,3,5,1,0.0,0.0,0.0,0.6907603471585821,-0.002729451197573539,True,3.647165298461914,0.49742213254096324,-0.006518379541643272,0.009606316258054875,False,True,0.0006879156406633263,0.000822571175889086,8.388399419880583e-07,5.4291733929902874e-05,0.13031983375549316,-0.00651837954164335,-0.03314574690624614,0.014369391642976105,False,True,-0.0755555555555556,-0.4846666666666667,0.35111111111111115,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,1,3,5,1,0.0,0.0,0.0,0.3363796003599475,-0.007476649224295862,True,3.5675454139709473,0.692999881392276,-0.0053413160350249695,0.013529605116321194,False,True,0.0009518698823165917,0.000344625811072015,8.420134544205737e-05,3.7400041218297006e-05,0.14835715293884277,-0.005341316035024841,-0.045834312984742026,0.026335626522310415,False,True,-0.048888888888888926,-0.47577777777777774,0.3955555555555556,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,2,3,5,1,0.0,0.0,0.0,0.5051382778160314,-0.005192277414665012,True,3.547619581222534,0.7475184904254346,0.004386572902525029,0.013626572558772863,False,True,0.0009139505544976661,0.0011640192325144609,9.5735108649718e-05,4.407076221653753e-05,0.13430094718933105,0.004386572902525034,-0.025668631286676468,0.035925445924656435,False,True,0.048888888888888926,-0.36000000000000004,0.4577777777777778,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,3,3,5,1,0.0,0.0,0.0,0.9379327631598208,0.0006794200235441601,True,3.585310935974121,0.7311385986383374,-0.007000763543142934,0.020374076221704056,True,True,0.0011188263359297745,0.0007064042797090521,0.0003988892056457509,4.119745617295883e-06,0.12476491928100586,-0.007000763543142723,-0.04282776410398617,0.02489394651565798,False,True,-0.12000000000000005,-0.5555555555555556,0.3155555555555556,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,4,3,5,1,0.0,0.0,0.0,0.3029919779694368,-0.007887346268666435,True,3.564647912979126,0.1467227882440558,-0.01582265604776623,0.010903115806369863,True,True,0.0008817794386926654,0.001666396527643581,1.9610136921360183e-06,1.484040651211337e-05,0.08778047561645508,-0.015822656047766243,-0.04159291537870274,0.020556795088984958,False,True,-0.23555555555555552,-0.6622222222222223,0.17333333333333334,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,5,3,5,1,0.0,0.0,0.0,0.6630260073850809,0.00341028866372717,True,3.6839256286621094,0.7000836338984266,-0.00906996919515137,0.023545666955879865,False,True,0.0009130695188283679,0.0027313367175111,0.0006489837448301401,7.867777066438793e-06,0.1252453327178955,-0.009069969195150903,-0.05331425999486109,0.030889873693585392,False,True,-0.06666666666666665,-0.4935555555555555,0.3515555555555552,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,6,3,5,1,0.0,0.0,0.0,0.4546588615130721,0.006037405810617458,True,0.09140181541442871,0.8874372097886796,0.0015997546613214656,0.011301869645812194,False,True,0.0009545721596944563,0.0008482448648663318,6.839542975065627e-07,3.526147226607929e-05,0.10867452621459961,0.001599754661321511,-0.019797984932175727,0.026417858176295696,False,True,0.0222222222222222,-0.41333333333333333,0.4491111111111109,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,7,3,5,1,0.0,0.0,0.0,0.08982603897652527,0.011502794300399933,True,0.0696711540222168,0.4956521842434526,0.014474479517082788,0.021243929115613992,False,True,0.000706799334133318,0.003367961077761431,0.0005355969195771878,1.4900281306542098e-05,0.11694717407226562,0.014474479517082865,-0.00965018349473096,0.03547741982733562,False,True,0.14666666666666667,-0.298,0.52,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,8,3,5,1,0.0,0.0,0.0,0.15582137542523794,-0.010508523133149799,True,0.14315176010131836,0.29257658338254244,-0.025115272596883464,0.023862806869918866,True,True,0.0007959293346529283,0.0020774901116541278,0.000694964460635975,2.3522798120501235e-06,0.13639140129089355,-0.025115272596882045,-0.0534577378960406,0.006957759327342651,False,True,-0.19999999999999996,-0.6002222222222223,0.22666666666666663,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,9,3,5,1,0.0,0.0,0.0,0.5632258698486086,-0.0046384670247976495,True,0.08764338493347168,0.991879723871169,-0.00011679908189067408,0.011476281581216923,False,True,0.0009195717475677246,0.00046978412351528134,1.3643208883523974e-05,4.985956633524098e-05,0.12365460395812988,-0.00011679908189087355,-0.029791886434476802,0.025655059695150643,False,True,-0.048888888888888926,-0.4755555555555555,0.3868888888888887,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,10,3,5,1,0.0,0.0,0.0,0.5317059254856795,-0.005081184600838699,True,0.09402585029602051,0.38024598632505957,-0.011188154856785489,0.012750860152903302,False,True,0.0009514524322881573,0.0010025993710760731,5.358616550071472e-05,3.0785507830277156e-05,0.11478853225708008,-0.011188154856785619,-0.05276397899491443,0.02415908578013047,False,True,-0.11111111111111116,-0.5113333333333333,0.3422222222222222,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,11,3,5,1,0.0,0.0,0.0,0.4287379263107569,0.0066242351867711975,True,0.05353260040283203,0.19510352101947948,0.015387604925998707,0.011876556794859586,False,True,0.0009826979842040432,0.0019070313390531907,1.5039305111480932e-05,4.083350358680058e-05,0.11776614189147949,0.01538760492599888,-0.024063912144178513,0.04150580685081073,False,True,0.2711111111111111,-0.1644444444444444,0.6711111111111112,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,12,3,5,1,0.0,0.0,0.0,0.866213225170628,0.001364315990604702,True,0.1514568328857422,0.8622003022574246,0.0044384106243804365,0.025570717835326093,True,True,0.0009881503906520755,0.0029465059375554177,0.0007831623377903685,6.306428305043833e-06,0.10625267028808594,0.004438410624380847,-0.017123379400473253,0.02900635251455022,False,True,0.048888888888888926,-0.3866666666666667,0.48444444444444446,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,13,3,5,1,0.0,0.0,0.0,0.5436620410987522,-0.004869849050827578,True,0.1488800048828125,0.7970121518748969,-0.0028175396562550993,0.010953989409475649,True,True,0.0008997955692277341,0.010242783783550456,2.5712128808883976e-08,4.0039122783089964e-05,0.11028814315795898,-0.002817539656255207,-0.03505187510371848,0.02692814268842682,False,True,-0.040000000000000036,-0.4488888888888889,0.3866666666666667,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,14,3,5,1,0.0,0.0,0.0,0.046612102305798694,0.014708415428229742,True,0.06814980506896973,0.27311919699444354,0.018437303590667743,0.016823775090795964,False,True,0.0008335378332861056,0.000565547792000974,0.00025785154580130765,4.598212356830414e-06,0.12424325942993164,0.018437303590667697,-0.016961850665791336,0.04848537437102272,False,True,0.2711111111111111,-0.12000000000000005,0.6711111111111112,False
M3_S5_R1_sma0.0_rho0.0_beta0.0,15,3,5,1,0.0,0.0,0.0,0.8292820648399067,0.00163131645423138,True,0.05917000770568848,0.5993169976666972,0.0077167880907320465,0.014687929944496282,True,True,0.0008547101242611963,0.002867291881145734,0.0001526609042294074,3.517883170811548e-05,0.15366506576538086,0.007716788090732255,-0.03327709011338747,0.03727755595216652,False,True,0.19999999999999996,-0.24444444444444446,0.6444444444444444,False
