cond,i,M,S,R,s_ma,rho,beta,shared,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e1b_p,e1b_coef,e1b_se,e1b_converged,e1b_ok,e1b_method,e1b_llf_gap,t_e1b,e1a_p,e1a_coef,e1a_se,e1a_converged,e1a_ok,e1a_method,e1a_llf_gap,e1a_vc_model,e1a_vc_path,e1a_vc_persona_path,t_e1a,e2_est,e2_lo,e2_hi,e2_reject,e2_covers
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,0,6,19,1,0.03,0.0,0.0,True,0.9053293527541693,0.0036520937550415184,0.03070745079745676,True,True,0.002613621683462642,0.0021171278020554493,0.002691283567461749,0.0010346158003582513,6.369951248168945,0.9053293527541693,0.0036520937550415184,0.03070745079745676,True,True,lbfgs,-1.867974151537055e-05,2.549339771270752,0.906221687317303,0.003652093754941038,0.031001018290768855,True,True,lbfgs,-0.0087208012262181,0.005421050450088358,7.24919827506319e-05,0.0009581111470208405,4.267907381057739,0.003652093755043897,-0.05500616188902101,0.0535566219237448,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,1,6,19,1,0.03,0.0,0.0,True,0.20298206165522348,-0.01349390114680019,0.01059923516652822,True,True,0.002191131414935621,0.0018519472157652497,0.00022170865229686565,0.0011115580014392343,6.3075597286224365,0.20295730572287274,-0.013493901146800524,0.010598654274108783,True,True,powell,3.395184648979921e-07,3.1247451305389404,0.2402503244798918,-0.013493901146793951,0.011490416720611235,True,True,powell,7.646564017704804e-05,0.0004786301536827608,5.079235591994209e-14,0.0009331146270460762,5.20816969871521,-0.013493901146800238,-0.031175526427059334,0.005818541585046221,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,2,6,19,1,0.03,0.0,0.0,True,0.5198018934243652,0.00760144725150228,0.011809893065035078,True,True,0.002433051463430865,0.002914548564484001,0.0002903653824421117,0.0013492854182322136,6.444576263427734,0.5196693936455641,0.0076014472515013075,0.011806145729261757,True,True,powell,3.6778706089535262e-06,3.054567575454712,0.5517840266558202,0.007601447251505327,0.012773632384085468,True,True,lbfgs,-1.4328100860439008e-05,0.0006198927647904364,9.040092832096607e-05,0.000991978577727671,4.017395973205566,0.00760144725150199,-0.01506603790378768,0.030789837840511845,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,3,6,19,1,0.03,0.0,0.0,True,0.7866912283976266,-0.004275386347103886,0.015799087098220563,True,True,0.0021659312185005114,0.003851110588647049,0.0006348370794904278,0.00127864586545568,6.545660018920898,0.7866912283976266,-0.004275386347103886,0.015799087098220563,True,True,lbfgs,-1.631183477002196e-05,2.3731753826141357,0.7921402796041932,-0.0042753863470979215,0.016223382326596467,True,True,powell,0.0009613474194338778,0.0013043192361729366,6.065522831682791e-14,0.0008132961771180364,7.259092092514038,-0.0042753863471045464,-0.03288659387559097,0.027709122645324772,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,4,6,19,1,0.03,0.0,0.0,True,0.6544704572741991,0.0046454233094849855,0.010379432293110393,True,True,0.002542995265068105,0.005197807177184925,0.00018935598812557297,0.0008937314939828129,6.923695087432861,0.6544704572741991,0.0046454233094849855,0.010379432293110393,True,True,lbfgs,-1.4674506019218825e-06,2.445319414138794,0.6546922339927688,0.004645423309495751,0.01038656185756773,True,True,powell,5.763445187767502e-08,0.0004205955036799273,1.737609031307759e-13,0.0006615388889274552,4.015399217605591,0.004645423309484936,-0.01367401835638135,0.0218372202634075,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,5,6,19,1,0.03,0.0,0.0,True,0.7366280593388634,-0.004830890973462151,0.014363886186948997,True,True,0.002587786736336704,0.00047406891603648003,0.0004827643772624156,0.0006787628981192203,6.904339790344238,0.7366280593388634,-0.004830890973462151,0.014363886186948997,True,True,lbfgs,-0.006612539409616147,3.1552581787109375,0.7371485109291891,-0.00483089097345198,0.014393422805546454,True,True,lbfgs,-1.3263320397527423e-07,0.0010081164663356572,6.733885666872878e-05,0.0006195977102189587,3.974708318710327,-0.004830890973461263,-0.02961209534797816,0.023090769566297468,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,6,6,19,1,0.03,0.0,0.0,True,0.6035773090610834,0.008929284817670694,0.01719607168646841,True,True,0.002627041288541478,0.0019456467499468597,0.0007488493133627106,0.001147397061572467,6.178103923797607,0.6034236667654642,0.008929284817670838,0.017188777053698874,True,True,powell,6.795235094614327e-06,3.059844493865967,0.6002009430037272,0.008929284817604308,0.017036992427514237,True,True,lbfgs,-0.00011426753280829871,0.0015411290073871664,2.2154847790077014e-06,0.0005766719237476937,4.634655952453613,0.008929284817670769,-0.024935399449054877,0.03750529058065347,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,7,6,19,1,0.03,0.0,0.0,True,0.10700274092289247,-0.01716294810711975,0.010648228498871655,True,True,0.0021025070078954603,0.0026543780461639305,0.00022949604691910512,0.0011908103815071016,0.842646598815918,0.10700274092289247,-0.01716294810711975,0.010648228498871655,True,True,lbfgs,-4.8652705118001904e-06,1.7395594120025635,0.12272503149431059,-0.01716294810711645,0.011119961191730582,True,True,lbfgs,-0.000414392804941599,0.0004934015342177201,1.2933588484389784e-05,0.0007190849410322416,4.165985822677612,-0.017162948107119914,-0.036934247554955425,0.0017472843365651648,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,8,6,19,1,0.03,0.0,0.0,True,0.8658193062143263,0.003931965589972591,0.02327003613840413,True,True,0.0030281897910000117,0.0011020119448690339,0.0014651053355952506,0.0009477447677878714,0.7625815868377686,0.8658193062143263,0.003931965589972591,0.02327003613840413,True,True,lbfgs,-0.000939173527967796,2.3345305919647217,0.8668433955856149,0.003931965589979188,0.02345070916124451,True,True,lbfgs,-1.894874230856658e-06,0.002979967934418882,0.00016477996191433097,0.0007912811459179853,3.8430192470550537,0.003931965589967309,-0.03876003271675585,0.045517113233233535,False,True
M6_S19_R1_sma0.03_rho0.0_beta0.0_shared,9,6,19,1,0.03,0.0,0.0,True,0.6602824487830294,-0.008035154953598364,0.01828152480447177,True,True,0.003035196555478564,0.002318670627174713,0.0008428952603989545,0.0009744385308116543,0.8080508708953857,0.6602824487830294,-0.008035154953598364,0.01828152480447177,True,True,lbfgs,-1.4408583410840947e-06,2.4785871505737305,0.6627942883238069,-0.008035154953590943,0.01842678221328665,True,True,lbfgs,-2.9177484293541056e-05,0.0017319089232991558,6.696199041677635e-05,0.0008417797310281935,3.880218267440796,-0.00803515495359928,-0.04304031615002887,0.02357893533501184,False,True
