cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M6_S10_R1_sma0.0_rho0.0_beta0.0,0,6,10,1,0.0,0.0,0.0,0.2946215213416674,-0.00390863351060192,True,5.984492540359497,0.9535952059698203,-0.0003102690660440018,0.0053317604826901835,False,True,0.0008407010325981444,0.0011602196795558746,1.2129062745145437e-06,2.3766617198676653e-05,0.6946132183074951,-0.00031026906604416624,-0.0171170676717516,0.015768417354404467,False,True,-0.0427777777777778,-0.2594722222222222,0.17061111111111107,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,1,6,10,1,0.0,0.0,0.0,0.8457585761714532,-0.0007603416128557727,True,5.836481332778931,0.7606777050634682,-0.0030041301638882166,0.009862834250164059,True,True,0.0009186423956842951,0.002416860442296033,0.00019996225877019454,2.4333826539975245e-05,0.6485717296600342,-0.00300413016388743,-0.02118492599674007,0.017158481184171976,False,True,0.006666666666666654,-0.19505555555555557,0.20556944444444442,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,2,6,10,1,0.0,0.0,0.0,0.8728329344505972,0.0006345335915921091,True,6.184199571609497,0.3670193679422843,0.005031215389488883,0.00557740759633879,False,True,0.0009329631954194672,0.0005247769294793266,2.610694514747622e-08,2.0716484616117187e-05,0.7209773063659668,0.005031215389488946,-0.01391209871981298,0.02141393615778888,False,True,0.07111111111111112,-0.13391666666666666,0.2822638888888888,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,3,6,10,1,0.0,0.0,0.0,0.9656473904081772,-0.0001742299684646534,True,5.843417644500732,0.6375643845511674,-0.0026864768593085403,0.005702478040750576,False,True,0.0009460369789153085,0.0008568745690108656,2.9510695241984547e-06,2.3550985550759953e-05,0.6585683822631836,-0.0026864768593085108,-0.023850052066872757,0.013918909303618847,False,True,-0.01944444444444443,-0.23508333333333337,0.18777777777777782,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,4,6,10,1,0.0,0.0,0.0,0.5266606554299871,0.002530325736188908,True,6.0752716064453125,0.5442237347485444,0.006710640037345893,0.011065659795250099,False,True,0.0009496961638697369,0.0006160503674037838,0.0002723768637256805,4.741442237751477e-06,0.7620313167572021,0.00671064003734573,-0.0100252732811373,0.025159729712375584,False,True,0.15277777777777773,-0.06113888888888889,0.35058333333333325,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,5,6,10,1,0.0,0.0,0.0,0.5005965266004935,0.0024565972576514267,True,5.801218271255493,0.4554015885473399,0.004688686788738513,0.006281397041298386,False,True,0.0007821923589252869,0.001609685519758395,4.0148610478765856e-05,1.4600787492001697e-05,0.9211862087249756,0.004688686788738274,-0.017186087378267975,0.023787485425093145,False,True,0.05944444444444441,-0.14834722222222227,0.27501388888888884,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,6,6,10,1,0.0,0.0,0.0,0.04665279392001306,-0.0074948885343818295,True,0.41961121559143066,0.4881324391142947,-0.006063586848184204,0.008746202338090592,False,True,0.0008213717032760847,0.0009910142666324805,0.0001473509956888522,8.902805699865661e-06,0.7352128028869629,-0.006063586848184399,-0.026074108503588957,0.0169902504203447,False,True,-0.07944444444444443,-0.28780555555555554,0.12113888888888887,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,7,6,10,1,0.0,0.0,0.0,0.7131956722153313,-0.0014110806465257317,True,0.4341166019439697,0.9028545308135961,-0.0018835604564713718,0.015431914694388248,True,True,0.0008887884602576236,0.001950886831455471,0.0006255531273788383,3.4497591523596926e-06,0.7785289287567139,-0.0018835604564723168,-0.01977474956639667,0.016524880281177295,False,True,-0.040000000000000036,-0.24291666666666664,0.1716944444444444,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,8,6,10,1,0.0,0.0,0.0,0.6761053163156847,-0.0016339338255336364,True,0.5611085891723633,0.959438474761468,-0.0002807170451659881,0.005519597110143136,True,True,0.0009139784988470045,0.0029268524764863957,6.8902038671430884e-12,1.4304772413695215e-05,0.43921518325805664,-0.00028071704516603876,-0.016452077229075476,0.015563903918537332,False,True,-0.0005555555555555869,-0.20780555555555555,0.20172222222222216,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,9,6,10,1,0.0,0.0,0.0,0.4886113706164502,-0.002758425578981143,True,0.36284708976745605,0.8865026413845226,0.00080869863734024,0.0056658938712324716,True,True,0.0009423313390022766,0.001162435177060668,2.0739261799830867e-06,4.191220339075348e-06,0.687361478805542,0.0008086986373401819,-0.01587923857733178,0.018218593564932287,False,True,0.05333333333333329,-0.15288888888888885,0.26836111111111105,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,10,6,10,1,0.0,0.0,0.0,0.28247369905582,-0.004160128333207281,True,0.5813286304473877,0.2354363035017727,-0.0069065381549997685,0.005821075701001775,True,True,0.0008893395273236008,0.0010503467161031373,1.2720814218020689e-05,1.887639111217894e-05,0.6066484451293945,-0.006906538154999889,-0.029654439305701615,0.013325198209754046,False,True,-0.11777777777777776,-0.32005555555555554,0.08620833333333322,False
M6_S10_R1_sma0.0_rho0.0_beta0.0,11,6,10,1,0.0,0.0,0.0,0.5363967615316111,0.002412011224049833,True,0.2063608169555664,0.9629308952055553,-0.0002590469308587942,0.005573783428487409,True,True,0.0009088822647666749,0.0061892959273816975,2.3129586463790356e-06,2.345255010039767e-05,0.875774621963501,-0.0002590469308588865,-0.014098805967564507,0.014679537390408242,False,True,-0.004999999999999949,-0.21286111111111106,0.19729166666666656,False
