i,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path
0,2.0931606388333216e-07,0.06154644945760084,0.011856677979022543,True,True,0.0009329065548860944,0.000374265100747135,0.000796839548445287,0.0017698489308844343
1,3.608503701061223e-06,0.06181707198753854,0.013343510859212366,True,True,0.0009565813528284008,0.002225279642275094,0.0010204666246580668,0.0015233549879430746
2,1.2446856525060723e-07,0.062351004522761544,0.01179369369743019,True,True,0.0009140821502233181,0.001757467364389495,0.0007888431586617005,0.0017926796307659084
3,0.0007680299130719264,0.04530079979160028,0.013466082695548734,True,True,0.0009067827356635126,0.0009375969778336025,0.0010426731621972142,0.0018068654300046985
4,0.00046535833088467483,0.03827385717840768,0.010935567070573244,True,True,0.0009363942679981638,0.0014086482370291138,0.0006707000495301069,0.0013064807748562647
5,0.000508191301943679,0.05765260937112188,0.01658399157566259,True,True,0.0008779416914512148,0.0030248054509625735,0.0016062755749174287,0.0016838437426543724
6,5.075956725507485e-05,0.054587377412610175,0.013471373627196309,True,True,0.0009034348848523702,0.0017403558270085273,0.0010436957001785307,0.0013072624483717933
7,1.4563211787491452e-08,0.0466085604192226,0.008225091192482777,True,True,0.0008888371490406278,0.0024039227214743696,0.00036147089329594554,0.0016836988677781564
8,1.2020207319649658e-09,0.08311165568770229,0.013669738776719263,True,True,0.0008773814247936237,0.00023695621575395826,0.0010773014781027585,0.0010152149440326524
9,0.009723040064183334,0.042717742647313754,0.016521873894668467,True,True,0.000875520393679,0.001034087373167196,0.0015940578822635457,0.0018860847757219616
10,0.00014849511194836446,0.039869183508583615,0.010509666320174032,True,True,0.0009194742826239447,0.0019571846911169612,0.0006167448028371778,0.0022282911330921335
11,1.9545151032234494e-11,0.04709618355288021,0.00701945267038494,True,True,0.000894413123842801,0.002245779107736685,0.0002509156385585032,0.0011690969623362347
12,1.6090552460775153e-05,0.05414925135019188,0.01255429871261229,True,True,0.0008675979358942674,0.0017193118092908247,0.0009022826001982324,0.001301810785352068
13,1.1257633279052696e-05,0.06014933384763659,0.013696792899231697,True,True,0.0008814277193540315,0.0014913491960392535,0.0010815414283791825,0.0013862881087091995
14,8.715239539653495e-05,0.05834447861862235,0.014869269254178242,True,True,0.000907175312627681,0.001240923150021979,0.0012812122432876972,0.001589588642586157
15,4.737505500236208e-07,0.049940780699453555,0.009915476232545434,True,True,0.0009388397486229827,0.002285770552433469,0.0005429580260779475,0.0017296047421773517
16,3.760102885293229e-06,0.055466357431315234,0.011994748350607516,True,True,0.000910372186553994,0.002562797576655241,0.0008177253186386399,0.0018423440610972112
17,0.11496110674157367,0.0253155938537475,0.016060332659883863,True,True,0.00089629762899701,0.0029972485122984937,0.0015027908294270823,0.0013622620914183364
18,1.5480754580244846e-12,0.06585893000259901,0.009315116984130649,True,True,0.0008742307322193912,0.003252858969909018,0.00047691688995726443,0.0014863336024186836
19,0.019130582161022053,0.037415305893197526,0.01596913330973749,True,True,0.0008823772437736421,0.0023770395495973937,0.0014859604497965472,0.0014034750036509033
20,4.5916801770043605e-05,0.053949470802430864,0.013237529777585166,True,True,0.0008466916113927675,0.001465702303464576,0.0010090585871048686,0.0016234315488261651
21,0.0007480087855434495,0.048172745078961104,0.014288860929853835,True,True,0.0009215471559491087,0.0010267845708508592,0.0011789519222385645,0.0009419537989641631
22,0.08280216291892536,0.027981164963305848,0.016130692292252433,True,True,0.000881935447397908,0.0007178672756612987,0.0015170986305941818,0.0016353389248091026
23,1.772725119640995e-11,0.06410485136106332,0.009534285872438852,True,True,0.000930295938342439,0.006685147729780102,0.0004989008456671734,0.002122655729415501
24,0.0002419571813686694,0.06390814821071954,0.017410694692395284,True,True,0.0008893989023317748,0.005235370274500565,0.0017743237929142288,0.0014869501032839898
25,0.00010174774398467197,0.05109553085147407,0.013147312958523597,True,True,0.0009004571780676199,0.0031339513603346413,0.000992088169272797,0.0016284305397182572
26,1.7814514663898917e-07,0.05460829806874142,0.010459742781595352,True,True,0.0008800160801248366,0.002889399190350955,0.0006124365103366334,0.001385520201627059
27,2.073578761691025e-07,0.045203731919643164,0.008705384438901316,True,True,0.0008864924922647206,0.0019010485043212085,0.00041037768476114315,0.001795878937622264
28,8.378996932908364e-09,0.06490460059769358,0.011266885793396747,True,True,0.0008844707791013145,0.0015919229373529949,0.0007174327539336533,0.0007682652510782523
29,4.6377999385701487e-14,0.0759398835911327,0.010069293314185527,True,True,0.000915182231877099,0.0011637839550530992,0.0005625848954887822,0.0013535903779685104
30,1.7417957635966563e-06,0.051200528228175626,0.010708532325139181,True,True,0.0009023218158737869,0.0032351135256225775,0.000642919896557655,0.0016589888547848318
31,5.307501632297756e-07,0.06107181211346455,0.012178194603954274,True,True,0.0008844645022493497,0.001160972332671352,0.000845627317758239,0.0016149711878257508
32,5.466846172499068e-11,0.0690271493426721,0.010526229035724316,True,True,0.0008994436641644093,0.0014843783941739432,0.000619836803066882,0.001284381696259656
33,2.909678612475101e-08,0.05564047360199388,0.010031118869343814,True,True,0.0008993441424150504,0.0018799531130903725,0.0005587728675047398,0.0011975674979668547
34,4.597976196057806e-08,0.054797702261663146,0.010024834244238303,True,True,0.0009038846617860605,0.0027877101852104,0.0005577895766574288,0.0016221904511691298
35,0.0009460240047808725,0.04721341904117506,0.014280674492926904,True,True,0.0009166627306892761,0.00141777811301616,0.0011777928473032094,0.0012582599960022144
36,1.0204163045336605e-08,0.0549647105441166,0.009596967262488326,True,True,0.0009259709197662803,0.0021535936381466064,0.0005063121378353111,0.0014352617232164496
37,2.5310969827923494e-09,0.07093239509863615,0.011902534577865142,True,True,0.0009059071923571904,0.0007337497028638159,0.0008047266166457674,0.0019926864758703987
38,7.163591046184271e-07,0.06970708853623642,0.014062707636955331,True,True,0.0009375200671387146,0.0023719505366217508,0.0011396824731378318,0.0013785738922562024
39,4.993429399524772e-06,0.05728565185869753,0.012548708392213778,True,True,0.0008736620232101703,0.003270355871048583,0.0009011373927164075,0.00131636442490993
40,1.8808597431566445e-11,0.0674486810951508,0.010044502595993229,True,True,0.0008982025906994049,0.002914607587270358,0.0005604420648705501,0.001458206148143946
41,4.282101848727613e-06,0.06028459798903979,0.013113334476621606,True,True,0.0009032515428406638,0.0014635014251295258,0.0009865946694325846,0.0019575896205354724
42,0.3706525363106983,0.018674197488846658,0.020859158181672933,True,True,0.0008582833041638794,0.0007098771596050194,0.002567712715077271,0.0014771646262605278
43,0.0006661433471376655,0.03492487827655346,0.010262522971597635,True,True,0.0009340009015711562,0.0016794883441671692,0.0005852162213768926,0.001979906226160454
44,0.0006586058329814038,0.03387976739596999,0.009946338530805886,True,True,0.0009217189107549087,0.003453215599793619,0.0005474919554785399,0.0015378868296332673
45,1.3969862535402166e-07,0.06556713199736744,0.012451872873383032,True,True,0.0009240177801526898,0.0026406426818882645,0.0008840939393216916,0.0014395531759460397
46,5.868325325022645e-06,0.055362867388704516,0.012218473856027767,True,True,0.0009058624667844772,0.002240904981837998,0.0008504534968833423,0.0015345664748050226
47,8.831682010198419e-05,0.050619121497607666,0.012910957628733902,True,True,0.0009238760087678875,0.003787340775874445,0.000953963160907331,0.0012154148267513366
48,0.00023338929810811556,0.047399047389364485,0.012880770225335644,True,True,0.0008886236329162559,0.0013224137507881404,0.0009510542679414531,0.0012830669996119252
49,9.436907848935526e-07,0.058402468676536146,0.011911503011871636,True,True,0.000928984146776881,0.0026741505078740025,0.000804854216672138,0.0016940178657323473
50,0.002642852278764658,0.05154173464132473,0.017143507407367645,True,True,0.0009206229370812492,0.004078936626133374,0.0017173679305049138,0.0015975803674316157
51,5.795144943095735e-06,0.030527389951654757,0.006733395805192599,True,True,0.000888652896112418,0.0034854329671758113,0.00022759906961071396,0.0012235367928981338
52,8.743972976704769e-06,0.03837456535012464,0.008631045309225658,True,True,0.0008978189134005684,0.0023908152245783686,0.00040207871310939277,0.002497540423294738
53,1.2036637635332805e-06,0.04985352065530741,0.010268419438732792,True,True,0.0008962350151121136,0.006870284633629988,0.0005878308758628501,0.0019814829916522335
54,5.0106683522302334e-08,0.04840278101971855,0.008879726607042013,True,True,0.0008915365708962626,0.0020474444087167,0.000428520439150014,0.0013351563276019027
55,4.370303699124585e-08,0.06964353209815669,0.012719827067277433,True,True,0.000923457492968146,0.002619951586458174,0.0009245911290802195,0.0010921712179243165
56,1.1959444175598586e-06,0.06132500467269721,0.012627905951693217,True,True,0.0009330183277205913,0.0029889721252035826,0.0009101331359627924,0.0010324505490088777
57,1.6397960172344433e-06,0.06340636869191084,0.013227853119000006,True,True,0.0009179141084365394,0.0045497811805186306,0.0010039608834051068,0.0022500743139813283
58,0.021729329595943828,0.030904333132729507,0.013465551826292938,True,True,0.0009081123103625924,0.0017257449906827123,0.0010425209004014883,0.0019931217839184827
59,1.567871809954138e-18,0.052763255375548185,0.006006269534951358,True,True,0.0009683616060047001,0.0027152415077602047,0.00016803356205867735,0.0011955896956008405
60,7.368042591840662e-05,0.04992818235607178,0.012595159123110362,True,True,0.000914118316375958,0.0030352534305861587,0.0009061222842000903,0.0014617362343892074
61,3.1810381363351205e-08,0.06394431919601923,0.011560724355008788,True,True,0.0009087240457911545,0.004350339031361892,0.000756465883385445,0.0016263542393779784
62,0.006507902340265818,0.03276789113922236,0.012042462387448943,True,True,0.0008783243595002002,0.001988052919957495,0.0008262091841437693,0.001580018060207711
63,0.01662758140929644,0.029466081478790786,0.012303983225723255,True,True,0.0008725214868097086,0.001986663495650119,0.000864701944972694,0.0019230472740176714
64,1.669236005191227e-10,0.07242889156092946,0.01133641689627938,True,True,0.0008781480888026978,0.003956886660254607,0.0007271786838374576,0.0022572701065467706
65,2.620472667753236e-05,0.059018439822864546,0.014038087035149678,True,True,0.0008850923104145482,0.005483127280040026,0.0011381527101177933,0.0020827215899374995
66,0.0013423143570213437,0.057687580963924324,0.017989276320414308,True,True,0.0009088074143981091,0.002198446011985531,0.001896244004474301,0.0015859441484637545
67,1.3513488142136824e-06,0.06630535643701393,0.01372199544886917,True,True,0.0008721423820504304,0.005919943210583009,0.0010861518354900513,0.001192421774406841
68,9.776960271139027e-07,0.05287763702576771,0.010800004803356775,True,True,0.0009157992039131264,0.0026258292368552694,0.0006540506623195264,0.0008742252783021588
69,1.0080934195597921e-14,0.062237110095015945,0.008042808208448583,True,True,0.0008851988191662323,0.0012786396816135187,0.00034386064230901905,0.002450103478845401
70,7.669393245998308e-07,0.048027731778641454,0.009715137802921357,True,True,0.0009211422716115887,0.005928797945999743,0.0005202463015979139,0.0010689237413584341
71,0.0010219029257895077,0.03568504183914632,0.010864924559983715,True,True,0.0008957673235207012,0.001421733290514866,0.0006634911479889001,0.0013433925269620368
72,0.0006441112087417483,0.04440574872326792,0.013013338575275995,True,True,0.0009134307569718241,0.004605542697990652,0.000970410347400026,0.0018244521990538646
73,0.0002671482855919079,0.04469192454978221,0.012260370859841753,True,True,0.0008999281595491708,0.0018278605526387318,0.0008569037537477381,0.0016506522271087206
74,3.4795696756376014e-06,0.05348830096749428,0.011526984322242282,True,True,0.0009147376228731336,0.00121132843601162,0.0007514913242476407,0.0015135693096957007
75,0.0014677844776864607,0.04527775588835886,0.01423390752127964,True,True,0.0008787543658955371,0.001619798480301405,0.001171687021651248,0.0031356866948825507
76,0.005442268596553051,0.04352130776994618,0.015657291733981768,True,True,0.000914053351632577,0.0009759407281816796,0.00142520203907628,0.0010561354424815227
77,1.2137907715774969e-08,0.06971997575173089,0.01223634507629577,True,True,0.0009014012720663015,0.0031659830542840406,0.0008532987813538136,0.0015515638955226644
78,7.908289780737921e-06,0.06007880144081875,0.01344751210962403,True,True,0.0009020105273714895,0.005053606125370561,0.0010399129652624885,0.0013367427279932878
79,0.000388280354963436,0.04654952339667674,0.0131202146394616,True,True,0.000916623633324158,0.002151216278811365,0.0009870090114471812,0.001337654504153834
80,4.56507328706448e-06,0.054006414358657065,0.011781907849558014,True,True,0.000894451938072599,0.0013865191968870515,0.0007881575185492744,0.001245455616618337
81,7.276673469604592e-05,0.05149180824450086,0.012979863091910963,True,True,0.0008827392965575937,0.003217770313635191,0.0009667241104805512,0.001989203485617186
82,0.004315752336531229,0.050279880191866536,0.01761665534526238,True,True,0.0009342862964025523,0.0015443311942594988,0.0018153649585021113,0.00131702756184795
83,4.296028965062905e-05,0.04690948399037546,0.01146663771133541,True,True,0.0009379015149734837,0.001772877144974995,0.0007420076066694452,0.0014496068333494491
84,0.004523701195095955,0.033749296436552764,0.011887205112259706,True,True,0.0009293227249537824,0.0038221524123418144,0.0008013677360380452,0.0014977685048841469
85,0.000290809485875783,0.05984115010199007,0.016515411129212964,True,True,0.0009201929821942468,0.0005895645271473295,0.001590543179492178,0.001775717911961563
86,5.075415678535432e-09,0.07084628249436711,0.012121497998248824,True,True,0.0008471550979009919,0.0014341690073286881,0.0008392265274341828,0.001169752881405214
87,1.4380073279902843e-06,0.05575316672144066,0.011567855196980892,True,True,0.0009089563048376117,0.004093067119397404,0.0007574438279080361,0.001191515951139651
88,2.001607350905118e-14,0.06730328268711014,0.008797211234155432,True,True,0.0009190154751514549,0.00528537901096148,0.00041839477923252783,0.002501161368939967
89,0.0037947822426653726,0.047646607845531395,0.016459745287683507,True,True,0.0009251992614600429,0.0032890262745042848,0.0015792793265395999,0.0013273558156011445
90,0.013598148176082778,0.03302035117079387,0.013380984020435853,True,True,0.0008999092606864212,0.0020859625103571864,0.0010293089370967156,0.0016052716298527012
91,0.0005802837767632373,0.04938407517916231,0.014353055854104417,True,True,0.0008988076666399343,0.003179896561195412,0.0011911208907742115,0.001422907433785945
92,0.00010538614454941206,0.04181094071077378,0.010782006178808617,True,True,0.0009137896275717366,0.002816302893157453,0.0006518204620606712,0.0009208607160414359
93,4.422523027191867e-06,0.06104422757685032,0.013298038798951571,True,True,0.0009119514531237674,0.002220865965952751,0.0010154294427344528,0.0015622835386836496
94,0.009335833632774446,0.030155185983532486,0.011600357278272414,True,True,0.0008838715582019128,0.0013556685409676348,0.0007632161559912367,0.002040874913787447
95,1.4292156214146175e-05,0.062936516711215,0.014503760069842686,True,True,0.0008733104202698855,0.0024330833581280714,0.0012184888159680954,0.002058192537190126
96,2.126344631000174e-05,0.06236100082906691,0.014669057638919524,True,True,0.0008942778899097106,0.0012036594057691164,0.0012463736175883499,0.0018113665016991493
