cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M6_S10_R1_sma0.03_rho0.0_beta0.05,0,6,10,1,0.03,0.0,0.05,5.7445859141604435e-28,0.04948045482290338,True,26.629519939422607,0.0037346403681420594,0.04628772007696339,0.015962675705540063,True,True,0.0009289781114486011,0.0034074787103560837,0.0006715232358958324,7.809475096962157e-06,0.9516570568084717,0.04628772007696117,0.013653866937579891,0.07883180793577153,True,True,0.36388888888888893,0.15999999999999998,0.55175,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,1,6,10,1,0.03,0.0,0.05,4.5396790074470435e-23,0.04122055920201316,True,25.708835124969482,0.0021003972362056388,0.04103153011078379,0.013340739175914915,True,True,0.0008565273013371572,0.0029047247661848057,0.000448273235145649,1.999360416335085e-06,1.2112479209899902,0.04103153011078141,0.016450172458369463,0.06524073399237229,True,True,0.3405555555555555,0.13884722222222218,0.5255555555555556,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,2,6,10,1,0.03,0.0,0.05,1.7517121663593997e-44,0.05677364887179275,True,26.540188312530518,7.595075159578822e-07,0.05093950575411829,0.010300184153252958,True,True,0.0008778444894760961,0.00025881067526064617,0.0002304969318251873,4.3415639588669015e-07,1.7288458347320557,0.05093950575412161,0.02729238130814164,0.07658981689846828,True,True,0.6694444444444445,0.5182916666666666,0.8022222222222222,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,3,6,10,1,0.03,0.0,0.05,3.2563492618500622e-24,0.048366843939303954,True,25.662994623184204,0.02823483724487125,0.04605397840811896,0.020990798223760567,True,True,0.0008919069045459445,0.0014258380199205522,0.0012326501397572377,9.286080808811297e-07,2.154418468475342,0.04605397840811707,0.012807905195084993,0.07703283146579323,True,True,0.3933333333333333,0.20220833333333335,0.5739027777777778,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,4,6,10,1,0.03,0.0,0.05,1.6498804930363004e-69,0.06921322290099309,True,25.68453550338745,1.8010981906719637e-10,0.06790862435205361,0.01064831058391422,True,True,0.0008193981003533931,0.0016106250699901134,0.00025821974483915044,1.0881198013820911e-05,0.8859884738922119,0.06790862435205046,0.044070103846979215,0.09610355774646515,True,True,0.6322222222222222,0.47383333333333333,0.7666805555555555,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,5,6,10,1,0.03,0.0,0.05,1.6682687979599869e-25,0.05064185075388462,True,25.80762004852295,0.048179842728994476,0.05601462271457623,0.028350655708107998,True,True,0.0008439239349997434,0.003285798440890383,0.0023268866437385037,4.4951491541255084e-05,1.184952974319458,0.056014622714554804,0.023467679517808114,0.09203989811040068,True,True,0.33055555555555555,0.12663888888888894,0.5144444444444445,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,6,6,10,1,0.03,0.0,0.05,1.7959989554594257e-20,0.03800739689827184,True,0.6137747764587402,0.002375109342978313,0.035459972816605005,0.011669014703956745,True,True,0.0008761569191007339,0.0009998152739764793,0.00032088202057340873,1.9972787805719052e-06,0.8016221523284912,0.035459972816604554,0.007494596714203419,0.06030218297770438,True,True,0.37777777777777777,0.18386111111111117,0.5527916666666667,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,7,6,10,1,0.03,0.0,0.05,6.355261621885893e-21,0.03910735919208341,True,2.0878970623016357,0.0006757961112045229,0.03802154442471563,0.011185390241416664,True,True,0.0009067471299500956,0.002791210544017957,0.0002846641515633443,1.9405532317089327e-06,1.0581796169281006,0.03802154442471627,0.014300999133944626,0.05853993852548885,True,True,0.36388888888888893,0.14497222222222225,0.5466805555555555,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,8,6,10,1,0.03,0.0,0.05,3.734941887159916e-41,0.056122790965997656,True,1.2601723670959473,9.187610593096861e-05,0.05430338339790955,0.013884421521722597,True,True,0.0008907015217319436,0.00267045226557406,0.0004892613308054459,1.046763325764573e-05,1.3438174724578857,0.05430338339791265,0.03057986503287042,0.0786802244189552,True,True,0.4472222222222222,0.2527638888888889,0.623361111111111,True
M6_S10_R1_sma0.03_rho0.0_beta0.05,9,6,10,1,0.03,0.0,0.05,2.0764142068770816e-43,0.05896454077731203,True,1.747220754623413,5.126563188685657e-05,0.05925120965676132,0.014630720204367308,True,True,0.0008548932165952345,0.0016378963993991778,0.0005566845994359421,1.4140608534915213e-06,1.7510871887207031,0.05925120965676231,0.024712865245138445,0.09175548260098466,True,True,0.5305555555555554,0.3455416666666667,0.6794722222222223,True
