cond,i,M,S,R,s_ma,rho,beta,gpath,e0_p,e0_coef,e0_ok,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject,t_e1
M3_S10_R1_sma0.03_rho0.0_beta0.0,0,3,10,1,0.03,0.0,0.0,0.04,0.29210409041514307,0.009405255072907412,True,0.18050947023753894,0.018892573495363912,0.01410748390790117,True,True,0.0009208696299606215,0.0027452689685004104,0.00020644469032147491,0.0022315714118955657,0.018892573495363992,-0.01076516552552855,0.05406051697402847,False,True,0.1355555555555556,-0.17116666666666672,0.40449999999999997,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,1,3,10,1,0.03,0.0,0.0,0.04,0.7447477991120928,-0.002218916372095821,True,0.39331002997359144,-0.007319002525586665,0.008573975274932834,True,True,0.0008633348575200219,0.000514752380149551,2.3936092270736122e-05,0.001125549526300102,-0.007319002525586522,-0.03721802715850608,0.02271401226471392,False,True,-0.0733333333333333,-0.37116666666666664,0.2400555555555555,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,2,3,10,1,0.03,0.0,0.0,0.04,0.1349129880538586,0.009345558030197364,True,0.11486263634730583,0.017369120081042175,0.011016063632786741,True,True,0.0008179006988375479,0.0008999726012218279,0.00010024041705865695,0.000997654352304547,0.017369120081042206,-0.005697846940892123,0.044372373422871175,False,True,0.16666666666666669,-0.12000000000000005,0.4511111111111111,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,3,3,10,1,0.03,0.0,0.0,0.04,0.7792885244983504,0.001981460027843767,True,0.5734460020373822,0.005929663666155757,0.01053256773663457,True,True,0.0008439427702584059,0.0077260374528671585,8.200819766435161e-05,0.00199487627902628,0.0059296636661558344,-0.008988891443674003,0.020936301964353577,False,True,0.017777777777777726,-0.2957222222222222,0.3179444444444443,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,4,3,10,1,0.03,0.0,0.0,0.04,0.4802513622820852,0.006674536112249016,True,0.9857491724081238,-0.00031592356783223367,0.01768719274153841,True,True,0.0009842435091832876,0.004840838230182854,0.0003708308296961717,0.0014647071043952166,-0.00031592356783204285,-0.04215112740903428,0.04042623063413026,False,True,0.013333333333333364,-0.29777777777777775,0.32,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,5,3,10,1,0.03,0.0,0.0,0.04,0.07071366655778404,0.013648865382767019,True,0.6134867401640789,0.008000808804852575,0.01583996600267671,True,True,0.0008947108964556659,0.0007231631906163698,0.0002868856948033628,0.0009859425399244522,0.008000808804852013,-0.014770847581970817,0.031477024060633726,False,True,0.13777777777777778,-0.15338888888888888,0.43999999999999995,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,6,3,10,1,0.03,0.0,0.0,0.04,5.722941194294788e-05,-0.024628791078406854,True,0.0013439580974822741,-0.029910486524459618,0.009328300532020098,True,True,0.0010151419358351418,0.00188588890108381,2.9011592640014473e-05,0.00021122376334797364,-0.02991048652445948,-0.05063550923848602,-0.006807370139062049,True,False,-0.3733333333333333,-0.6422222222222222,-0.07777777777777772,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,7,3,10,1,0.03,0.0,0.0,0.04,0.007816916813761898,-0.01903856405297157,True,0.18126286836539562,-0.020286373308014045,0.015174452825541591,False,True,0.0007230181757747576,1.1255313599954168e-06,0.00027309421025439504,0.0006971680944397032,-0.020286373308012848,-0.055891505543699406,0.017944351897953285,False,True,-0.29555555555555557,-0.5712777777777778,-0.013277777777777857,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,8,3,10,1,0.03,0.0,0.0,0.04,0.857935355685394,-0.0016567426684204532,True,0.5665636459405419,-0.0069726057292403745,0.01216605478015134,True,True,0.0008116909238912891,0.0011615258593263601,0.00014085024098133646,0.0029536845996455756,-0.0069726057292405965,-0.02764811347252393,0.017924133364497198,False,True,-0.04222222222222222,-0.33111111111111113,0.24888888888888894,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,9,3,10,1,0.03,0.0,0.0,0.04,0.04263506400849965,0.01337660348470824,True,0.35021575620091494,0.011236515685302602,0.01202833011791351,True,True,0.0008021708390838378,0.0018744214042128182,0.00013680400422987578,0.0014349611538539825,0.011236515685302668,-0.0063101595797529315,0.027536040970460654,False,True,0.12000000000000005,-0.17788888888888893,0.41122222222222216,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,10,3,10,1,0.03,0.0,0.0,0.04,0.09608647948721767,-0.0156964302127506,True,0.9240785347551076,-0.0035104896118502166,0.03683716687070997,True,True,0.0009372873036926329,3.419413185638805e-10,0.0019417365642218232,0.0011000070834262874,-0.003510489611854717,-0.07242539034005525,0.0839864361703871,False,True,-0.08000000000000002,-0.38227777777777777,0.20444444444444443,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,11,3,10,1,0.03,0.0,0.0,0.04,0.5033494478429985,0.004503951978903505,True,0.7427618707743933,0.006380336159467836,0.019440501973390045,True,True,0.0009204950871875708,0.0012241369192961835,0.00047485016674730387,0.0013113077551180315,0.006380336159467933,-0.03576346169307695,0.05573645301820748,False,True,0.006666666666666654,-0.28894444444444445,0.31777777777777777,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,12,3,10,1,0.03,0.0,0.0,0.04,0.5985557625604465,-0.0041506442422151665,True,0.9278598978970334,-0.002460361163041663,0.027174976130824126,True,True,0.0009522718392076855,2.864661683562769e-05,0.0010124918076455146,0.001044727615390668,-0.0024603611630393952,-0.04172189281975418,0.0385447230513679,False,True,0.011111111111111072,-0.2844444444444445,0.3157222222222221,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,13,3,10,1,0.03,0.0,0.0,0.04,0.0021991084937747814,-0.02182806782928428,True,0.08441496051355729,-0.027735442563651777,0.0160726971840294,True,True,0.0009700079983390949,0.0023291311599647996,0.0002904965923203516,0.0009482529314531758,-0.027735442563652308,-0.05982299095623991,0.005284770640687111,False,True,-0.2888888888888889,-0.548888888888889,0.0,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,14,3,10,1,0.03,0.0,0.0,0.04,0.05056659818956122,0.01182678892841552,True,0.16020625614769135,0.014947765967559217,0.010643689760354968,True,True,0.00093880466003643,0.006310122025662139,7.605173156838417e-05,0.0009244113847226726,0.014947765967559172,-0.01281179897558981,0.0403615791568123,False,True,0.10888888888888887,-0.17788888888888893,0.38227777777777777,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,15,3,10,1,0.03,0.0,0.0,0.04,4.622599041465729e-07,-0.034793748290235335,True,0.037384047680151695,-0.037805649054205276,0.018162301877402528,True,True,0.0009975049764989355,0.001034499819449976,0.0003950533165789606,0.0006873554505188221,-0.037805649054205165,-0.07433198617875439,-0.0012987757419651847,True,False,-0.45555555555555555,-0.7022777777777779,-0.20661111111111122,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,16,3,10,1,0.03,0.0,0.0,0.04,0.10917700038448999,-0.01119694818592611,True,0.3195522739739819,-0.014459107176856504,0.014526242076454322,True,True,0.0008295305040586421,1.65003506605341e-05,0.00023356451288976035,0.0011388379681155185,-0.01445910717685664,-0.06316483161941436,0.023082236682373247,False,True,-0.2177777777777778,-0.5044444444444445,0.05783333333333327,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,17,3,10,1,0.03,0.0,0.0,0.04,0.733081104361472,0.0033415550036416364,True,0.9146292135269687,-0.0013807525192205095,0.01287998721128836,True,True,0.0009691260477687271,0.003954328176454011,0.00015192850106755232,0.0020313308799196376,-0.0013807525192206184,-0.030470920525136187,0.02187062934805939,False,True,-0.02888888888888891,-0.3267777777777778,0.2667222222222222,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,18,3,10,1,0.03,0.0,0.0,0.04,0.018691682205090137,-0.022612688663081755,True,0.019773606336059547,-0.03214336648981991,0.01379178881965715,True,True,0.0009023617792099279,0.000710724636984058,0.00019508398034804122,0.00231199452860594,-0.03214336648982064,-0.05756781408032744,-0.004442980635602861,True,False,-0.30666666666666664,-0.5667222222222222,-0.01766666666666672,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,19,3,10,1,0.03,0.0,0.0,0.04,0.013192787674677778,-0.020807538661116922,True,0.7187844635396837,-0.010154184423123469,0.02819950325221368,True,True,0.0009042136378841496,1.3044309153889285e-08,0.0011023966117191554,0.0014069648155193943,-0.010154184423127226,-0.05912807233930937,0.034377520886103935,False,True,-0.1044444444444444,-0.38222222222222224,0.19122222222222207,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,20,3,10,1,0.03,0.0,0.0,0.04,4.141495289427151e-07,-0.03955897363558364,True,0.03183817004106594,-0.03591414004259129,0.0167319834881127,True,True,0.0008162636077523711,0.0025452202226166117,0.00033831254639446674,0.0012708297775725365,-0.03591414004259103,-0.06431515723207298,-0.0035202206511338687,True,False,-0.24888888888888894,-0.5222222222222221,0.024499999999999994,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,21,3,10,1,0.03,0.0,0.0,0.04,0.7651539573051102,0.002580584261642352,True,0.7183547746680747,0.008508165262749676,0.023590643191756654,True,True,0.0008656950203864186,0.00033310794055213435,0.0007482081672625559,0.0021639969000507445,0.00850816526274861,-0.028581828663345483,0.04062266638187967,False,True,0.05333333333333329,-0.2377777777777778,0.34461111111111103,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,22,3,10,1,0.03,0.0,0.0,0.04,0.602173474135542,-0.004608594707513596,True,0.5308457464748185,-0.011139913938358746,0.017775073484663253,True,True,0.0010058082550996258,0.005951972783955657,0.0003733490305678163,0.0017094545949327112,-0.011139913938359074,-0.032783577725240966,0.01616113293315839,False,True,-0.11333333333333329,-0.39561111111111114,0.20244444444444426,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,23,3,10,1,0.03,0.0,0.0,0.04,0.5078353300980614,-0.005137020676283698,True,0.4870360764921118,-0.018326217900150734,0.026367494980255868,True,True,0.0010091962983470018,0.00023952403016160492,0.0009419475574659481,0.0015200548916686942,-0.01832621790015553,-0.05248912412953522,0.008625099834622335,False,True,-0.22222222222222227,-0.5023333333333332,0.04222222222222222,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,24,3,10,1,0.03,0.0,0.0,0.04,0.8169498047099156,-0.0021674007919834457,True,0.6775257473478391,-0.011572907517669229,0.027830070652318083,True,True,0.0008636320085089538,0.0015491437239361602,0.0010754060479186132,0.0023564022809793314,-0.011572907517669246,-0.059831533047497776,0.024896544473073098,False,True,-0.06000000000000005,-0.33116666666666666,0.24455555555555547,False,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,25,3,10,1,0.03,0.0,0.0,0.04,0.04803700556402223,-0.014869956026770085,True,0.19779939393764945,-0.017844944335516248,0.013856421566936518,True,True,0.0009093991037235245,6.644270077038353e-05,0.0001970607175886427,0.0015466100713215107,-0.017844944335516262,-0.04708275195979837,0.015416390206990689,False,True,-0.27555555555555555,-0.5378333333333333,-0.004444444444444473,True,0.0
M3_S10_R1_sma0.03_rho0.0_beta0.0,26,3,10,1,0.03,0.0,0.0,0.04,0.7427206907437507,0.003015401762478461,True,0.6259596034671615,0.01671391076553943,0.03429046115572536,True,True,0.0008479965364611758,0.0005167874062009841,0.0016789539357627457,0.0014771392453779761,0.016713910765543846,-0.031587847652320554,0.07771563190183968,False,True,0.12222222222222223,-0.16222222222222227,0.4066666666666667,False,0.0
