cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M6_S5_R1_sma0.03_rho0.5_beta0.0,0,6,5,1,0.03,0.5,0.0,0.04372459292164079,-0.013309422662438827,True,6.660005331039429,0.5367403372203625,-0.016900060505112457,0.027357455911644894,True,True,0.0008957130093243637,0.0038855014464923886,0.002066148580007853,3.335128489177619e-05,0.3256411552429199,-0.01690006050511308,-0.046008068101919763,0.019416034212777288,False,True,-0.1288888888888889,-0.4312777777777777,0.16005555555555548,False
M6_S5_R1_sma0.03_rho0.5_beta0.0,1,6,5,1,0.03,0.5,0.0,0.3363352291280841,-0.00597781789043775,True,6.879549741744995,0.7026946755823493,-0.009921107077471533,0.025992886138690937,False,True,0.0008366164463316175,0.006193303299818994,0.001859567100190458,0.00041812768469873187,0.36341261863708496,-0.00992110707747346,-0.05667716809557344,0.03231443632635082,False,True,-0.0222222222222222,-0.3155555555555556,0.28,False
M6_S5_R1_sma0.03_rho0.5_beta0.0,2,6,5,1,0.03,0.5,0.0,0.4073739540078727,0.005538782112378072,True,6.997704267501831,0.8231329793709712,0.004289624819780832,0.019191473224296214,True,True,0.0009396382448702776,0.005530756967555312,0.0009170102845825665,1.0972716779608147e-05,0.17165875434875488,0.00428962481978084,-0.0398495918435551,0.05979771800682246,False,True,-0.03555555555555556,-0.33116666666666666,0.25783333333333336,False
M6_S5_R1_sma0.03_rho0.5_beta0.0,3,6,5,1,0.03,0.5,0.0,0.05605055074330682,-0.0112086265762599,True,7.098964214324951,0.5838332543355882,-0.007267565970312437,0.013266965227775006,True,True,0.0008857719914446009,0.002061274339565976,0.0003508827007760674,2.088724942082428e-06,0.27552270889282227,-0.007267565970312493,-0.046600444692983405,0.024111175577421283,False,True,0.00888888888888889,-0.28894444444444445,0.29116666666666663,False
M6_S5_R1_sma0.03_rho0.5_beta0.0,4,6,5,1,0.03,0.5,0.0,0.8412751099130896,-0.0012981994173950882,True,7.085003137588501,0.9270572396163086,-0.002426533481307454,0.026505613180021922,True,True,0.0009977333521923176,0.005161121751026872,0.0019080959197083833,7.27080502572101e-07,0.21143603324890137,-0.002426533481306614,-0.03722891685392292,0.03305884871701616,False,True,-0.09555555555555556,-0.4111666666666667,0.2112222222222221,False
M6_S5_R1_sma0.03_rho0.5_beta0.0,5,6,5,1,0.03,0.5,0.0,0.10127187149585543,0.009483024660101497,True,6.859823226928711,0.5075311555794346,0.008531502284035156,0.01287410898214932,True,True,0.0008480521109648964,0.005809016617198766,0.0003276176240597919,6.995841331745629e-06,0.21447038650512695,0.008531502284035293,-0.02788494774991794,0.04030825047248498,False,True,0.017777777777777726,-0.3067222222222222,0.3156111111111111,False
M6_S5_R1_sma0.03_rho0.5_beta0.0,6,6,5,1,0.03,0.5,0.0,0.10291632058636142,-0.011427164320856156,True,0.4556140899658203,0.6431079978690675,-0.01445699441123359,0.031200505794178747,True,True,0.0009057204675313751,0.003884486644804812,0.0027392705919314394,4.638630122859142e-06,0.22822785377502441,-0.014456994411232072,-0.06871010661375519,0.033733431893321085,False,True,0.05111111111111111,-0.2489444444444445,0.3756111111111111,False
M6_S5_R1_sma0.03_rho0.5_beta0.0,7,6,5,1,0.03,0.5,0.0,0.12385381947820026,-0.00892446279355213,True,0.1842200756072998,0.40099865484711117,-0.01023360236525069,0.012185195234893153,True,True,0.0008972770127176141,0.0019335456753371422,0.0002659815461938606,1.7799281015861267e-05,0.1741044521331787,-0.010233602365250791,-0.028070623092531548,0.007081345898690631,False,True,-0.1288888888888889,-0.41122222222222227,0.16011111111111098,False
M6_S5_R1_sma0.03_rho0.5_beta0.0,8,6,5,1,0.03,0.5,0.0,1.8640740693691195e-06,0.02650715564958566,True,0.42974281311035156,0.03008884283577431,0.027770082529253202,0.012803651967272114,False,True,0.0008085404129830221,0.0008598723108185111,0.00033009242850049646,1.6128518558491126e-07,0.3897891044616699,0.02777008252925375,0.00016844214469742395,0.05561863444065744,True,False,0.3666666666666667,0.09111111111111114,0.6245555555555554,True
M6_S5_R1_sma0.03_rho0.5_beta0.0,9,6,5,1,0.03,0.5,0.0,1.972955069879993e-05,0.023643248475725364,True,0.12712883949279785,0.06821709753468087,0.021025300510589384,0.01152974654536601,False,True,0.0008414118151643759,0.0008058142484286866,0.0002305228031682593,4.302926144427731e-06,0.3137824535369873,0.021025300510589547,-0.01796674631171361,0.05178101869213576,False,True,0.27777777777777773,-0.004555555555555577,0.5555555555555556,False
