cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M6_S10_R1_sma0.0_rho0.0_beta0.05,0,6,10,1,0.0,0.0,0.05,4.099083888610344e-37,0.050120732446495536,True,6.081166982650757,0.0038200224999204177,0.04834235344394481,0.0167121124080025,False,True,0.0009313661176071513,0.0019037459830301116,0.000744747491652414,9.278379150444315e-07,0.6404697895050049,0.04834235344394729,0.03409249714935417,0.06250815287620047,True,True,0.38222222222222224,0.19444444444444442,0.5678055555555555,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,1,6,10,1,0.0,0.0,0.05,1.893021925486049e-44,0.05453590894012518,True,6.39426326751709,9.946550600381365e-26,0.057991411436503014,0.005530008502919374,True,True,0.0009026447005969977,0.002312946479710017,1.4785120673814161e-06,2.1389241131029564e-05,0.7644522190093994,0.05799141143650111,0.042818618727449305,0.07688742337646844,True,True,0.5027777777777778,0.3349861111111111,0.6589027777777777,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,2,6,10,1,0.0,0.0,0.05,1.1370562407613338e-53,0.05894398892288259,True,5.849740505218506,1.4490254900713069e-05,0.059122443426254216,0.013634313221311587,True,True,0.0008829195783234296,0.0019019019048949796,0.0004693915332181541,4.573224084015855e-06,0.6403334140777588,0.05912244342625324,0.0406575006370539,0.07558672898346731,True,True,0.4877777777777778,0.3099305555555556,0.6472638888888887,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,3,6,10,1,0.0,0.0,0.05,9.762463002184356e-42,0.05128574370477582,True,5.872554063796997,0.001003075369380904,0.05276514565893356,0.01603968249466845,False,True,0.0008607212695947021,0.0021756905570569523,0.0006857421166298295,1.8054052430999947e-06,0.7000620365142822,0.05276514565893351,0.03496146608550023,0.072498979253637,True,True,0.40277777777777773,0.20713888888888887,0.5655694444444445,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,4,6,10,1,0.0,0.0,0.05,7.04907268382121e-35,0.04684875174965064,True,6.2839195728302,4.6806404734546725e-05,0.04328437264328984,0.010632299159297073,True,True,0.0008564655847641816,0.0006347865527850682,0.0002534907977619448,3.876436185301996e-06,0.8165528774261475,0.04328437264328945,0.026742919168560107,0.06215199762193025,True,True,0.653888888888889,0.4927638888888889,0.792236111111111,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,5,6,10,1,0.0,0.0,0.05,9.631444551535793e-37,0.05057460334350174,True,6.356852293014526,3.7961138147251495e-17,0.051936396704771425,0.006168928171574527,True,True,0.0009507875820169508,0.003886817686883813,1.9088266156439604e-05,5.5564287844192944e-05,0.5722541809082031,0.0519363967047706,0.03728507288154816,0.06981090875410755,True,True,0.4244444444444444,0.24552777777777776,0.5944583333333334,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,6,6,10,1,0.0,0.0,0.05,9.4926880674921e-38,0.05160675819846285,True,0.3002035617828369,6.707604955148102e-18,0.05109638408838306,0.00592779804697526,False,True,0.0009617472519119977,0.00017900093147636993,9.241643865962876e-06,5.933845935395032e-06,0.9708337783813477,0.05109638408838143,0.031961647655682913,0.06987082877186976,True,True,0.7461111111111112,0.6016388888888888,0.8611388888888889,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,7,6,10,1,0.0,0.0,0.05,2.634690587909231e-20,0.03676014915116832,True,0.21651530265808105,3.9384462272080935e-12,0.04065318074805777,0.005858336490157248,False,True,0.0009591422837447643,0.0008804588746391393,7.046090921247727e-06,1.4819933694688412e-05,1.150681495666504,0.04065318074805753,0.01721782405701527,0.06159587055944988,True,True,0.455,0.2733055555555556,0.6189166666666666,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,8,6,10,1,0.0,0.0,0.05,1.4736677304075348e-38,0.050648224853998405,True,0.2886645793914795,6.035042392277482e-17,0.04776346262113352,0.00571023252193353,True,True,0.0009149019395893233,0.00109557595583638,6.3300724047141945e-06,2.0300930726916466e-06,0.4294407367706299,0.04776346262113572,0.03209192939988583,0.06244133949596361,True,True,0.5966666666666667,0.4366388888888889,0.7477777777777779,True
M6_S10_R1_sma0.0_rho0.0_beta0.05,9,6,10,1,0.0,0.0,0.05,7.020471177998912e-34,0.047420155231368194,True,0.376262903213501,1.3493085853106928e-16,0.045657536793883007,0.0055214383932077,True,True,0.000914570286080155,0.0014914784788873801,1.8171819457084206e-09,3.845140642453513e-06,0.271451473236084,0.045657536793881334,0.02728165506650423,0.06552495664327578,True,True,0.5227777777777778,0.3465416666666667,0.6867361111111111,True
