cond,i,M,S,R,s_ma,rho,beta,shared,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e1b_p,e1b_coef,e1b_se,e1b_converged,e1b_ok,e1b_method,e1b_llf_gap,t_e1b,e1a_p,e1a_coef,e1a_se,e1a_converged,e1a_ok,e1a_method,e1a_llf_gap,e1a_vc_model,e1a_vc_path,e1a_vc_persona_path,t_e1a,e2_est,e2_lo,e2_hi,e2_reject,e2_covers
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,0,3,19,1,0.03,0.0,0.0,False,0.009991368661871532,0.03787869128602977,0.0147037309716411,True,True,0.003773825599943018,0.0018463003592267687,0.0001256771567325897,0.0001389454899029913,5.43602442741394,0.009991368661871532,0.03787869128602977,0.0147037309716411,True,True,lbfgs,-0.005561517178193753,1.0972764492034912,0.0008836600993390836,0.03787869128603186,0.011391520014594614,True,True,powell,2.7725614695964396,0.0003087168957709515,1.5488322651800576e-05,0.00016000693869740466,3.9434564113616943,0.03787869128602879,0.01816299189138046,0.057467819387956746,True,False
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,1,3,19,1,0.03,0.0,0.0,False,0.7664728032916731,0.009799454533177225,0.032995712316898934,True,True,0.003464813327492722,0.0032578376059787316,0.001450716950765557,0.00032161737498919915,5.431811332702637,0.7664728032916731,0.009799454533177225,0.032995712316898934,True,True,lbfgs,-0.00025438016791667906,0.8557469844818115,0.7569106920668903,0.009799454533191341,0.03165810711448167,True,True,powell,0.5592060515074309,0.0029410233221387814,3.6197801703690954e-05,1.2784878910996662e-13,4.362253427505493,0.009799454533179321,-0.049865739424900954,0.05149079997450691,False,True
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,2,3,19,1,0.03,0.0,0.0,False,0.9201229859380616,0.0028631249282239555,0.028551646624044573,True,True,0.0035953777565180447,0.00014271041377804242,0.0010335643791785827,0.00027226893611374326,6.09190034866333,0.8819618475780486,0.002863124928225444,0.019282550505441042,True,True,powell,0.6504515542490026,1.5687718391418457,0.8554993527495621,0.0028631249282251386,0.01572227808971868,True,True,powell,2.183800507978276,0.000657470284214097,2.189971537650062e-05,0.00016291948130276452,3.3358678817749023,0.002863124928225348,-0.022668552571054174,0.026251199004703716,False,True
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,3,3,19,1,0.03,0.0,0.0,False,0.9890553798455775,-0.0004261696711079396,0.031067641669590022,True,True,0.003934464143627367,0.0024612986516511616,0.001240720478174191,0.00017926141558167582,5.455285310745239,0.9890553798455775,-0.0004261696711079396,0.031067641669590022,True,True,lbfgs,-3.812830527749611e-06,1.090566635131836,0.9884653029631373,-0.00042616967110899363,0.02947822168000083,True,True,powell,0.3808899261265424,0.0025351776533867054,1.8807962630537757e-06,3.561621804301822e-12,2.452360153198242,-0.00042616967110643454,-0.04787152777711898,0.06030705720170638,False,True
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,4,3,19,1,0.03,0.0,0.0,False,0.13278951174384215,-0.03260114753581568,0.021687944831102906,True,True,0.0037643642203368105,0.0031021849384687415,0.0005074259938461426,0.0001693656525124926,5.359618425369263,0.13278951174384215,-0.03260114753581568,0.021687944831102906,True,True,lbfgs,-1.6141126479851664e-05,1.1430542469024658,0.09509982671962236,-0.03260114753581944,0.019532305222567888,True,True,powell,0.7534241910050241,0.0010712333387465182,0.00010052955894861805,1.3467130143370364e-13,4.731099843978882,-0.03260114753581611,-0.06571714705803518,-0.008387298916983067,True,False
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,5,3,19,1,0.03,0.0,0.0,False,0.04233246792267798,-0.03326545443941339,0.01638501150160105,True,True,0.0037015068871537266,0.0014567611916079613,0.0002078867509059434,0.0003755050802434808,5.655786514282227,0.04233246792267798,-0.03326545443941339,0.01638501150160105,True,True,lbfgs,-0.00013636978087561147,1.28477144241333,0.014791833605869265,-0.033265454439425406,0.013647724433500891,True,True,powell,3.2394353932132844,0.0004723839351915614,5.494363121032903e-06,0.00019077037822592006,3.4210333824157715,-0.03326545443941322,-0.06260569848662272,-0.006837846893119909,True,False
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,6,3,19,1,0.03,0.0,0.0,False,0.947935752442513,-0.001693106038584272,0.025928421238455766,True,True,0.004200358466600333,0.0011215157211780418,0.000787353043636073,0.00025453298439860974,5.492826223373413,0.947935752442513,-0.001693106038584272,0.025928421238455766,True,True,lbfgs,-4.290043216315098e-05,1.2089920043945312,0.943460544606859,-0.001693106038585427,0.02387309091682554,True,True,powell,1.6689930041819707,0.0016408743859474488,0.00010348069376230487,1.0349047455115354e-13,4.745404481887817,-0.001693106038584893,-0.035641774825669,0.04835081856736639,False,True
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,7,3,19,1,0.03,0.0,0.0,False,0.7086102155429682,-0.015610954189065947,0.04177142743328756,False,True,0.003363866129662964,0.002717895304763403,0.0024402326389496164,0.0006984408522279292,1.6337575912475586,0.6803825576527356,-0.015610954189052971,0.03789607847168982,True,True,powell,1.2451987250487946,1.8451330661773682,0.6490853579832023,-0.015610954189029608,0.034307286529722564,True,True,powell,5.206222579915561,0.003455633305332538,4.270724805095628e-06,0.00011334995958230018,3.283695936203003,-0.015610954189059006,-0.07233183269378976,0.0646187102850444,False,True
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,8,3,19,1,0.03,0.0,0.0,False,0.4366398335768009,-0.022287181309152027,0.028651186419072563,True,True,0.0032967976381262994,1.284840216064058e-10,0.0010578200596659015,0.00028898701727933485,0.65444016456604,0.43659236167995086,-0.02228718130914574,0.028648220970380514,True,True,powell,1.9605522538768128e-08,0.9826855659484863,0.4239096118903307,-0.02228718130915169,0.027870929847603487,True,True,powell,1.0095614594210929,0.0022630269169323985,3.347049249880266e-05,1.2742354360183372e-13,2.9895505905151367,-0.022287181309147377,-0.07241341608666677,0.013364322465020267,False,True
M3_S19_R1_sma0.03_rho0.0_beta0.0_modelspecific,9,3,19,1,0.03,0.0,0.0,False,0.8054249196750108,-0.008517465549291624,0.03457712037184437,True,True,0.003528268921383881,0.00020316484507129588,0.001607667515530225,0.0003023815051037293,1.2850236892700195,0.5638254914090866,-0.008517465549290051,0.014757323785267965,True,True,powell,1.4130962782792267,2.202458620071411,0.4589408204244705,-0.008517465549289201,0.01150088685372874,True,True,powell,2.6010917017457587,0.0003315079285612975,6.311015339572906e-05,1.6653380201364733e-13,3.5655176639556885,-0.008517465549290835,-0.024620535269519732,0.006237012568453868,False,True
