cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M3_S5_R1_sma0.03_rho0.0_beta0.05,0,3,5,1,0.03,0.0,0.05,1.1212913248072376e-15,0.06819721938231434,True,5.706278085708618,0.00023397163072483358,0.06406110775704411,0.01741172012242477,True,True,0.0010489856105037059,0.0007984546476228609,0.0002449548743317382,1.3599401549560785e-05,0.15586209297180176,0.06406110775704425,0.017539442350902157,0.12075288494544854,True,True,0.6177777777777778,0.2886666666666667,0.9111111111111112,True
M3_S5_R1_sma0.03_rho0.0_beta0.05,1,3,5,1,0.03,0.0,0.05,0.021808135445846668,0.021344044440559897,True,5.805053472518921,0.5019813808854798,0.021087023778075895,0.031408690627326305,False,True,0.0008724626091959906,0.001260768608404007,0.0013052662485453644,2.492629097851959e-07,0.282961368560791,0.02108702377807433,-0.05819951316712944,0.07799855167896554,False,True,0.10222222222222221,-0.3333333333333333,0.5379999999999997,False
M3_S5_R1_sma0.03_rho0.0_beta0.05,2,3,5,1,0.03,0.0,0.05,5.302641521679448e-10,0.057852065117539,True,5.842167377471924,0.017424821152831095,0.05874791253391456,0.02470871630862446,True,True,0.0010421265720484923,0.002757364013394256,0.0007073556780204292,9.971415873765766e-06,0.10492515563964844,0.0587479125339139,0.017810764320885367,0.09400746481082986,True,True,0.6088888888888888,0.25333333333333335,0.8933333333333333,True
M3_S5_R1_sma0.03_rho0.0_beta0.05,3,3,5,1,0.03,0.0,0.05,3.420227720706902e-05,0.03587433712660775,True,6.176459550857544,0.05123673715016742,0.04091951686217849,0.020989839342667703,False,True,0.000971425722397324,0.0006080144213642987,0.00046657488896703164,7.730321936022287e-07,0.2039809226989746,0.04091951686217773,0.0025385112977178072,0.07821968870937152,True,True,0.6088888888888888,0.21755555555555559,0.9288888888888889,True
M3_S5_R1_sma0.03_rho0.0_beta0.05,4,3,5,1,0.03,0.0,0.05,0.032616935030903745,0.018197589079333425,True,5.707419395446777,0.5359468623446744,0.00944749606916157,0.015263655598929012,True,True,0.0010679174809051005,0.0007544066648180721,0.00013588527718305776,1.1367481733369329e-05,0.15233850479125977,0.009447496069161395,-0.03152544702299486,0.040847461452710176,False,False,0.17333333333333334,-0.2535555555555556,0.5911111111111111,False
M3_S5_R1_sma0.03_rho0.0_beta0.05,5,3,5,1,0.03,0.0,0.05,0.12614401262239014,0.011232167057505116,True,5.861225128173828,0.7210049962110525,0.007981426649802663,0.02234967776331742,True,True,0.0008299523606471541,0.0015951772937266256,0.0005832716720567511,2.9608313736756145e-06,0.2545907497406006,0.007981426649802944,-0.047139864214207065,0.056393655112350075,False,True,0.05777777777777776,-0.35111111111111115,0.48444444444444446,False
M3_S5_R1_sma0.03_rho0.0_beta0.05,6,3,5,1,0.03,0.0,0.05,1.2492081369057139e-14,0.06633648597065536,True,0.23160028457641602,0.030781958234523524,0.05472367020682274,0.025336439752486332,False,True,0.0008488316497184807,0.0021653413329206237,0.0007931364390533647,5.5756183148651906e-06,0.22374296188354492,0.054723670206823526,0.02008097506861696,0.10901333462711597,True,True,0.528888888888889,0.1555555555555555,0.8400000000000001,True
M3_S5_R1_sma0.03_rho0.0_beta0.05,7,3,5,1,0.03,0.0,0.05,2.2909418483925484e-13,0.060171274005695996,True,0.2511880397796631,0.05920302962289368,0.0660770145268959,0.03502285683258683,True,True,0.0009310144501105258,0.004348311573519281,0.001653697861051657,3.369874746213745e-05,0.15874314308166504,0.06607701452689425,0.03552712518681856,0.10075863108990372,True,True,0.4577777777777778,0.0755555555555556,0.8133333333333332,True
M3_S5_R1_sma0.03_rho0.0_beta0.05,8,3,5,1,0.03,0.0,0.05,7.380206824616832e-08,0.043423057054949026,True,0.31212687492370605,0.24820791702693812,0.03483250729201895,0.030165507000677824,True,True,0.0007783510630281119,0.002452562803998149,0.001209266506306324,2.563833444550115e-05,0.15386629104614258,0.0348325072920209,0.006044236514614827,0.06669034081678879,True,True,0.23555555555555552,-0.18222222222222223,0.6446666666666664,False
M3_S5_R1_sma0.03_rho0.0_beta0.05,9,3,5,1,0.03,0.0,0.05,1.6926203212024758e-07,0.04080080761286788,True,0.147538423538208,0.06713200503866913,0.0329444162018319,0.01799465238664623,True,True,0.000782155409059552,0.0003197401974732775,0.0003292801899624428,4.15951843142076e-05,0.09145784378051758,0.03294441620183239,0.010109371394926039,0.060623159070479715,True,True,0.5377777777777777,0.13777777777777778,0.8577777777777778,True
