cond,i,M,S,R,s_ma,rho,beta,shared,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e1b_p,e1b_coef,e1b_se,e1b_converged,e1b_ok,e1b_method,e1b_llf_gap,t_e1b,e1a_p,e1a_coef,e1a_se,e1a_converged,e1a_ok,e1a_method,e1a_llf_gap,e1a_vc_model,e1a_vc_path,e1a_vc_persona_path,t_e1a,e2_est,e2_lo,e2_hi,e2_reject,e2_covers
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,0,3,19,1,0.0,0.0,0.05,True,2.1192509209550434e-07,0.04934967528208957,0.00951124467648384,False,True,0.001994440898482764,0.000467743521966825,3.0725089339561825e-05,0.0016823276086351017,16.52619695663452,4.778627333485779e-09,0.04934967528209142,0.008429065301106603,True,True,powell,1.8904519980958412,4.531343460083008,9.17925692744987e-13,0.049349675282089715,0.006909508777962556,True,True,powell,0.36924896332868684,8.426068046356943e-12,0.0002149045878673673,0.0005793662098934747,5.528342008590698,0.04934967528208985,0.03406407460778856,0.06314343760025051,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,1,3,19,1,0.0,0.0,0.05,True,3.570234431325788e-05,0.04341608809146894,0.010503048966018476,True,True,0.0027521406123610726,0.0034513967420741016,2.0621550460133073e-05,0.0004961900354264199,15.310710191726685,7.156158786247205e-06,0.043416088091470295,0.009671682521731149,True,True,powell,2.7258230126587932,2.3160817623138428,1.3227534779673097e-10,0.04341608809146794,0.006757859453341539,True,True,powell,1.0073241868747118,6.030446484832707e-14,5.1577861150630484e-05,0.0006929975467211525,8.471835851669312,0.04341608809146863,0.02913393943535464,0.05809242394762007,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,2,3,19,1,0.0,0.0,0.05,True,0.004796435515600197,0.05319403416902862,0.0188604813697686,True,True,0.0027394506452396504,0.0005613018569831049,0.000389395023341719,0.0010997993680947617,16.295478343963623,5.359373428713105e-08,0.05319403416902771,0.009780192317871634,True,True,powell,2.8759972011143873,4.4546918869018555,2.0085922710664985e-11,0.053194034169023255,0.00793301760131803,True,True,powell,3.9826716147217667e-07,7.263654771420645e-13,0.00016102201274192178,0.0009308869837704177,5.407703161239624,0.05319403416902734,0.03857236465102002,0.06667457782628713,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,3,3,19,1,0.0,0.0,0.05,True,0.000994773464719838,0.03893682071600176,0.01182770712226393,True,True,0.003986997665950101,0.0018734961259356862,1.2366625693090095e-12,0.0004863159991912524,15.345914602279663,0.0009948816411645988,0.03893682071600269,0.01182781699716648,True,True,powell,3.1622853384760674e-06,3.3605360984802246,1.0162381966781527e-07,0.03893682071600341,0.007313732539598732,True,True,powell,0.042501686869400146,1.674331134396163e-11,0.0003250153698670647,0.0005818181365995542,4.314737319946289,0.03893682071600305,0.024140991156226293,0.05468680578312479,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,4,3,19,1,0.0,0.0,0.05,True,1.1937381128021227e-12,0.05984604463496721,0.008421792802945603,True,True,0.0019511108367891218,0.0008232657260350737,3.6998469820838424e-06,0.001374770893045625,15.218538761138916,1.9480298628631533e-13,0.05984604463496834,0.008139755201147118,True,True,powell,2.406118295373062,2.424152374267578,2.6187633085525333e-18,0.05984604463496502,0.006857695625846436,True,True,powell,0.3325098604620962,5.523743289846532e-12,0.0001921964211893784,0.0006119516883435242,6.35055685043335,0.05984604463496673,0.04549530879973031,0.07504863442728917,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,5,3,19,1,0.0,0.0,0.05,True,9.927449917513407e-08,0.04821589118243808,0.009049449487613374,True,True,0.0023190665662688823,0.0013364771576656824,7.826689765156296e-07,0.0015133924249881717,15.719210147857666,9.086430740268453e-08,0.04821589118243913,0.009022255502381383,True,True,powell,0.035616932488210296,3.313994884490967,3.701695561704926e-11,0.04821589118244037,0.007288265015744829,True,True,powell,0.1348553139489468,4.177123753077436e-06,7.417439899848676e-05,0.0008035273873389755,9.495930910110474,0.04821589118243905,0.03398085766437207,0.06358696955504843,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,6,3,19,1,0.0,0.0,0.05,True,3.970334412525033e-06,0.05455879247041247,0.011827363762059836,True,True,0.003154262005337711,0.0015762957272465387,4.3816010585512774e-05,0.0008279914381342801,16.28141164779663,2.0262078731398918e-07,0.05455879247041258,0.010498299778800627,True,True,powell,1.0126826253831496,3.9723618030548096,2.6852370928664053e-13,0.054558792470407944,0.007464290766411921,True,True,powell,0.056815264199713056,3.040992382369219e-14,4.945335139965967e-05,0.0009078314423061485,5.98918342590332,0.05455879247041257,0.037920672037581545,0.07007050264418918,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,7,3,19,1,0.0,0.0,0.05,True,1.6617887897119545e-06,0.048917638649312034,0.010210902905985192,True,True,0.002664264350808339,0.0011351883657847262,1.616936771696389e-05,0.0011720063837023153,2.97361159324646,3.9682943124227635e-07,0.04891763864931338,0.00964755049212943,True,True,powell,0.528780240672404,6.190080881118774,4.623499323128691e-11,0.0489176386493096,0.007431376334210071,True,True,powell,0.1384464792649851,3.2632382743690676e-06,2.3000941785664107e-13,0.0009161054591862108,10.952605485916138,0.048917638649313304,0.0341809882729335,0.062436101069112855,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,8,3,19,1,0.0,0.0,0.05,True,6.313990110182947e-05,0.04400062773732355,0.010998072766291594,True,True,0.002615918153866615,0.0019482848390004576,4.375650402388128e-05,0.001125359045868705,1.7711918354034424,4.490994791678816e-06,0.04400062773732436,0.009591917587974825,True,True,powell,1.1675051228837674,4.755716323852539,2.389583566852713e-09,0.04400062773732061,0.007371731945804408,True,True,powell,0.8013341752221095,3.240873874627921e-14,1.696345822703314e-12,0.0009278603642638778,6.456639051437378,0.044000627737323286,0.031005167971146014,0.05647549092699311,True,True
M3_S19_R1_sma0.0_rho0.0_beta0.05_shared,9,3,19,1,0.0,0.0,0.05,True,4.608627220037569e-06,0.05064548978983518,0.011053482966777342,False,True,0.0030746371894157278,0.000736555128430491,2.1446218576007335e-05,0.0009009827988398281,3.480067014694214,1.0619219105622723e-06,0.05064548978983625,0.010378594418367785,True,True,powell,1.0041383377204056,6.263204097747803,3.668661833203533e-11,0.05064548978983424,0.007653986741843345,True,True,powell,1.098957227441133e-07,7.451153264526905e-13,0.00012093678673388162,0.0008865339974360257,5.165522575378418,0.05064548978983518,0.03746598137586034,0.06438816297816365,True,True
