cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M3_S10_R1_sma0.0_rho0.0_beta0.05,0,3,10,1,0.0,0.0,0.05,2.8648993444865684e-18,0.04542330899221414,True,7.462221622467041,0.00015612397201745322,0.041703976691683485,0.01102952810601447,True,True,0.0007878133118673067,0.011659807267149155,0.00010369440417531447,1.8336526375737623e-05,0.37316012382507324,0.04170397669168325,0.020594322004861873,0.062140244450959704,True,True,0.30444444444444446,0.010944444444444416,0.5711111111111111,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,1,3,10,1,0.0,0.0,0.05,1.3132901689492611e-17,0.043784568204861915,True,7.11606240272522,1.6744286969263497e-10,0.04889138733963865,0.007652945531386628,True,True,0.0007876568718764763,0.00020434881493317677,9.085675771910842e-06,4.873113154756527e-05,0.330031156539917,0.04889138733963945,0.030972936423978605,0.06718275151189948,True,True,0.8177777777777777,0.6554444444444444,0.9355555555555555,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,2,3,10,1,0.0,0.0,0.05,1.4293804699037726e-16,0.045204611453800926,True,7.331342935562134,3.2096721684488265e-06,0.04135975339015435,0.008881343996487524,True,True,0.0008526081116856958,0.0004942435690888559,3.305659560734687e-05,3.3369853550200034e-05,0.2871420383453369,0.041359753390155136,0.009320504543714065,0.06924856862355291,True,True,0.5733333333333333,0.32,0.8044444444444445,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,3,3,10,1,0.0,0.0,0.05,8.171991452358805e-29,0.05852007113525368,True,7.522990703582764,0.00026216614247717024,0.06730834675678908,0.01844027588189495,True,True,0.0008257769380776351,0.0023991023912152193,0.0004274879680928402,9.37566115967501e-06,0.4772336483001709,0.06730834675678928,0.04413033462422582,0.08633338784257973,True,True,0.5266666666666666,0.26666666666666666,0.7511111111111111,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,4,3,10,1,0.0,0.0,0.05,4.64900363982136e-20,0.050066398860510314,True,8.89454984664917,5.862548687788382e-10,0.04759516348873011,0.007683973032826362,True,True,0.0008853499944818415,0.002060546948864689,3.016290561936221e-08,2.667702271206053e-05,0.323559045791626,0.04759516348872987,0.021009905607890053,0.07147750689968325,True,True,0.5222222222222221,0.26666666666666666,0.7555555555555555,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,5,3,10,1,0.0,0.0,0.05,2.3281267352439344e-22,0.051854744653344075,True,7.670896768569946,1.4914660254045864e-14,0.06064781644166951,0.00788836446384971,True,True,0.0008399933561388117,0.00670294777296695,9.340105257906748e-06,9.971805615458899e-11,0.46890902519226074,0.06064781644166817,0.04443138969339385,0.07625424097439658,True,True,0.528888888888889,0.2866666666666666,0.7422222222222221,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,6,3,10,1,0.0,0.0,0.05,1.634630744997212e-19,0.04844217173729812,True,0.36994314193725586,0.01197327552225619,0.04648969288775139,0.018500186890927917,True,True,0.00084997033794936,0.0007605977720534583,0.00042838833870397793,3.3415540233833e-06,0.45193934440612793,0.046489692887752766,0.02312462829871746,0.07393891010549392,True,True,0.5333333333333334,0.29550000000000004,0.7467777777777777,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,7,3,10,1,0.0,0.0,0.05,8.948183259509921e-21,0.047502000316913165,True,0.5608170032501221,5.781975682096693e-08,0.04685030872910132,0.00863533962993829,False,True,0.0007606496356199617,0.0001030507056366975,3.578867222457639e-05,2.3481099920503323e-05,1.0081331729888916,0.04685030872910101,0.023174299649490127,0.07169999919669952,True,True,0.6622222222222223,0.4487777777777778,0.8311111111111111,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,8,3,10,1,0.0,0.0,0.05,1.2034201446904186e-24,0.054837131275338194,True,0.278456449508667,0.004807699767773361,0.04973296000204664,0.017638029875658004,False,True,0.0008483168043854245,0.0006471835922582572,0.0003818184664033662,7.914311476614721e-06,0.39217567443847656,0.04973296000204696,0.026053275210367478,0.07584165931276159,True,True,0.7355555555555555,0.5332777777777779,0.9067222222222222,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,9,3,10,1,0.0,0.0,0.05,3.922507506950434e-17,0.04421617271906442,True,0.2370767593383789,0.04215524373280092,0.046560288601691154,0.022913704712390178,False,True,0.0008265978071410931,0.0016351991752719828,0.0007048970147557729,6.925697533778561e-06,0.41045212745666504,0.046560288601687684,0.022300410736165056,0.07089444654392166,True,True,0.4222222222222223,0.13777777777777778,0.6533888888888888,True
M3_S10_R1_sma0.0_rho0.0_beta0.05,10,3,10,1,0.0,0.0,0.05,6.068188605014004e-22,0.05213764311533968,True,0.29507875442504883,0.0025618185796002077,0.040349207356327375,0.01337863958297137,False,True,0.0008647061234042604,0.0005875321990466561,0.00018201138329614226,1.5623157612041548e-05,0.5632882118225098,0.040349207356327674,0.020801009558005023,0.06176082529617428,True,True,0.5977777777777777,0.3643888888888889,0.8066666666666666,True
