cond,i,M,S,R,s_ma,rho,beta,gpath,e0_p,e0_coef,e0_ok,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject,t_e1
M6_S10_R1_sma0.0_rho0.0_beta0.0,0,6,10,1,0.0,0.0,0.0,0.04,0.2674482739106614,0.0054806401307590045,True,0.16761384088845444,0.007635411487219463,0.005533261016208045,True,True,0.0009083551401249293,0.0023935853414041976,1.0154184079657654e-06,0.0020379497054617878,0.0076354114872191035,-0.013098480108504493,0.031848460864032466,False,True,0.08111111111111113,-0.11670833333333336,0.2877916666666666,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,1,6,10,1,0.0,0.0,0.0,0.04,0.9988279138139273,-8.163149704835442e-06,True,0.9593480242275501,-0.0002760505244189422,0.005415754313364014,True,True,0.0008788776449987532,0.0006329944216696782,1.0341984828799193e-07,0.001248809571690023,-0.00027605052441887444,-0.01829422866244357,0.016580546108693483,False,True,0.0016666666666667052,-0.19398611111111116,0.20780555555555555,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,2,6,10,1,0.0,0.0,0.0,0.04,0.8453216800857072,-0.0011030078079328838,True,0.8149242535399714,-0.0012514276284976316,0.005346194208279193,True,True,0.0008574448851298517,0.005269502871098429,8.890249289424253e-10,0.0016046731962961337,-0.0012514276284975423,-0.017564614040879813,0.014367111394389918,False,True,-0.002222222222222181,-0.20727777777777776,0.2205972222222222,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,3,6,10,1,0.0,0.0,0.0,0.04,0.7721899421168164,-0.001281746422798959,True,0.6125135645129949,-0.0035129935139273987,0.006935975001296465,True,True,0.0008447049054716209,0.005225169963549338,5.985275710866372e-05,0.002428492484994282,-0.003512993513927333,-0.024079156627604622,0.01541120493949381,False,True,-0.030555555555555503,-0.23947222222222217,0.17279166666666662,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,4,6,10,1,0.0,0.0,0.0,0.04,0.7308172268870392,0.0018859646026857528,True,0.4720214096133041,0.004356553430717231,0.006057549933607386,True,True,0.0009187513992688517,0.0026924633823738765,1.8206593667558128e-05,0.0012286674817972008,0.00435655343071747,-0.01147451690992046,0.02060102268323392,False,True,0.010000000000000009,-0.17891666666666664,0.23225,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,5,6,10,1,0.0,0.0,0.0,0.04,0.7139532662682659,-0.0025060845583399637,True,0.5305894307593239,0.0062853881968742,0.010022840234550735,False,True,0.0009276474840051934,0.010113211555695818,0.00020860723070146634,0.002804352119613243,0.006285388196874572,-0.012566806422833633,0.024616385611743934,False,True,0.0616666666666667,-0.15508333333333335,0.260625,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,6,6,10,1,0.0,0.0,0.0,0.04,0.64922444909073,0.0025540358711351623,True,0.7608415844597165,0.0044644966875685265,0.014667711231302689,False,True,0.0008824158309364567,0.002512518384311312,0.000557183675201036,0.001610284826658514,0.0044644966875687035,-0.010657545904799379,0.017796928925960263,False,True,0.02722222222222226,-0.17454166666666662,0.23391666666666663,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,7,6,10,1,0.0,0.0,0.0,0.04,0.651709258333056,0.002195475614706799,True,0.30908019493390293,0.006419932936278151,0.0063116629347759285,True,True,0.0009192476999600794,0.0046360422083666485,2.7586497010665083e-05,0.001278511823874556,0.006419932936278148,-0.012601263367083731,0.024669820966946625,False,True,0.051666666666666694,-0.16509722222222226,0.2650555555555555,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,8,6,10,1,0.0,0.0,0.0,0.04,0.7891511166571198,-0.0015044625665565875,True,0.5947519453751517,0.006892137648544648,0.012956058407770097,True,True,0.0009107047817335007,0.003452709752607724,0.0004125078702233085,0.0013484764879055449,0.006892137648545438,-0.009890153208276308,0.026150506787629813,False,True,0.08055555555555555,-0.1295138888888889,0.2922222222222222,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,9,6,10,1,0.0,0.0,0.0,0.04,0.6589032151744492,-0.002708480615328173,True,0.3813312589016964,-0.004960119707831334,0.005665820036929206,True,True,0.0009575751502168381,0.0011303008368966096,5.470350509266228e-07,0.0028201083433725487,-0.004960119707831558,-0.01884411725753133,0.009207063905368415,False,True,-0.03333333333333338,-0.24620833333333333,0.17227777777777778,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,10,6,10,1,0.0,0.0,0.0,0.04,0.35108094499833686,0.0056688917783286165,True,0.2507612814249459,0.006328320151455331,0.0055100633086795775,False,True,0.0009105378520305439,0.0046906054238879365,2.8607793911095515e-08,0.0018185533778758297,0.006328320151454919,-0.014290676749141298,0.028736637906648554,False,True,0.021666666666666667,-0.18451388888888884,0.22947222222222216,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,11,6,10,1,0.0,0.0,0.0,0.04,0.18737626106975291,-0.0062354521996060355,True,0.3288750069943577,-0.005387042732417267,0.005517349361452375,True,True,0.0009132327119239669,0.0016675616301344387,1.6073656225672183e-10,0.0011883516120049543,-0.005387042732417416,-0.02511072983856812,0.016746586252127948,False,True,-0.03888888888888892,-0.2578194444444445,0.17280555555555552,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,12,6,10,1,0.0,0.0,0.0,0.04,0.8035023033148841,0.001570665204975217,True,0.7917748335994331,-0.0014604198093582494,0.005531754937851226,True,True,0.0009169233343472355,0.00159121863980823,1.0860464260095817e-07,0.002551736768952351,-0.001460419809358216,-0.0234278926089671,0.016905749500652673,False,True,-0.02944444444444444,-0.23333333333333334,0.18619444444444438,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,13,6,10,1,0.0,0.0,0.0,0.04,0.4310930105075008,-0.005261484946138876,True,0.277612809888774,-0.006089395757760633,0.0056087402669250525,True,True,0.0009156413303365807,0.0055420977503336565,2.809769111821972e-06,0.002317435705476064,-0.006089395757760622,-0.02386213231696665,0.01424879992184095,False,True,-0.034999999999999976,-0.2466944444444444,0.16784722222222218,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,14,6,10,1,0.0,0.0,0.0,0.04,0.38180002083720144,-0.004668496083107986,True,0.6474159057996194,-0.003073522444595607,0.006720211799094788,False,True,0.000923268308572646,0.0008187395369832031,4.315690901681345e-05,0.0037448848369457085,-0.003073522444595648,-0.021893190563131788,0.01610246177668367,False,True,-0.03611111111111115,-0.2605833333333334,0.17111111111111116,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,15,6,10,1,0.0,0.0,0.0,0.04,0.15808087262740456,0.006900857534414212,True,0.4015457894427755,0.005075694636985458,0.00605067846472359,False,True,0.0008885720596254125,0.001271517720203517,2.097492368786889e-05,0.003774100362572104,0.005075694636985606,-0.008556474014790214,0.018951500362078013,False,True,0.06833333333333336,-0.14340277777777774,0.26518055555555536,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,16,6,10,1,0.0,0.0,0.0,0.04,0.7601472384974437,0.0017148795458924737,True,0.39834220245711915,0.004868662205447226,0.0057645568386212286,True,True,0.0008678371947429223,0.0018287741706965498,1.2906627162794211e-05,0.002070438379448778,0.004868662205447339,-0.012566940834885968,0.021133862219899827,False,True,0.031666666666666676,-0.18945833333333337,0.2323194444444444,False,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.0,17,6,10,1,0.0,0.0,0.0,0.04,0.4555170732444216,0.004094606955832784,True,0.4711636078940108,-0.00383683520434363,0.005324596198066036,True,True,0.0008236246766399054,0.00910960711945136,2.6915063533847538e-06,0.00141006191738344,-0.0038368352043435684,-0.020970228491913795,0.012827122135299168,False,True,-0.0222222222222222,-0.22124999999999997,0.17787499999999995,False,0.0
