cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M6_S5_R1_sma0.0_rho0.0_beta0.05,0,6,5,1,0.0,0.0,0.05,5.83213616154802e-21,0.05420745420203989,True,7.062670707702637,5.643017291558682e-06,0.05506307818262995,0.012130190661258838,False,True,0.0009767426958021146,0.0018356660805137935,0.0002460760372750501,4.076410646754886e-06,0.5403697490692139,0.05506307818262985,0.030852244734768046,0.08375283644886805,True,True,0.5311111111111111,0.27555555555555555,0.7444999999999999,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,1,6,5,1,0.0,0.0,0.05,1.0115830259915015e-32,0.06093089578564068,True,7.062467098236084,3.132829146757244e-08,0.060534292607015074,0.010938917630158572,False,True,0.0007877886201309947,0.0015210118993506136,0.00020142203273198318,4.849871265141234e-06,0.5531909465789795,0.060534292607015,0.033467522501158815,0.08491846615029972,True,True,0.5955555555555556,0.36661111111111117,0.7933888888888887,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,2,6,5,1,0.0,0.0,0.05,3.981697635752245e-19,0.050067674381409494,True,6.840777158737183,3.8966501323953636e-05,0.04570716505720606,0.011111438362790523,False,True,0.0009263495555626726,0.001523932883689558,0.00018512227635774037,5.272943963432325e-06,0.4113807678222656,0.04570716505720664,0.02229721784741954,0.062374392971737726,True,True,0.43333333333333335,0.18194444444444446,0.6755555555555555,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,3,6,5,1,0.0,0.0,0.05,1.4788614491005659e-27,0.0594492837887504,True,7.0182390213012695,4.25371240821111e-05,0.06591893712386471,0.01610430824806222,True,True,0.0009134477884526786,0.003419710946814391,0.000595356674755296,2.8644770190360913e-06,0.40511393547058105,0.06591893712386573,0.04549626514319514,0.08630724875167822,True,True,0.5333333333333334,0.26655555555555555,0.7733333333333334,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,4,6,5,1,0.0,0.0,0.05,7.504341318155511e-18,0.04389056853037052,True,7.26834774017334,4.2534142949869494e-05,0.04033671455465567,0.009854411120237811,False,True,0.0007750773681047602,0.0010623981229657133,0.00013631278195905212,2.5782806466071696e-06,0.37576937675476074,0.04033671455465579,0.020029798958207088,0.05702821499149243,True,True,0.43555555555555553,0.17111111111111116,0.6778888888888889,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,5,6,5,1,0.0,0.0,0.05,1.1172556698296592e-15,0.04428120030762621,True,7.325393438339233,1.298718743701867e-06,0.03930790190254097,0.008121551428437736,True,True,0.0009275725221718059,0.001395538960488368,1.2364288379915578e-05,9.855902435868628e-05,0.3880503177642822,0.039307901902541034,0.01616419505079329,0.06289226852306135,True,True,0.4577777777777778,0.16661111111111113,0.715722222222222,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,6,6,5,1,0.0,0.0,0.05,4.063675631339246e-25,0.05713247136809019,True,0.34278035163879395,1.075550235842554e-12,0.05852088717091803,0.008218676367552004,False,True,0.000902987256831469,0.001333449131679126,2.2042472337377053e-05,3.791640085184733e-05,0.2638380527496338,0.05852088717091805,0.03548877612333113,0.08398108403088354,True,True,0.5444444444444445,0.32661111111111113,0.7467222222222221,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,7,6,5,1,0.0,0.0,0.05,7.686009833903708e-14,0.04104115559204737,True,0.4502444267272949,3.735358340184462e-09,0.04606885953631241,0.00781423386591217,True,True,0.000915676145786546,0.001885078770828483,5.1523576193370094e-08,1.1673517064344222e-05,0.31540703773498535,0.04606885953631154,0.019051097996417188,0.07330269095831987,True,True,0.45999999999999996,0.2064444444444445,0.6888888888888889,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,8,6,5,1,0.0,0.0,0.05,2.7464724777358792e-18,0.04957787467829808,True,0.20225286483764648,4.148855804959191e-07,0.0406112676831075,0.008022774490795458,False,True,0.0009614401379357144,0.0011899360870596834,8.067040033284678e-07,3.939737844891906e-05,0.40178871154785156,0.04061126768310723,0.021644659036594426,0.057185543640804505,True,True,0.4711111111111111,0.20444444444444443,0.715611111111111,True
M6_S5_R1_sma0.0_rho0.0_beta0.05,9,6,5,1,0.0,0.0,0.05,8.556830618599799e-20,0.051922933352621915,True,0.4530050754547119,7.012371059412353e-10,0.04966973207786111,0.008055671607283479,False,True,0.0009734036046314017,0.002115324181913683,8.1420689535517e-10,2.2936329984322912e-05,0.4070250988006592,0.04966973207786063,0.02203306531176811,0.07518561506284088,True,True,0.4177777777777778,0.15105555555555558,0.6756666666666665,True
