cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M6_S5_R1_sma0.03_rho0.5_beta0.05,0,6,5,1,0.03,0.5,0.05,6.501442702975599e-21,0.058209003430260184,True,7.32082986831665,0.005473695408168114,0.05998494146550845,0.021594805931315117,True,True,0.0008201316457567625,0.0022964094576722522,0.0012349806004820967,1.5243448175291807e-05,0.24823975563049316,0.059984941465506765,0.028517721095025653,0.09415517907548823,True,True,0.45555555555555555,0.18,0.6911666666666665,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,1,6,5,1,0.03,0.5,0.05,1.0988132340608469e-07,0.03062663482115656,True,7.063702583312988,0.024367542656709946,0.034141826104377195,0.015165489125237719,True,True,0.0007698523535320175,0.0017113733661101493,0.000536005710516704,4.7580360703546465e-06,0.18076610565185547,0.03414182610437765,0.00686777477553103,0.06134195909591882,True,True,0.3466666666666667,0.05777777777777776,0.6133333333333333,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,2,6,5,1,0.03,0.5,0.05,1.0485212878208764e-19,0.05355162471093505,True,7.065261125564575,8.312155899113329e-06,0.05488581799896065,0.01231457011588665,True,True,0.0009363584872663921,0.002021762749511562,0.0002676742139639894,6.80193277180389e-07,0.43011474609375,0.05488581799896127,0.031464544033880694,0.0837770521166775,True,True,0.528888888888889,0.29105555555555557,0.7468333333333331,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,3,6,5,1,0.03,0.5,0.05,6.325211920510548e-27,0.059776025982488594,True,7.347315788269043,6.506830546609898e-07,0.06165222330546019,0.01239107885546761,True,True,0.0008403488419525666,0.0013121131842351497,0.0002925467372167379,1.029327345664541e-06,0.19170451164245605,0.06165222330545967,0.039959191988244526,0.085071621711929,True,True,0.5844444444444445,0.3355000000000001,0.8067222222222221,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,4,6,5,1,0.03,0.5,0.05,2.2216360006716403e-26,0.06463337186886894,True,7.37044095993042,0.0206386133032715,0.0633958575109225,0.02739036882693484,False,True,0.0007603677688866901,0.005173123889152194,0.002098623359649275,0.00030865063753883964,0.3104877471923828,0.06339585751092186,0.02476599574625792,0.0954152227266766,True,True,0.43333333333333335,0.1844444444444444,0.6777777777777778,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,5,6,5,1,0.03,0.5,0.05,6.590142570790144e-13,0.04748776689147395,True,7.350108861923218,0.0022738901217797276,0.051221608768424194,0.016783450667976933,True,True,0.0010109265719255708,0.0030404609837634726,0.0006428673345881157,3.18478206438036e-06,0.38318705558776855,0.051221608768423736,0.020859491836591342,0.07897821167489216,True,True,0.3955555555555556,0.13111111111111112,0.6488888888888888,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,6,6,5,1,0.03,0.5,0.05,5.990894621157019e-20,0.060892011253781735,True,0.4734656810760498,0.0024452773666208878,0.07075591916423153,0.023351541006704363,True,True,0.0009562012807167974,0.004819439831104654,0.0014446431460200155,4.732540830832051e-06,0.1968250274658203,0.07075591916423168,0.03810163469735354,0.10189918676355535,True,True,0.4666666666666666,0.20222222222222225,0.7088888888888889,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,7,6,5,1,0.03,0.5,0.05,7.005682588809703e-19,0.052915597132820485,True,0.27582263946533203,4.331295026498756e-06,0.05685719671163227,0.012374203026929523,True,True,0.0009524581497065637,0.0021903108624529988,0.0002688710717136897,1.4658169333103028e-07,0.29805874824523926,0.0568571967116318,0.03321898568597298,0.08016512937087407,True,True,0.56,0.2866666666666666,0.7867777777777777,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,8,6,5,1,0.03,0.5,0.05,1.5582708232550974e-10,0.03952687920843524,True,0.22180676460266113,0.002814204402739879,0.04049573545717336,0.013555803035428216,False,True,0.0009898536577637005,0.0016508737931066597,0.0003533086562532368,1.2978959886093461e-06,0.31897950172424316,0.04049573545717366,0.011198741054027425,0.07118120049719136,True,True,0.3933333333333333,0.08000000000000002,0.6578333333333333,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,9,6,5,1,0.03,0.5,0.05,2.7412637844462253e-06,0.027747462570671143,True,0.41167759895324707,0.05788624957372237,0.02729178646764515,0.014390164269054805,True,True,0.0009445078018469996,0.0019278915515568372,0.00043232892270173967,3.931056475523731e-06,0.2928500175476074,0.027291786467644834,0.005013912079070057,0.05020884075213079,True,True,0.27777777777777773,-0.008999999999999996,0.5512222222222222,False
M6_S5_R1_sma0.03_rho0.5_beta0.05,10,6,5,1,0.03,0.5,0.05,1.2458612497943521e-25,0.06293355399299307,True,0.21873807907104492,0.0007363891449104268,0.05425558050424463,0.01607258543960412,False,True,0.000876521059227506,0.001895764482880315,0.0005996797962945993,8.55736465218294e-07,0.3393399715423584,0.054255580504244574,0.03562831374444669,0.07379330864085258,True,True,0.43999999999999995,0.16661111111111113,0.6756666666666665,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,11,6,5,1,0.03,0.5,0.05,4.302266576057088e-18,0.051114191993805756,True,0.15703797340393066,2.107583361103985e-07,0.05061755025922476,0.00975367156831157,True,True,0.0010416168437740977,0.0017439015934025866,7.707895843265233e-05,4.9962571484802556e-05,0.3268587589263916,0.050617550259224764,0.027441927437434836,0.07105375376549011,True,True,0.5555555555555556,0.31538888888888894,0.7711111111111111,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,12,6,5,1,0.03,0.5,0.05,5.192244343295168e-19,0.05449462259348864,True,0.33568310737609863,2.05983842018812e-05,0.06428059438970535,0.015095351710996914,True,True,0.0009051702574225123,0.002190563792194538,0.0005025748783515911,6.138765458892554e-08,0.2512812614440918,0.06428059438970514,0.023717872538672274,0.09545863322631315,True,True,0.6022222222222222,0.3577222222222222,0.8000555555555555,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,13,6,5,1,0.03,0.5,0.05,2.766680433233313e-09,0.03735986006648656,True,0.3266723155975342,0.022175568337170305,0.034841269626594534,0.015232173916958712,True,True,0.0009778861002844171,0.002837924645206732,0.0005004801466525501,1.5412904351679473e-06,0.1643543243408203,0.03484126962659491,0.011406541017819224,0.062270293702217,True,True,0.30444444444444446,0.03333333333333338,0.5733333333333333,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,14,6,5,1,0.03,0.5,0.05,8.117728343330719e-26,0.060219028011459313,True,0.38661766052246094,0.01061979221121982,0.05830789577367467,0.022821390646546022,True,True,0.0008732800666258627,0.005982388599403003,0.0013877915998015782,0.00017976102720468383,0.27974653244018555,0.058307895773673596,0.02961124810467128,0.08858702419853338,True,True,0.35777777777777775,0.05983333333333339,0.6022222222222222,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,15,6,5,1,0.03,0.5,0.05,1.9736371865937715e-13,0.04293096540829968,True,0.40140557289123535,0.00019571468429822674,0.04847117250616168,0.013014196095611235,True,True,0.000875975611296661,0.0021310205387426273,0.00033291277778573424,1.7455186140590417e-05,0.15491414070129395,0.04847117250616158,0.02498078990274907,0.06732099883367684,True,True,0.43111111111111106,0.15111111111111114,0.6889444444444444,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,16,6,5,1,0.03,0.5,0.05,9.048755790685313e-19,0.05157537761344367,True,0.39573025703430176,0.00013195955476129817,0.05816764992623364,0.015216090137954068,True,True,0.0008420306148056588,0.002038165590925891,0.0005261820742978939,1.6854556290035259e-06,0.26169753074645996,0.05816764992623375,0.026804927373523992,0.09469987749512943,True,True,0.5066666666666666,0.2599444444444445,0.7378333333333333,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,17,6,5,1,0.03,0.5,0.05,1.5938494809772178e-13,0.04660533359523361,True,0.2233729362487793,0.0009535838593369999,0.05393778822900305,0.016325614747720082,True,True,0.0008890729822377433,0.0025993609206992813,0.0006217624942253824,1.313698960158069e-05,0.11826109886169434,0.0539377882290029,0.019412414366670096,0.0946542230877528,True,True,0.4911111111111111,0.22883333333333336,0.7222222222222223,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,18,6,5,1,0.03,0.5,0.05,2.6142207719614884e-15,0.04495371726708346,True,0.18961358070373535,1.8482847984816085e-09,0.055238590900520385,0.009190183102648334,True,True,0.0009758325903662656,0.0006345081341957944,5.821187830734974e-05,2.9036121903513124e-06,0.3550736904144287,0.05523859090051943,0.02794307788692261,0.08279615188531365,True,True,0.7,0.47994444444444445,0.8911666666666667,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,19,6,5,1,0.03,0.5,0.05,4.315899569994944e-31,0.06838956291093982,True,0.2887701988220215,6.703975855228897e-07,0.06414411877197618,0.012906914139024396,True,True,0.0009307019260555527,0.001127223600055274,0.00031362491256532927,7.948727171546309e-07,0.1970806121826172,0.06414411877197666,0.03203166301577947,0.09248515581706312,True,True,0.6066666666666667,0.37094444444444447,0.8000555555555555,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,20,6,5,1,0.03,0.5,0.05,1.4599388851413836e-15,0.04404840602480794,True,0.12840533256530762,5.361369730874924e-06,0.04952174987766766,0.010883598701726973,True,True,0.0008576799096406323,0.0018738454602829704,0.0001838221801725709,1.037822850130101e-06,0.3385803699493408,0.04952174987766784,0.02373900754567298,0.08141819724107016,True,True,0.5377777777777777,0.25777777777777783,0.7556666666666666,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,21,6,5,1,0.03,0.5,0.05,7.137439893029943e-11,0.036724171182686685,True,0.227064847946167,0.00447489991671825,0.03415415878962527,0.012015166941418522,True,True,0.0008609502247406447,0.0015572589905964262,0.00026090266494234357,5.568059533638878e-06,0.2126150131225586,0.034154158789625515,0.0025183302237575937,0.07034798897179408,True,True,0.32888888888888884,0.07772222222222218,0.6066666666666667,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,22,6,5,1,0.03,0.5,0.05,5.151634571562123e-18,0.05292806967466049,True,0.4167020320892334,0.00039330059031886483,0.05593550343604624,0.015780756355980887,True,True,0.0008612692504808014,0.005553454915939362,0.0005748429634043418,5.159899358772354e-06,0.16045093536376953,0.055935503436047,0.023431500129097085,0.08152935781617428,True,True,0.3711111111111111,0.05772222222222221,0.6223333333333333,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,23,6,5,1,0.03,0.5,0.05,2.275590825731399e-20,0.05768046266966481,True,0.4087331295013428,0.0002066153043541035,0.060242078221267294,0.0162343099580341,False,True,0.0009597428560612513,0.0037029070847194724,0.0005987098882283235,1.0935002472472437e-05,0.30277299880981445,0.06024207822126673,0.025233785977670033,0.09746434252648759,True,True,0.46444444444444444,0.20444444444444443,0.6933333333333334,True
M6_S5_R1_sma0.03_rho0.5_beta0.05,24,6,5,1,0.03,0.5,0.05,2.8380451160558556e-13,0.041966052261188214,True,0.3276541233062744,0.06360917409307194,0.03948522545320064,0.02128687619180626,False,True,0.000899511190163941,0.0050031461030624405,0.0011794910559830597,9.155573737164316e-06,0.2556464672088623,0.03948522545319881,0.011142370608982535,0.07490411570184258,True,True,0.24222222222222217,-0.046666666666666634,0.5223333333333332,False
M6_S5_R1_sma0.03_rho0.5_beta0.05,25,6,5,1,0.03,0.5,0.05,1.810902730777173e-15,0.04619952523221357,True,0.21587324142456055,0.00017073136422170857,0.040659607044385176,0.010817182305301655,True,True,0.0009602078750674276,0.002052526945200942,0.0001589927240649039,2.466319245144663e-06,0.19373464584350586,0.040659607044385,0.013734639871954881,0.06476911351093258,True,True,0.4155555555555555,0.10888888888888887,0.6845555555555555,True
