cond,i,M,S,R,s_ma,rho,beta,shared,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e1b_p,e1b_coef,e1b_se,e1b_converged,e1b_ok,e1b_method,e1b_llf_gap,t_e1b,e1a_p,e1a_coef,e1a_se,e1a_converged,e1a_ok,e1a_method,e1a_llf_gap,e1a_vc_model,e1a_vc_path,e1a_vc_persona_path,t_e1a,e2_est,e2_lo,e2_hi,e2_reject,e2_covers
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,0,6,19,1,0.0,0.0,0.0,True,0.36465977952606177,0.007882126417866193,0.008694911921135489,True,True,0.0026627031580591606,0.0010386387022249856,8.666220847211059e-05,0.0010441374183762556,9.811279296875,0.24708741553536195,0.007882126417866809,0.006809890187189753,True,True,powell,4.257048528996165,3.765575647354126,0.25716426400824055,0.007882126417867244,0.0069561326708708245,True,True,lbfgs,-0.0010745986501206062,6.620072555496425e-07,2.7794703166201405e-05,0.0008348188005986555,4.486066579818726,0.007882126417866035,-0.008479642427870842,0.022420481340208114,False,True
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,1,6,19,1,0.0,0.0,0.0,True,0.8270865837708261,-0.002883705594112744,0.013201384184022497,True,True,0.0027901520086707847,0.0004111556477396087,0.0003759795274029799,0.00038478301119342507,9.122989654541016,0.6767710820589534,-0.002883705594112053,0.006917462873559523,True,True,powell,11.356313844557008,3.2064149379730225,0.7032303232520887,-0.002883705594113628,0.00756950599790169,True,True,lbfgs,-0.027469135215369533,5.613669362101022e-06,3.974674394459031e-10,0.0010163071451994065,5.384208917617798,-0.0028837055941128547,-0.02013725401990125,0.01409524056781217,False,True
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,2,6,19,1,0.0,0.0,0.0,True,0.9396549151855094,0.0005145347501535423,0.006796701594430555,True,True,0.0025586344187835965,0.002775128201585323,3.92048828153485e-06,0.000525975823174951,9.843071460723877,0.938805028603006,0.0005145347501524445,0.006702125992700496,True,True,powell,0.5969837818824999,2.9091286659240723,0.9416105042366151,0.0005145347501532732,0.007024765941464331,True,True,powell,0.770729365554871,3.872823496994404e-14,5.616277909731736e-05,0.0008287048944856958,5.145501136779785,0.0005145347501529435,-0.015747824317696585,0.017132443232568583,False,True
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,3,6,19,1,0.0,0.0,0.0,True,0.6675151977062597,0.003254788834655184,0.007577016465765369,False,True,0.0030522737912727217,0.0017449219728917999,1.158754655307891e-05,0.0006661093077569498,10.649415016174316,0.6557799331371273,0.0032547888346537586,0.0073018731633880665,True,True,powell,1.0810751667004297,3.749870538711548,0.6382400358355833,0.0032547888346548862,0.006922712064267237,True,True,powell,0.42614853942950504,5.626090345875737e-14,3.136944900084743e-05,0.0008247043839568108,7.072025299072266,0.0032547888346547236,-0.006776965529425715,0.01316683246079552,False,True
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,4,6,19,1,0.0,0.0,0.0,True,0.4654575409138465,-0.005973199054494774,0.008183699738080962,True,True,0.002810869737622549,0.0047794716299242495,5.297831170275701e-05,0.0007463664510121932,9.205671072006226,0.39679293117190095,-0.005973199054495097,0.007049163636341415,True,True,powell,3.794574391265087,2.2393298149108887,0.4080733258537308,-0.005973199054492872,0.007220209233726298,True,True,lbfgs,-2.3128670818550745e-06,8.718494991961442e-07,0.00017969934703959998,0.0007515992623391156,4.313467979431152,-0.005973199054494928,-0.021011311819339667,0.009467370704030706,False,True
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,5,6,19,1,0.0,0.0,0.0,True,0.8988070162270057,0.0009406081194860947,0.007396548138890775,False,True,0.00273840935676751,0.0022204230037516136,1.9999964861873608e-05,0.001491547275235871,10.021313190460205,0.8924137961553167,0.0009406081194847808,0.006954561381188656,True,True,powell,2.57126610661453,3.6637606620788574,0.9074113813828885,0.0009406081194838527,0.008087475318550702,True,True,powell,0.9356217207932787,4.255114950025196e-14,5.917171838379856e-13,0.0011852512464643782,6.801634073257446,0.0009406081194847692,-0.01619029636772377,0.019294189996974215,False,True
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,6,6,19,1,0.0,0.0,0.0,True,0.08366765415745665,-0.014047827776533446,0.00812111358631164,True,True,0.002929018236735371,0.0018912610985844882,4.3698603080304805e-05,0.000527758677594619,9.960833072662354,0.04878046910332967,-0.014047827776532183,0.0071290478586690555,True,True,powell,3.439545298066605,3.605299472808838,0.04871744587134131,-0.014047827776530328,0.007127055864649694,True,True,powell,1.360917004649309,1.9338679840556447e-06,0.00021545791555907434,0.0006836808486391222,7.6447319984436035,-0.014047827776533304,-0.027942208050201662,-0.00025107751927867404,True,False
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,7,6,19,1,0.0,0.0,0.0,True,0.7136643536732084,0.0024342563763036294,0.006633949784328245,True,True,0.0023839720324578422,0.001043717481447427,6.555656988341685e-06,0.0013580160269203953,1.8960471153259277,0.7074667300094173,0.0024342563763036585,0.00648684391911732,True,True,powell,1.290857683617105,3.8615517616271973,0.7152569990294163,0.0024342563763034607,0.006672761101137252,True,True,powell,0.022762694836956143,3.5549343318340384e-14,0.00016616274218238654,0.0006213352393791626,6.055497646331787,0.0024342563763036593,-0.015815669313918628,0.020504079375739177,False,True
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,8,6,19,1,0.0,0.0,0.0,True,0.9141630959179643,-0.0007587221943756761,0.007038959775135924,True,True,0.002337137758047642,0.0019833166769022423,2.5633613724383454e-05,0.0005855344188094115,3.463470220565796,0.9051591876534629,-0.000758722194374921,0.006367970190345345,True,True,powell,2.9581889993141885,5.1637749671936035,0.9185668637054565,-0.0007587221943739763,0.0074210543732458265,True,True,lbfgs,-0.0006275901039316523,3.276876191107659e-06,5.252415578131002e-05,0.0009318609309029275,4.399059534072876,-0.0007587221943737326,-0.017847369933081263,0.01491262761413548,False,True
M6_S19_R1_sma0.0_rho0.0_beta0.0_shared,9,6,19,1,0.0,0.0,0.0,True,0.16626531038643078,0.009592362324602303,0.006929374275920792,True,True,0.0022598000989250233,0.002030529831132823,2.511183625553164e-05,0.0006814095600030539,2.7355573177337646,0.12540995194839466,0.009592362324603317,0.006259470052084179,True,True,powell,3.0954936409902984,4.285348653793335,0.13552349048032583,0.009592362324603278,0.006426309822961373,True,True,powell,1.8781082095101738,2.94455633841138e-06,8.680052108783678e-05,0.0006245635130560163,8.54328179359436,0.00959236232460178,-0.001854730676454688,0.020516698820146808,False,True
