cond,i,M,S,R,s_ma,rho,beta,e0_p,e0_coef,e0_ok,t_e0,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,e1_vc_path_arm,t_e1,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject
M6_S5_R3_sma0.03_rho0.0_beta0.0,0,6,5,3,0.03,0.0,0.0,0.3875477428744738,-0.0029024608577272607,True,24.54940152168274,0.45085261463758275,-0.012520619344474907,0.016605720389652256,True,True,0.0008299087632235711,0.0017569443926495412,0.0007452451347632367,9.399298226728761e-05,2.2231219444474786e-05,7.600173473358154,-0.012520619344478305,-0.0387586354764014,0.012191122907364186,False,True,-0.1318518518518519,-0.3077160493827161,0.03015432098765424,False
M6_S5_R3_sma0.03_rho0.0_beta0.0,1,6,5,3,0.03,0.0,0.0,0.021483766832591775,-0.007961676030554324,True,25.497583627700806,0.7508712482970472,-0.004944592425568315,0.01557397260896517,True,True,0.0009243196136520093,0.001666304579633309,0.000651908042844856,0.00015980105772852107,1.1763765043875494e-05,4.180546045303345,-0.004944592425570681,-0.027402239375010354,0.01777708762408261,False,True,-0.07061728395061734,-0.2335864197530864,0.09310493827160496,False
M6_S5_R3_sma0.03_rho0.0_beta0.0,2,6,5,3,0.03,0.0,0.0,0.7144167367751828,0.0013540676647427186,True,23.951553344726562,0.9536140353848053,0.0010360647558667702,0.017811295525576917,False,True,0.0008967773986517735,0.0010356975135511113,0.0008383681917386515,5.314464032147951e-05,4.464449437480872e-05,7.049994230270386,0.001036064755864967,-0.03139635142003342,0.027853828612770373,False,True,-0.025679012345678986,-0.1940864197530864,0.13760493827160486,False
M6_S5_R3_sma0.03_rho0.0_beta0.0,3,6,5,3,0.03,0.0,0.0,0.6931388084868655,-0.0013010647669386107,True,25.03060531616211,0.7658211889997236,-0.005744283002324087,0.019286125233776635,True,True,0.0009242557200574087,0.0007590671538483378,6.171149440321193e-05,1.1292813839320205e-06,0.0008271127809931087,6.490009546279907,-0.005744283002325035,-0.029187139448500057,0.015270706946564043,False,True,-0.08444444444444449,-0.2674876543209876,0.0768641975308641,False
M6_S5_R3_sma0.03_rho0.0_beta0.0,4,6,5,3,0.03,0.0,0.0,0.0015000256299470638,0.010996216263759368,True,26.200379371643066,0.5781115892043295,0.009013039188822857,0.016206269487774,False,True,0.0009238038122470246,0.0018579191888708076,0.0006678150534895792,2.803464924470575e-05,4.8772948187670165e-05,5.080138444900513,0.009013039188825626,-0.012169735564528685,0.03248245323664216,False,True,0.04617283950617285,-0.12445679012345676,0.22000617283950613,False
M6_S5_R3_sma0.03_rho0.0_beta0.0,5,6,5,3,0.03,0.0,0.0,1.57841929020294e-07,0.019043992124430892,True,24.807056188583374,0.3191629361006849,0.01851110145713367,0.018582094274957824,False,True,0.0008520677385304632,0.0012616429122438478,0.0009428373596046722,1.4840848775046698e-06,3.0200672852900738e-05,3.550184965133667,0.01851110145712881,-0.016857494650219334,0.05451774025568868,False,True,0.08814814814814814,-0.09189506172839505,0.24247530864197525,False
M6_S5_R3_sma0.03_rho0.0_beta0.0,6,6,5,3,0.03,0.0,0.0,7.3390397059696e-08,0.017854926410931525,True,0.9614977836608887,0.05597208652376639,0.019900036206033186,0.010412037062997937,True,True,0.0008578303274321638,0.0005867075043642294,0.00023145541489732688,3.424854802154524e-05,3.0489536675801258e-05,4.8662097454071045,0.019900036206035192,0.0015985608832827245,0.037015367695073347,True,False,0.26740740740740737,0.10518518518518521,0.4222345679012346,True
M6_S5_R3_sma0.03_rho0.0_beta0.0,7,6,5,3,0.03,0.0,0.0,0.04628765329623531,0.006369347665673858,True,1.8912489414215088,0.8873371672973243,-0.0015857363271635603,0.011192818952043479,True,True,0.0008207992770699465,0.0008968663185335094,0.0002827392835923103,8.66168133305189e-05,3.1981960735517174e-05,4.876827239990234,-0.0015857363271657124,-0.021307331152259357,0.015399379527272779,False,True,-0.04493827160493824,-0.21488888888888885,0.13161111111111107,False
M6_S5_R3_sma0.03_rho0.0_beta0.0,8,6,5,3,0.03,0.0,0.0,1.84401743543829e-05,0.015763397056036896,True,3.64717173576355,0.544992867507373,0.014856546863481803,0.024544910043570026,False,True,0.0009680414839735907,0.0043380586334781195,0.0017182368829281223,0.00016675787713812254,2.0487371067590634e-05,3.3200430870056152,0.014856546863476618,-0.01847581162062902,0.043214251448536384,False,True,0.09876543209876543,-0.07114814814814815,0.2601358024691357,False
M6_S5_R3_sma0.03_rho0.0_beta0.0,9,6,5,3,0.03,0.0,0.0,0.02723594537632652,-0.007340970040709631,True,1.9826149940490723,0.21964012314902415,-0.013613576943952295,0.011090620303098377,False,True,0.0009086122924656374,0.0010547959952961132,0.0002655125527779512,4.0397987853512095e-06,3.576572542787488e-05,2.575955629348755,-0.013613576943951404,-0.03203383679687015,0.00751837802754639,False,True,-0.15999999999999998,-0.3198333333333333,0.019512345679012288,False
