cond,i,M,S,R,s_ma,rho,beta,gpath,e0_p,e0_coef,e0_ok,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject,t_e1
M6_S10_R1_sma0.0_rho0.0_beta0.05,0,6,10,1,0.0,0.0,0.05,0.04,2.3072976786146623e-15,0.04923176882291874,True,7.745181177493645e-27,0.05552638682020996,0.005177150135222723,True,True,0.0008040220401675781,0.0031312236626873514,6.446551157986888e-09,0.0017475087232361542,0.055526386820212666,0.04058572730776107,0.07439412873177234,True,True,0.42944444444444446,0.2522083333333333,0.5905833333333332,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,1,6,10,1,0.0,0.0,0.05,0.04,1.2386841069273186e-19,0.0470891953123116,True,8.065993816127206e-20,0.0485663358660351,0.005329760961470979,True,True,0.0008185546691074332,0.0008622740864329317,3.3635888085185145e-06,0.0010256383609993582,0.04856633586603486,0.03383195139565355,0.06299676114235286,True,True,0.46611111111111114,0.28438888888888897,0.6355555555555557,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,2,6,10,1,0.0,0.0,0.05,0.04,7.578052367206421e-15,0.046333563503380026,True,1.5261570326994243e-18,0.05037085312057265,0.00573195442448975,True,True,0.0009136874695473887,0.0022352951849876446,7.19715761854596e-06,0.0022335849201207372,0.05037085312057337,0.029888275476568367,0.06987176339489888,True,True,0.35888888888888887,0.16943055555555556,0.5278194444444443,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,3,6,10,1,0.0,0.0,0.05,0.04,7.038935492400802e-13,0.046893951969905825,True,4.5193960802754346e-05,0.03956081682480802,0.009698217107980045,True,True,0.0008766627554980951,0.0003730452183761912,0.00019449996967073823,0.0027508159275693002,0.03956081682480669,0.02544183281370189,0.052743965018072624,True,True,0.39222222222222225,0.1993055555555556,0.5700138888888889,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,4,6,10,1,0.0,0.0,0.05,0.04,1.0110691327663951e-26,0.05222702263349208,True,4.683970306686228e-18,0.052203616905371036,0.006027562980700007,False,True,0.0009501612473619733,0.0076807655395889135,1.3978421722713006e-05,0.0006451711262683284,0.05220361690536915,0.0320975335732563,0.07046086059355543,True,True,0.39999999999999997,0.21552777777777773,0.5778055555555555,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,5,6,10,1,0.0,0.0,0.05,0.04,3.94569442413413e-15,0.0485506751342301,True,7.413777734285211e-12,0.046479357796502675,0.0067858589105658975,True,True,0.0008825869339581826,0.001627015888574451,4.9884950066500215e-05,0.002103510574683421,0.04647935779650272,0.026289013782861616,0.06615909010991046,True,True,0.4361111111111111,0.2483333333333333,0.6183888888888889,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,6,6,10,1,0.0,0.0,0.05,0.04,1.2125267656145931e-18,0.0500554090854002,True,5.327421093134855e-15,0.053923036846686596,0.0068964726178539675,False,True,0.0009278980886948818,0.00827329299212232,4.989419483693891e-05,0.0012626666490391275,0.05392303684668649,0.03574380506530954,0.07281994263897168,True,True,0.3094444444444444,0.10998611111111116,0.4945,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,7,6,10,1,0.0,0.0,0.05,0.04,2.194407411666281e-17,0.049929653593586136,True,2.8886711192821144e-05,0.04418588614168394,0.01056555416335008,False,True,0.0009337229810216059,0.0037966407245431065,0.0002415205062338966,0.0016469331122545051,0.044185886141684304,0.02275298105345676,0.067547787714959,True,True,0.3111111111111111,0.10722222222222227,0.508888888888889,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,8,6,10,1,0.0,0.0,0.05,0.04,1.2932281911293526e-16,0.04771825272311995,True,4.3090215377503565e-12,0.039605101504363124,0.005717780235532067,True,True,0.0009349446726622565,0.00048503473132167907,4.584565199295772e-06,0.0034143609604789338,0.03960510150436238,0.02172500498919212,0.05661179483651184,True,True,0.43277777777777776,0.24106944444444445,0.6068055555555555,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,9,6,10,1,0.0,0.0,0.05,0.04,1.416526089480938e-35,0.05858348700186266,True,7.2970460439241025e-09,0.05349280629534101,0.0092485045249727,False,True,0.0008793896084526359,0.0005406503689548494,0.0001686655470000607,0.0028402422330445964,0.053492806295341394,0.03764723462451058,0.06824117589194831,True,True,0.5972222222222223,0.438875,0.745013888888889,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,10,6,10,1,0.0,0.0,0.05,0.04,1.095316407206864e-11,0.0422773985796727,True,0.0009042321115847199,0.04014899626517061,0.012097647032083627,False,True,0.0008779588760649124,0.0027978804841793303,0.0003512633035321385,0.0016161504642831779,0.040148996265168546,0.018920941148484666,0.06289241663966284,True,True,0.31055555555555553,0.1166666666666667,0.5055694444444444,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,11,6,10,1,0.0,0.0,0.05,0.04,2.2190040107267644e-18,0.05213777450868234,True,3.534231899487834e-18,0.048377438922689114,0.005565191514762026,True,True,0.000918706953247393,0.0009450631069740987,1.0433744631969259e-06,0.0027683550780668383,0.048377438922689794,0.03170440682491605,0.06491045503654165,True,True,0.4611111111111111,0.2711111111111111,0.63225,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,12,6,10,1,0.0,0.0,0.05,0.04,5.3417646139529056e-20,0.048724844967429216,True,1.6243600607192962e-09,0.04684917113400936,0.007767405085233821,False,True,0.0009152744584455693,0.004852799337476438,8.947029942979161e-05,0.0010452900679296879,0.04684917113401003,0.028849550534458427,0.0644495341407168,True,True,0.3516666666666666,0.16211111111111115,0.5478749999999999,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,13,6,10,1,0.0,0.0,0.05,0.04,2.0240000825843558e-19,0.05478059455090931,True,2.069694033635539e-20,0.060485453645524274,0.006532835638044378,True,True,0.0008905946289936903,0.0019218423565697078,3.8974361521739936e-05,0.002632499666402219,0.060485453645524954,0.04409806495704331,0.07904552484227663,True,True,0.45166666666666666,0.26275,0.6194722222222222,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,14,6,10,1,0.0,0.0,0.05,0.04,1.6217983398548673e-22,0.04996482760956094,True,1.1741828237665291e-11,0.04538986138652916,0.0066913606810568745,True,True,0.0008854193196295246,0.002891473544782082,4.5780991329030426e-05,0.0016329574469880813,0.04538986138652845,0.030569863699339877,0.06160320310949879,True,True,0.3711111111111111,0.17276388888888886,0.5478749999999999,True,0.0
M6_S10_R1_sma0.0_rho0.0_beta0.05,15,6,10,1,0.0,0.0,0.05,0.04,1.4936072679593125e-18,0.0483832831539479,True,5.887393813973774e-11,0.05273084895954837,0.008054730443495847,True,True,0.0009361799180287906,0.009983714034675878,0.00010101805574925501,0.0008103334932693051,0.05273084895954812,0.035450691113970076,0.07003494147511807,True,True,0.31444444444444447,0.12658333333333338,0.48333333333333334,True,0.0
