cond,i,M,S,R,s_ma,rho,beta,gpath,e0_p,e0_coef,e0_ok,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject,t_e1
M3_S10_R1_sma0.0_rho0.0_beta0.0,0,3,10,1,0.0,0.0,0.0,0.04,0.272928015665862,-0.00948009674509505,True,0.5746466888135251,-0.004520297168826847,0.008054393556629163,True,True,0.000919034637178882,0.0034847873082060627,5.406419629717062e-06,0.0020719054306127687,-0.004520297168826766,-0.030100470477358972,0.013299406777569545,False,True,0.013333333333333364,-0.26894444444444443,0.3155555555555556,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,1,3,10,1,0.0,0.0,0.0,0.04,0.4778874354650071,-0.004426802825792252,True,0.8001112775993882,0.001981587373420651,0.007826078903563101,True,True,0.000777978444236016,0.0010736881678576119,1.4073422083591622e-05,0.0010502556316590813,0.0019815873734205154,-0.02575344987917482,0.026093488135497684,False,True,0.026666666666666616,-0.2779444444444444,0.33338888888888885,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,2,3,10,1,0.0,0.0,0.0,0.04,0.6864337584726015,-0.002820822286017638,True,0.468662848871622,-0.005740838065708124,0.007922151879802991,True,True,0.0009190444198792558,0.0013482317806025306,2.2362936220730833e-06,0.0009412306469211253,-0.005740838065708161,-0.025843784807357172,0.017601917311324197,False,True,-0.03333333333333338,-0.3067222222222222,0.2645,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,3,3,10,1,0.0,0.0,0.0,0.04,0.38176302284088715,-0.006834476492363074,True,0.808652903045779,-0.0037627155562704436,0.015537866206084003,True,True,0.0008662843727708937,0.0017519097878741492,0.0002755094920801692,0.0006978146610544288,-0.003762715556271187,-0.03060442129659698,0.02560305515885934,False,True,-0.037777777777777743,-0.3267222222222222,0.25555555555555554,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,4,3,10,1,0.0,0.0,0.0,0.04,0.5254764657153637,0.004372244442694657,True,0.15594481130192622,0.01242460847634625,0.00875685965194517,True,True,0.0009448518810527897,0.009204920512966142,2.0538698340517963e-05,0.0013124680713570073,0.01242460847634615,-0.016817957438229007,0.040441308754760465,False,True,0.046666666666666634,-0.2511666666666666,0.3289444444444444,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,5,3,10,1,0.0,0.0,0.0,0.04,0.3184943424608485,-0.00768133914974869,True,0.9321267542402014,-0.0006987589344051366,0.008204347034469893,True,True,0.0009621078026977355,0.008126404612854743,4.756185123248036e-06,0.00152480005235462,-0.0006987589344051608,-0.025174564709716372,0.021356434294568596,False,True,-0.015555555555555545,-0.30444444444444446,0.2667222222222222,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,6,3,10,1,0.0,0.0,0.0,0.04,0.8248075938812907,0.0020554123689819305,True,0.2391719184955532,0.008836870764859743,0.0075075845982538825,True,True,0.0008454532905726953,0.0019811817133331367,4.1069263994530297e-10,0.0024480479665525815,0.008836870764859872,-0.017601936019542592,0.0340391561942683,False,True,0.04222222222222222,-0.26666666666666666,0.33338888888888885,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,7,3,10,1,0.0,0.0,0.0,0.04,0.5865175780628642,0.004656669140178462,True,0.9783763663974072,0.00035942238380011444,0.013260604864408233,True,True,0.0009589619857828931,0.0011810286515762803,0.00016786926347666205,0.0012844874769086863,0.00035942238380010045,-0.02406614911612679,0.023921595704748652,False,True,0.00888888888888889,-0.28011111111111114,0.2956111111111111,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,8,3,10,1,0.0,0.0,0.0,0.04,0.41396054134192883,-0.0060232934262421075,True,0.5853610620819885,-0.005734075489111608,0.010510233367183559,False,True,0.0010557609279904286,0.00012161901411021709,6.012141534994492e-05,0.0015798791279060906,-0.005734075489111565,-0.02557982699476757,0.014828302687405443,False,True,-0.10888888888888887,-0.4311666666666666,0.17338888888888884,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,9,3,10,1,0.0,0.0,0.0,0.04,0.4422087062053548,-0.006344601879201104,True,0.28966222486976845,-0.00852508859717248,0.008051173233362203,True,True,0.0009705601195135448,0.002590059547160306,1.7607369905822117e-07,0.0025214980098776027,-0.00852508859717254,-0.0329446718780335,0.013636412041448434,False,True,-0.02888888888888891,-0.31777777777777777,0.25333333333333335,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,10,3,10,1,0.0,0.0,0.0,0.04,0.983296018276722,-0.0001696957856652065,True,0.46605104152132004,-0.006065798928836578,0.008321633286565626,False,True,0.0009675754511321662,1.3259996830313397e-05,7.116825720898644e-06,0.0026496494282468052,-0.006065798928836615,-0.024827570730139224,0.014369924102453746,False,True,-0.1266666666666667,-0.43783333333333335,0.16894444444444437,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,11,3,10,1,0.0,0.0,0.0,0.04,0.7556098616766115,-0.0020446500905295937,True,0.8257007458993173,0.0023981372094942725,0.010889792661438845,True,True,0.000940624398607588,0.0011817252360166364,8.381893645293346e-05,0.0010112927819846474,0.002398137209494234,-0.015172684145228856,0.025736790743736932,False,True,0.048888888888888926,-0.25555555555555554,0.3466666666666667,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,12,3,10,1,0.0,0.0,0.0,0.04,0.7504567903699252,0.0023174843085349583,True,0.4547088387494693,-0.005721964351848079,0.007653903015698576,False,True,0.0008766498369554111,0.002252867261523661,2.0836336503608201e-07,0.001782487532229177,-0.0057219643518479305,-0.0240094290893367,0.013103763545060642,False,True,-0.06666666666666665,-0.35777777777777775,0.23788888888888882,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,13,3,10,1,0.0,0.0,0.0,0.04,0.8800196195912847,-0.0009831011993704736,True,0.7749079640237232,0.002867011638494275,0.010025882092431437,False,True,0.0008875353306277402,0.0005472287108444155,6.202393453423156e-05,0.0011483124393320782,0.0028670116384942406,-0.01757267690541653,0.023973674180595286,False,True,-0.00888888888888889,-0.32,0.2688888888888889,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,14,3,10,1,0.0,0.0,0.0,0.04,0.5733207708474328,0.0038953263542369134,True,0.2385218444598861,0.011787062068859643,0.01000014187431761,True,True,0.0008725857017707694,0.002843685139592583,6.274568608264538e-05,0.0011308386202269177,0.01178706206885977,-0.011386510041479503,0.03485746474123677,False,True,0.14666666666666667,-0.15111111111111114,0.43999999999999995,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,15,3,10,1,0.0,0.0,0.0,0.04,0.3159848025850758,-0.006773722328172108,True,0.12861759045072835,-0.011326629608807698,0.0074538095550608745,True,True,0.0008330154496942796,0.003961867645495057,3.7370355246154253e-08,0.0009285232504277671,-0.011326629608807518,-0.028380176025710222,0.0056170713657863105,False,True,-0.08000000000000002,-0.38455555555555554,0.21999999999999997,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,16,3,10,1,0.0,0.0,0.0,0.04,0.6192762061184807,0.00426712610984495,True,0.9462470206324783,0.00053028618421579,0.007865365656706586,False,True,0.000827965631315307,0.004906470467863927,9.999402239017722e-06,0.0014093418691564804,0.0005302861842157854,-0.01930222912889698,0.02181861011109836,False,True,0.040000000000000036,-0.26,0.34011111111111103,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,17,3,10,1,0.0,0.0,0.0,0.04,0.017715748791485377,-0.014325836689747167,True,0.14873943185757732,-0.011520752053419724,0.00797836911475078,True,True,0.0008628707800441401,0.004833039138135141,9.194482592399596e-06,0.0010418633656409302,-0.011520752053419651,-0.032377637027141866,0.009306057594763353,False,True,-0.1044444444444444,-0.41338888888888886,0.19794444444444434,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,18,3,10,1,0.0,0.0,0.0,0.04,0.23515683176841362,0.009444758061092422,True,0.04877577559483763,0.01583751348361319,0.008037117515541564,True,True,0.0008427335261786931,0.0002736872736926216,1.261953432006922e-05,0.0016954945235984032,0.015837513483613303,-0.010638467889388992,0.041570935577657,False,True,0.2177777777777778,-0.09777777777777774,0.4933888888888889,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,19,3,10,1,0.0,0.0,0.0,0.04,0.459013062314395,-0.005622842720038724,True,0.36812337047363575,0.006680847499679507,0.0074232122413087544,True,True,0.0008215684798103136,4.606270352618855e-05,4.992719882406443e-07,0.0012217026171936656,0.00668084749967933,-0.016188694013498546,0.030391734786730632,False,True,0.12222222222222223,-0.16449999999999995,0.3977777777777778,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,20,3,10,1,0.0,0.0,0.0,0.04,0.28294627067936784,0.008906895209090913,True,0.3183822670646357,0.008436032182880568,0.00845473574521382,False,True,0.0009813036403724183,4.002128313431416e-05,9.093470744850194e-06,0.0016097762970582069,0.008436032182880134,-0.022053272569092366,0.039405504927659596,False,True,0.08666666666666667,-0.21999999999999997,0.3800555555555555,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,21,3,10,1,0.0,0.0,0.0,0.04,0.3431575817309681,0.007957565766787031,True,0.028010451475365693,0.01655172356423671,0.007533304118823676,True,True,0.0008505612054148969,0.0013783305360609971,6.988587853945344e-08,0.0013728793829786581,0.01655172356423684,-0.009563101898979874,0.043748550406766534,False,True,0.2088888888888889,-0.09777777777777774,0.48672222222222217,False,0.0
M3_S10_R1_sma0.0_rho0.0_beta0.0,22,3,10,1,0.0,0.0,0.0,0.04,0.7711119061586114,-0.0022525731040723977,True,0.5872612617356274,0.004309650931871546,0.007939533624327663,True,True,0.0009178433773483511,0.004475593207649635,2.769953522911629e-06,0.0015422030077641923,0.004309650931871619,-0.024164267229178332,0.03223349157795885,False,True,0.026666666666666616,-0.2888888888888889,0.31777777777777777,False,0.0
