cond,i,M,S,R,s_ma,rho,beta,shared,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,t_e1,e1b_p,e1b_coef,e1b_se,e1b_converged,e1b_ok,e1b_method,e1b_llf_gap,t_e1b,e1a_p,e1a_coef,e1a_se,e1a_converged,e1a_ok,e1a_method,e1a_llf_gap,e1a_vc_model,e1a_vc_path,e1a_vc_persona_path,t_e1a,e2_est,e2_lo,e2_hi,e2_reject,e2_covers
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,0,6,19,1,0.0,0.0,0.05,False,0.059236238930279156,0.04523199123394785,0.02397748647822747,True,True,0.0035931095862463034,0.0011065475013497708,0.0015356485425849305,0.00011416746845645457,10.718082427978516,1.0258021168003517e-08,0.04523199123393053,0.007898843830443666,True,True,powell,10.35252749950314,5.465335845947266,8.47244611899113e-37,0.045231991233928806,0.003569494176842661,True,True,powell,9.959592008892287,3.844168254481034e-06,5.135426135444529e-06,4.716920294917358e-05,9.843432903289795,0.04523199123392913,0.036623917643832334,0.054038213694130796,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,1,6,19,1,0.0,0.0,0.05,False,0.0024866107310185528,0.0538215195915472,0.017792437820168736,True,True,0.0034407584780217246,0.0006692408562757812,0.0007686199792788401,0.00020917927536679578,11.726562023162842,4.106101657140016e-12,0.05382151959154382,0.007762554261833446,True,True,powell,7.973325904373269,6.335107326507568,5.093879487307941e-44,0.05382151959154282,0.003867714173611192,True,True,powell,12.921160637924004,1.256824376244183e-13,6.573509184906195e-05,9.019224924654036e-06,17.62386989593506,0.05382151959154552,0.04465696035595655,0.06397429612841309,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,2,6,19,1,0.0,0.0,0.05,False,2.9716396054871946e-08,0.04613511631375378,0.008322981877384597,True,True,0.0037251655385772777,0.002136193351149988,1.1754737858178335e-05,0.00016687483216560418,11.197173118591309,8.171850632486331e-09,0.04613511631375434,0.008002795952795665,True,True,powell,3.8836128750731405,5.496536016464233,1.5563365429296662e-39,0.046135116313757475,0.0035065733777361807,True,True,powell,16.62843283764687,2.0749921419124995e-06,3.166744746330448e-05,1.194478250948962e-13,13.106439352035522,0.04613511631375744,0.036087071362502075,0.05669791799314274,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,3,6,19,1,0.0,0.0,0.05,False,1.1522231620941171e-09,0.05145643379291889,0.008453837317759554,True,True,0.00407363460054953,0.002007560317867631,2.751038598640187e-10,0.00027641200208825434,11.037923336029053,1.1529736426198362e-09,0.05145643379291451,0.008453982173095483,True,True,powell,3.0216341201594332e-05,5.701856851577759,8.857223191339432e-44,0.05145643379291535,0.0037083094672268908,True,True,powell,16.634141064170308,2.3454196569202824e-06,3.458257922509221e-05,1.0607290613533084e-05,9.560866117477417,0.05145643379291489,0.04182293915056453,0.06098519613860865,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,4,6,19,1,0.0,0.0,0.05,False,2.374445714163732e-10,0.05185633345007113,0.008185774686111615,False,True,0.0036658055130526375,0.0034289451149579916,8.083589369432664e-06,7.441582474537745e-05,15.123628377914429,8.933651318017149e-11,0.051856333450069535,0.007997613571388111,True,True,powell,0.7759942908642188,9.541234016418457,1.2632916737448e-45,0.05185633345006546,0.0036576592199174048,True,True,powell,17.239092551162003,4.323614467281664e-06,2.942184426889895e-06,3.299150258814552e-05,10.549001932144165,0.05185633345006937,0.04161711214556054,0.06205690023497424,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,5,6,19,1,0.0,0.0,0.05,False,3.926608421682399e-09,0.04967679920151682,0.008438022957719548,False,True,0.0037754749534600544,0.0017538630126089651,1.4891486228156638e-05,0.00023521833019285703,13.05529260635376,9.224326769892199e-10,0.04967679920151937,0.008114095506092923,True,True,powell,1.1957517480936986,7.153902053833008,1.385448143746796e-51,0.04967679920151935,0.0032876155478763595,True,True,powell,17.519934509550012,1.1206878065528299e-13,3.1492549883015914e-05,1.767693739260221e-13,13.684849500656128,0.04967679920151749,0.03828996346057614,0.06182005446799642,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,6,6,19,1,0.0,0.0,0.05,False,0.00011424409235638034,0.053412815127927275,0.013844117975579523,False,True,0.003485542781711736,0.0008756210871394155,0.0003915291874751827,5.565743263051886e-05,12.825490236282349,7.984883878417927e-12,0.05341281512792572,0.007810239920966588,True,True,powell,5.802626127719577,7.486615896224976,9.004569129905657e-46,0.053412815127930696,0.003761145688433915,True,True,powell,15.092308122548275,1.4219552353857006e-05,3.813709191302288e-05,3.048822832614783e-06,12.798519849777222,0.05341281512792658,0.041618484891308,0.06609943229503201,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,7,6,19,1,0.0,0.0,0.05,False,0.005970326373593349,0.053931531806457204,0.019615698373650195,False,True,0.003460590081211887,0.0021156873061566853,0.0009721905479943084,0.0002568285813046203,3.168834924697876,5.439603815680696e-12,0.053931531806460764,0.007823415168594873,True,True,powell,11.686886813902674,7.459882497787476,8.841411299588687e-52,0.05393153180646029,0.0035622234773771914,True,True,powell,18.216948233334506,1.1899722641056255e-13,6.528097159467242e-05,1.2631705383111467e-13,10.073500871658325,0.05393153180645951,0.04514488506515173,0.062487811336812187,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,8,6,19,1,0.0,0.0,0.05,False,1.4113377578068505e-10,0.05180217235043244,0.008075586228310297,True,True,0.003710973561857966,0.0010822266590038117,3.3088080008911014e-07,0.00023872782667740664,4.202428340911865,1.3613396721294844e-10,0.051802172350437756,0.008068677013559964,True,True,powell,0.13326321751947034,8.147382259368896,5.1863257188181e-44,0.05180217235043532,0.0037229441844021443,True,True,powell,12.887080277416317,1.0996681802412954e-13,8.008365021974984e-05,1.5001530653765995e-13,15.95535159111023,0.05180217235043363,0.04099481995133553,0.06241621795594011,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,9,6,19,1,0.0,0.0,0.05,False,8.27243394647783e-11,0.04867727106738932,0.007493928249008348,False,True,0.0031957991638543663,0.002080040819384057,2.769258115413743e-07,0.00013300485603602656,3.6196653842926025,7.827643618520771e-11,0.04867727106738911,0.007484347978027706,True,True,powell,0.09364855335752509,6.5994579792022705,7.39412241951782e-38,0.04867727106738523,0.0037846711766185244,True,True,powell,10.834733568042793,1.3040864152185452e-13,3.633594263080806e-05,3.7795569915996204e-05,12.010754108428955,0.0486772710673883,0.03681721123685232,0.06116163009147185,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,10,6,19,1,0.0,0.0,0.05,False,1.5971991565357362e-09,0.0479687123797361,0.007949430514710976,True,True,0.0034519892431257885,0.003326682927874883,7.896692149603166e-06,0.0002546435566564031,5.064872741699219,6.487229319741746e-10,0.04796871237973265,0.007764298364656184,True,True,powell,0.7351556559615346,7.828516483306885,3.887081981534758e-35,0.04796871237973342,0.003878408872659039,True,True,powell,12.290491489002534,1.1816032396808793e-13,8.41283590978343e-05,4.736872826261919e-06,14.644895792007446,0.04796871237973289,0.036490820036395664,0.05951601738625097,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,11,6,19,1,0.0,0.0,0.05,False,0.028298396007176596,0.046844725000975446,0.02135980915307617,True,True,0.0035171496390026466,0.0005549680045389152,0.0011836112022726557,0.00010121763558805715,2.2680697441101074,1.8367006033665718e-09,0.04684472500097393,0.007792353336518292,True,True,powell,10.834351234814676,5.8373963832855225,3.903409427203713e-38,0.04684472500097603,0.0036282879376973165,True,True,powell,18.179189924655702,1.3778661286421124e-05,1.70257220767009e-05,1.4216221049960115e-13,12.716179370880127,0.04684472500097813,0.03616648044912619,0.057954254936973114,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,12,6,19,1,0.0,0.0,0.05,False,0.004880390191057133,0.049638003084972626,0.017634494038197893,False,True,0.004134448669559122,0.005707780097606503,0.0007153235783939716,0.00022211240956175984,3.9665448665618896,5.71685757434543e-09,0.049638003084971453,0.008521784942636168,True,True,powell,7.345661652582294,5.602631568908691,1.5013514524314922e-45,0.04963800308497318,0.0035041868096820417,True,True,powell,14.987949267353315,1.174319396433777e-13,3.8096065439128e-05,2.2664652386281165e-13,12.536877155303955,0.04963800308497142,0.03926004153482061,0.058872704028586985,True,True
M6_S19_R1_sma0.0_rho0.0_beta0.05_modelspecific,13,6,19,1,0.0,0.0,0.05,False,0.0020309997622649,0.04589884310428415,0.014874880119460818,False,True,0.0037435452847018593,0.0018740447035483715,0.0004667574765101619,0.0001387313067281237,3.8253719806671143,1.4510429741655329e-08,0.045898843104282896,0.008098956636010764,True,True,powell,6.674043666582293,6.876951217651367,7.557814097514966e-38,0.045898843104283125,0.0035691172993820887,True,True,powell,14.197380186582677,2.790680701626839e-13,1.2141523226033945e-06,4.5213247392812835e-05,10.77057147026062,0.04589884310428343,0.035101673552730944,0.05761369203870889,True,True
