scenario,policy,theta,theta_labels,n_cells,n_seeds,mcr,mcr_lo,mcr_hi,mcr_B,mcr_B_lo,mcr_B_hi,mcr_D,mcr_D_lo,mcr_D_hi,band_mas,band_mas_lo,band_mas_hi,mcr_window,mcr_window_lo,mcr_window_hi,oracle_switches,oracle_switches_lo,oracle_switches_hi,window_switches,window_switches_lo,window_switches_hi,coverage,coverage_lo,coverage_hi,share_target_lo,share_target_lo_lo,share_target_lo_hi,share_target_hi,share_target_hi_lo,share_target_hi_hi,share_agent_outside,share_agent_outside_lo,share_agent_outside_hi
bull_trap,L5_full_level_free,0.002,theta_cost,300,100,0.05635196589903409,0.051301491420633935,0.06175824767609309,0.0011131797592695036,0.0010581068037528577,0.0011646309108203523,0.05523878613976456,0.050366491245330956,0.060881641145761084,0.0011122694347226604,0.0010613011257175902,0.0011672611829040194,0.057424000866007886,0.051606956426359256,0.06431479927879924,7.79,6.94,8.62525,1.31,1.12,1.52,0.9831,0.9805737500000001,0.9858499999999999,0.22852313897118418,0.20292266679532606,0.2553169526101006,0.7714768610288157,0.7462775131903617,0.797417079674518,0.3191594068716803,0.30523020747358637,0.3323367208215989
bull_trap,L5_level_free,0.002,theta_cost,300,100,0.05952281298644562,0.0544820006319194,0.06480404291103768,0.0009533245780453296,0.0008850046021515992,0.0010245106562276009,0.058569488408400275,0.05345570032452099,0.06351524249293071,0.0009526589468532995,0.0008871881338922934,0.0010245912726049137,0.06002253349412572,0.05465176030926813,0.06489401087581008,7.79,6.8847499999999995,8.74,1.31,1.0947500000000001,1.5,0.9831,0.9806475000000001,0.98552625,0.22852313897118418,0.20178995699315996,0.2608554241293571,0.7714768610288157,0.7446563961443815,0.7987666328622972,0.27336434582981506,0.254283118594816,0.2928283516102995
bull_trap,always_buy,0.002,theta_cost,300,100,0.5209620388724302,0.5157919153502646,0.5263971499991755,0.36666666666666714,0.36666666666666703,0.36666666666666703,0.15429537220576292,0.1489674213831509,0.1596102248662015,0.36666666666666664,0.36666666666666653,0.36666666666666653,0.5224166666666665,0.5159166666666666,0.5286666666666665,7.75,6.86,8.6405,1.31,1.1147500000000001,1.51,0.9831,0.98042375,0.9856762500000001,0.22852313897118418,0.20098632516972312,0.25381055491361804,0.7714768610288157,0.7442489278054336,0.7974669654966008,0.6666666666666666,0.6666666666666666,0.6666666666666666
bull_trap,always_hold,0.002,theta_cost,300,100,0.1237943888710151,0.12061250715374808,0.12713686061521795,0.0019338406514723772,0.0012621574949145422,0.002623273917557193,0.12186054821954267,0.11854241551326528,0.12469079516227682,0.001900167029553689,0.0012714163675274573,0.002668088483382824,0.12269219411333665,0.11937982881054657,0.12595381480991716,7.79,6.94475,8.641499999999999,1.31,1.13,1.52,0.9831,0.9804500000000002,0.9857999999999999,0.22852313897118418,0.20281916684179946,0.2585867692845288,0.7714768610288157,0.7448361058556534,0.7984975163310868,0.05926288306836731,0.04253267494367059,0.07619784289173286
bull_trap,always_sell,0.002,theta_cost,300,100,0.47903796112757135,0.4738091314288467,0.48431079770154345,0.4333333333333335,0.4333333333333336,0.4333333333333336,0.045704627794236806,0.04007645079220891,0.051618172750846694,0.43333333333333335,0.4333333333333334,0.4333333333333334,0.47758333333333347,0.4713333333333333,0.4847145833333335,7.79,6.94475,8.65,1.31,1.1,1.5052499999999998,0.9831,0.9801712500000002,0.9857262500000001,0.22852313897118418,0.20350797751833338,0.25708667620674375,0.7714768610288157,0.743659587398431,0.7987467875201769,1.0,1.0,1.0
bull_trap,band_hi,0.002,theta_cost,300,100,0.048552632486168826,0.04328836647462825,0.053843006761425456,0.0014995660527039156,0.0014372090551680418,0.001560510972049171,0.0470530664334649,0.0422728050561838,0.052182099181689465,0.0015036391252674483,0.0014463701615396872,0.001560650951087454,0.04704460438086534,0.04130634082291927,0.05347809960803668,7.79,6.924250000000001,8.61525,1.31,1.0947500000000001,1.52,0.9831,0.98015,0.98567625,0.22852313897118418,0.20132851206287394,0.2549103585069315,0.7714768610288157,0.745254400786462,0.7965493236476795,0.4022158237064832,0.39151881407507905,0.412541584319876
bull_trap,band_lo,0.002,theta_cost,300,100,0.15511625543756524,0.14973912854570726,0.16015224618299034,0.0012960807481892384,0.0012630775082960962,0.0013277031216228456,0.15382017468937587,0.14836846051842179,0.15928212546188517,0.0012951193866546117,0.0012605600159271066,0.001327379137568168,0.15650468518698732,0.14967468227253833,0.16308296381364543,7.75,6.8895,8.64575,1.31,1.12,1.5052499999999998,0.9831,0.9803474999999999,0.9858025,0.22852313897118418,0.20178647086262938,0.2570216635235829,0.7714768610288157,0.7439206288802637,0.7984686864214496,0.40348209184213585,0.3977219753320108,0.40931684599608675
bull_trap,buy_day1_hold,0.002,theta_cost,300,100,0.5209620388724302,0.5152195747072005,0.5262440639784035,0.36666666666666714,0.36666666666666703,0.36666666666666703,0.15429537220576292,0.1487622715939829,0.15916096724457257,0.36666666666666664,0.36666666666666653,0.36666666666666653,0.5224166666666665,0.5157854166666666,0.5281666666666667,7.75,6.9647499999999996,8.58525,1.31,1.13,1.5,0.9831,0.9801737500000001,0.9858000000000001,0.22852313897118418,0.2003755375333296,0.25729350925916294,0.7714768610288157,0.7463574264342551,0.7992359579960974,0.6666666666666666,0.6666666666666666,0.6666666666666666
bull_trap,constant_mix,0.002,theta_cost,300,100,0.10070524632661207,0.10059027219468973,0.10082402096520288,0.0,0.0,0.0,0.10070524632661207,0.10060169743047076,0.10080987447772963,0.0,0.0,0.0,0.10053581011377129,0.10042852176411933,0.10064612764046837,7.79,6.93,8.66575,1.31,1.11,1.52,0.9831,0.9803,0.9857024999999999,0.22852313897118418,0.19949345214886696,0.25547357641193974,0.7714768610288157,0.7461472607576799,0.7994509343543256,0.0,0.0,0.0
bull_trap,mandate_conditional_oracle,0.002,theta_cost,300,100,0.02792595609669508,0.025109689866869823,0.0310443904189183,0.0012717566033014884,0.0012056757095963808,0.0013283429027765405,0.026654199493393586,0.023543644541761142,0.0294538344561286,0.0012719765241888243,0.0012072691235013567,0.0013370692632331245,0.027662197847807945,0.024385154873045517,0.031385554182573557,7.79,6.95475,8.66575,1.31,1.12475,1.5,0.9831,0.98032375,0.9857262500000002,0.22852313897118418,0.20082170954943307,0.25336817634351294,0.7714768610288157,0.7421684157526132,0.7983972127685325,0.35658360302124475,0.34387268228916973,0.37018516288098563
bull_trap,mean_reversion,0.002,theta_cost,300,100,0.376620959820234,0.3596982054675944,0.39094878582803805,0.3211035502615647,0.30639484130031386,0.33608219940297246,0.055517409558669115,0.050044140153272194,0.06147094043212058,0.320035,0.3019834583333333,0.3342563333333334,0.3772738151910048,0.3610666224686355,0.3918907537240224,7.79,6.8895,8.741,1.31,1.14,1.5152499999999998,0.9831,0.9807000000000001,0.98608375,0.22852313897118418,0.20151845921512546,0.2571412954610678,0.7714768610288157,0.7427560516757113,0.7989541272332527,0.7082299167542728,0.6744825302541342,0.7433604395847698
bull_trap,momentum,0.002,theta_cost,300,100,0.5327235867076541,0.5291812131241801,0.5364810748096498,0.38849535549627634,0.3868286073794915,0.3903825785496661,0.14422823121137734,0.13952258244524757,0.1483571118274044,0.3886533333333333,0.38663300000000006,0.390344,0.5311078801995105,0.5262654699047932,0.5363204870443564,7.77,6.8847499999999995,8.661,1.31,1.1147500000000001,1.51,0.9831,0.9804975,0.9856025,0.22852313897118418,0.20322050343309306,0.25683186427207905,0.7714768610288157,0.7439802385007913,0.7958934165144392,0.7758101108147136,0.7645836721414695,0.7851214434464748
bull_trap,rule_analyst,0.002,theta_cost,300,100,0.08791243043098758,0.07972613270118833,0.0956524172719849,0.001336865449410017,0.0012821545845190096,0.0013965915907336857,0.08657556498157751,0.07772976192972848,0.09458138919196835,0.001335043781088825,0.0012792779136931943,0.0013878525827314644,0.09036972476038187,0.08259474102952824,0.09885441239553211,7.75,6.85475,8.78575,1.31,1.13,1.49,0.9831,0.98027375,0.9858262500000001,0.22852313897118418,0.1993649792181722,0.2612806443327065,0.7714768610288157,0.7430866854892259,0.7974496873341446,0.39624144382519083,0.38531366533125977,0.4071397085981736
bull_trap,rule_p_sma50,0.002,theta_cost,300,100,0.05436127566398057,0.04979406651902906,0.05952322557537224,0.0012433194318897365,0.0011980687569760368,0.0012824906914036976,0.05311795623209083,0.04843897800925896,0.05780453872401289,0.0012464683369648286,0.0012030664652867918,0.0012940856332976822,0.05859389600096022,0.052752369514002626,0.0638375882836344,7.77,6.88,8.62525,1.31,1.13,1.51,0.9831,0.9805237499999999,0.9857500000000002,0.22852313897118418,0.2022866649678519,0.2564713671827245,0.7714768610288157,0.7462235682261789,0.7975615211980305,0.3764343835609026,0.36749268467025525,0.3870983261115176
bull_trap,rule_rsi,0.002,theta_cost,300,100,0.054720513695140284,0.05031995884736628,0.058641617960584626,0.001194300938096286,0.001149507473045934,0.0012391057281265418,0.05352621275704399,0.04866854524868905,0.05791927985473394,0.0011940238144367132,0.001143965648091125,0.0012444502116060459,0.059186237079130635,0.053904907402773136,0.06441535077709719,7.78,6.93475,8.7205,1.31,1.12,1.52,0.9831,0.98067375,0.9858762499999999,0.22852313897118418,0.2000519584302714,0.2581257022517902,0.7714768610288157,0.7436554595547893,0.7960066819663169,0.3625900116428889,0.35395554382121597,0.37187606830713843
bull_trap,v_oracle,0.002,theta_cost,300,100,0.415182776571672,0.40633715028817785,0.4235418715046915,0.39026547521224375,0.3807428991243103,0.3988298209897689,0.02491730135942816,0.021913752951904147,0.02801900208388351,0.38904166666666656,0.37853654166666667,0.39754375,0.41400433521505337,0.4052490476693547,0.4222262963984777,7.79,6.94,8.7005,1.31,1.1047500000000001,1.5052499999999998,0.9831,0.9805,0.9857499999999999,0.22852313897118418,0.2027150072733142,0.2596250339734643,0.7714768610288157,0.7442827653322271,0.7998058024052772,0.8607355661979607,0.8369302136689384,0.8841450885708554
