scenario,persona,policy,mcr,v2_floor,v2_ceiling,v2_norm,v2_degenerate,v21_floor,v21_ceiling,v21_norm,v21_degenerate
bull_trap,ENTJ,L5_full_level_free,0.038170982974876276,0.8229798974026177,0.10134848039363424,1.0875481526020803,False,0.8229798974026177,0.003201151359861967,0.9573423539170526,False
bull_trap,ENTJ,L5_level_free,0.04047796008943824,0.8229798974026177,0.10134848039363424,1.0843512614188722,False,0.8229798974026177,0.003201151359861967,0.9545282078737473,False
bull_trap,ENTJ,rule_p_sma50,0.03766327631503347,0.8229798974026177,0.10134848039363424,1.088251706588057,False,0.8229798974026177,0.003201151359861967,0.9579616754867976,False
bull_trap,ENTJ,always_hold,0.11580758920565173,0.8229798974026177,0.10134848039363424,0.9799633047131628,False,0.8229798974026177,0.003201151359861967,0.8626380125254959,False
bull_trap,ENTJ,constant_mix,0.10134848039363424,0.8229798974026177,0.10134848039363424,1.0,False,0.8229798974026177,0.003201151359861967,0.8802758311220558,False
bull_trap,INTJ,L5_full_level_free,0.0383482626137783,0.5770201025973807,0.10058286649110278,1.1306249788239513,False,0.5770201025973807,0.003403914814392405,0.9390806107923053,False
bull_trap,INTJ,L5_level_free,0.04046620723804648,0.5770201025973807,0.10058286649110278,1.1261795986904057,False,0.5770201025973807,0.003403914814392405,0.9353883429146257,False
bull_trap,INTJ,rule_p_sma50,0.0379546666643442,0.5770201025973807,0.10058286649110278,1.1314511022240676,False,0.5770201025973807,0.003403914814392405,0.9397667768347167,False
bull_trap,INTJ,always_hold,0.15088759646721264,0.5770201025973807,0.10058286649110278,0.8944147808697126,False,0.5770201025973807,0.003403914814392405,0.7428878668455281,False
bull_trap,INTJ,constant_mix,0.10058286649110278,0.5770201025973807,0.10058286649110278,1.0,False,0.5770201025973807,0.003403914814392405,0.8305854092920486,False
bull_trap,ISFJ,L5_full_level_free,0.03841419407274135,0.8770201025973823,0.10087525375603479,1.080476034565632,False,0.8770201025973823,0.0034311303391477417,0.9599547786836616,False
bull_trap,ISFJ,L5_level_free,0.040511492353890094,0.8770201025973823,0.10087525375603479,1.0777738349900248,False,0.8770201025973823,0.0034311303391477417,0.9575539948508173,False
bull_trap,ISFJ,rule_p_sma50,0.037853272159786414,0.8770201025973823,0.10087525375603479,1.0811987371820215,False,0.8770201025973823,0.0034311303391477417,0.9605968677332807,False
