Date,Model,MBTI,Agent_Type,Scenario,Seed,Crash_Discount,Phase,Price,Fundamental_Value,Portfolio_Value,Cash,Holdings_Qty,Action,Quantity_Percent,Rationale,SMA20,SMA60,RSI14,MACD,Volume,Volume_Ratio,Implied_Volatility,Reported_PE,Dividend_Yield,Trend_Strength,Trend_Regime,Sentiment,Sentiment_MA5,Sentiment_Change
Day-1,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,85.75,100.24835707650561,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to establish a statistically significant edge.  Waiting for a clearer pattern to emerge.,85.75,85.75,50.0,0.0,1207409,1.0,15.0,12.8,3.12,0.0,0,0.1,0.1,0.0
Day-2,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,85.65,99.7789691152372,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to trigger entry.  Waiting for a signal that aligns with the pre-defined system parameters.,85.7,85.7,50.0,-0.0075,1136703,0.97,15.1,12.9,3.11,0.0,0,-0.12,-0.01,-0.11
Day-3,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,86.64,100.02004680069591,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to trigger entry.  The model requires a more compelling signal before initiating a trade.,86.01,86.01,50.0,0.0655,1028187,0.91,15.2,13.0,3.08,0.0,0,-0.15,-0.06,-0.09
Day-4,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,86.84,100.30581872567237,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to trigger entry.  Waiting for a price divergence from the SMA and RSI to indicate a potential entry point.,86.22,86.22,50.0,0.1378,1432361,1.19,15.3,13.0,3.08,0.0,0,-0.13,-0.07,-0.06
Day-5,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,82.32,99.27532837592946,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to trigger entry.  The model requires a stronger signal before initiating a trade.,85.44,85.44,50.0,-0.1679,1406450,1.13,15.4,12.4,3.22,0.0,0,0.12,-0.04,0.15
Day-6,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,82.85,99.12343785063933,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to trigger entry.  Waiting for a price divergence from the SMA and RSI to indicate a potential opportunity.,85.01,85.01,50.0,-0.3632,1499858,1.17,15.5,12.5,3.19,0.0,0,-0.13,-0.08,-0.04
Day-7,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,85.67,99.8782140026904,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to trigger entry.  Current price is neutral relative to the model's long-term projections.,85.1,85.1,50.0,-0.287,1498318,1.14,15.6,12.9,3.11,0.0,0,0.09,-0.04,0.13
Day-8,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,85.19,99.32042622533595,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to trigger entry.  Current market conditions do not align with the established system parameters.,85.11,85.11,50.0,-0.262,1277715,0.97,15.7,12.9,3.11,0.0,0,0.62,0.11,0.51
Day-9,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,84.54,98.5500729336148,10000.0,10000.0,0.0,HOLD,0.0,No statistically significant deviation from the model's long-term projections.  Waiting for a clearer entry point.,85.05,85.05,50.0,-0.2915,1384493,1.05,15.8,12.9,3.11,0.0,0,0.26,0.19,0.07
Day-10,google/gemma-2-9b-it,INTJ,memory,crash,42,0.85,deterioration,89.85,98.90419141419804,10000.0,10000.0,0.0,HOLD,0.0,Insufficient data to trigger a buy signal.  The current market conditions do not align with the established system parameters.,85.53,85.53,50.0,0.112,1472382,1.1,15.9,13.6,2.94,0.0,0,-0.1,0.15,-0.25
