persona,scenario,seed,policy,mcr_0.05,band_mas,turnover,cost_paid,return_pct,mdd_pct,coverage_0.05
ISFJ,flat,0,L5_full,0.07540030127656126,0.0009236487132341228,0.287261626291059,1.4363081314552952,-7.722640261495473,-11.815164942137491,0.12
ISFJ,flat,0,L5_price_only,0.07540030127656126,0.0009236487132341228,0.287261626291059,1.4363081314552952,-7.722640261495473,-11.815164942137491,0.12
ISFJ,flat,0,L5_level_free,0.07141191570003907,0.0009235179788109294,0.2910935915623235,1.4554679578116172,-8.384563425647773,-12.447731643408144,0.12
ISFJ,flat,0,always_hold,0.11827979691342057,0.0,0.0,0.0,-5.604200559924122,-8.472542292776152,0.12
ISFJ,flat,0,constant_mix,0.10112310709709686,0.0,0.12174226908803167,0.6087113454401583,-5.926614084870541,-9.210361317671524,0.12
ISFJ,flat,0,v_oracle,0.375,0.318,5.382621290463192,26.91310645231596,14.940846139287235,-17.00630855555547,0.12
ISFJ,flat,0,mandate_conditional_oracle,0.002045625019097705,0.0020431242132375655,1.0585958324237144,5.292979162118573,-0.01922400245871758,-5.984092688659071,0.12
ISFJ,flat,1,L5_full,0.09925444323790106,0.0,0.1002818439561431,0.5014092197807154,-5.169665645136135,-5.365381906697531,0.065
ISFJ,flat,1,L5_price_only,0.040039467822198346,0.0015055242140572455,0.2559061217458404,1.279530608729202,-5.921967490068003,-7.454970826212359,0.065
ISFJ,flat,1,L5_level_free,0.03234740839373263,0.001505534779714655,0.2590337028568633,1.2951685142843166,-6.463147346243026,-7.454970826212326,0.065
ISFJ,flat,1,always_hold,0.11556525721652364,0.0,0.0,0.0,-4.991531767077307,-5.145139518438335,0.065
ISFJ,flat,1,constant_mix,0.09925444323790106,0.0,0.1002818439561431,0.5014092197807154,-5.169665645136135,-5.365381906697531,0.065
ISFJ,flat,1,v_oracle,0.5153846153846154,0.625,1.1999,5.9995,-13.576600622389046,-23.41463816162421,0.065
ISFJ,flat,1,mandate_conditional_oracle,0.0024828906393564807,0.0010710673017979787,0.36891783875947476,1.8445891937973733,-4.961585767274523,-7.238141691446565,0.065
ISFJ,flat,2,L5_full,0.04502229412587027,0.002072004848675195,0.19155217509803416,0.9577608754901707,4.754582225431259,-1.6892917316618794,0.145
ISFJ,flat,2,L5_price_only,0.04502229412587027,0.002072004848675195,0.19155217509803416,0.9577608754901707,4.754582225431259,-1.6892917316618794,0.145
ISFJ,flat,2,L5_level_free,0.04502229412587027,0.002072004848675195,0.19155217509803416,0.9577608754901707,4.754582225431259,-1.6892917316618794,0.145
ISFJ,flat,2,always_hold,0.12721267378094153,0.0,0.0,0.0,7.36230235954769,-4.4929734931981935,0.145
ISFJ,flat,2,constant_mix,0.10189242852055043,0.0,0.160567087612419,0.802835438062095,7.128758549705716,-3.4708661314514555,0.145
ISFJ,flat,2,v_oracle,0.26551724137931026,0.2415,7.569097772137633,37.845488860688164,66.08170547875008,-4.872036905240684,0.145
ISFJ,flat,2,mandate_conditional_oracle,0.002233212603935463,0.0031833406531136766,1.3516446949187249,6.758223474593624,14.621629134721159,-1.6993267783572241,0.145
ISFJ,flat,3,L5_full,0.05055623966390963,0.0017536160715449114,0.14614178155980156,0.7307089077990077,2.9961770761951723,-2.3517921558014465,0.21
ISFJ,flat,3,L5_price_only,0.06573219794815652,0.001966152521174793,0.8872556328742246,4.436278164371123,11.473773201934101,-2.7708904889796937,0.21
ISFJ,flat,3,L5_level_free,0.08806683854181656,0.0015295747201928835,0.4238038503399408,2.1190192516997044,7.564048648220556,-2.8171685988423567,0.21
ISFJ,flat,3,always_hold,0.1194383473748681,0.0,0.0,0.0,4.366819594792037,-5.268001319139815,0.21
ISFJ,flat,3,constant_mix,0.10417504167970786,0.0,0.1479104059953692,0.7395520299768461,4.678224726001612,-4.700813804961756,0.21
ISFJ,flat,3,v_oracle,0.2714285714285714,0.24949999999999994,4.484262909030206,22.42131454515103,33.394097208758566,-11.101817376335,0.21
ISFJ,flat,3,mandate_conditional_oracle,0.002901578810374199,0.002851542903991031,0.8549861680680324,4.274930840340162,8.352124939406846,-3.420624663185834,0.21
ISFJ,flat,4,L5_full,0.1018146453067263,0.0,0.14388696136349674,0.7194348068174836,3.789823716251628,-4.061477924784008,0.04
ISFJ,flat,4,L5_price_only,0.042026029700583264,0.0015414040820044923,0.402208891411194,2.01104445705597,4.459351540467105,-2.6743468173048623,0.04
ISFJ,flat,4,L5_level_free,0.06654192338409286,0.0011223570772203176,0.1452007931089709,0.7260039655448545,2.992588569307153,-2.0342849367687488,0.04
ISFJ,flat,4,always_hold,0.12684632707558224,0.0,0.0,0.0,3.4035917372303715,-4.759089531298544,0.04
ISFJ,flat,4,constant_mix,0.1018146453067263,0.0,0.14388696136349674,0.7194348068174836,3.789823716251628,-4.061477924784008,0.04
ISFJ,flat,4,v_oracle,0.32499999999999996,0.6095000000000002,3.5152511818006955,17.57625590900348,49.42859821265222,-9.945454456783487,0.04
ISFJ,flat,4,mandate_conditional_oracle,0.0010361194307168392,0.0015709779162325186,0.6795458310106259,3.3977291550531303,10.364925459921315,-3.0750452172228715,0.04
ISFJ,flat,5,L5_full,0.011097675525998284,0.0012610762348644624,0.18157644655332342,0.9078822327666171,-1.2076882703880965,-2.025180206210808,0.05
ISFJ,flat,5,L5_price_only,0.1004563339635522,0.0,0.0900583389574653,0.4502916947873265,-3.0809622388810354,-3.907749042675379,0.05
ISFJ,flat,5,L5_level_free,0.1004563339635522,0.0,0.0900583389574653,0.4502916947873265,-3.0809622388810354,-3.907749042675379,0.05
ISFJ,flat,5,always_hold,0.0988494741079563,0.0,0.0,0.0,-3.175555711721245,-3.788816099823966,0.05
ISFJ,flat,5,constant_mix,0.1004563339635522,0.0,0.0900583389574653,0.4502916947873265,-3.0809622388810354,-3.907749042675379,0.05
ISFJ,flat,5,v_oracle,0.09999999999999998,0.08649999999999997,0.1980002099963058,0.9900010499815292,-0.20987901086924055,-1.9918926458575847,0.05
