persona,scenario,seed,policy,mcr_0.05,band_mas,turnover,cost_paid,return_pct,mdd_pct,coverage_0.05
ISFJ,flat,0,L5_full,0.0058926593548594575,0.0013493455925219062,1.0444808104992447,5.222404052496223,-7.307278413528562,-13.351975000657735,0.84
ISFJ,flat,0,L5_price_only,0.05086334921404231,0.0018462091495497761,1.9776441602562633,9.888220801281317,7.911667089705965,-9.091481211851116,0.84
ISFJ,flat,0,L5_level_free,0.05709892651235989,0.0017254963826361588,1.7243366044842632,8.621683022421315,1.3661651735332736,-12.171170032513379,0.84
ISFJ,flat,0,always_hold,0.14395397786996353,0.0,0.0,0.0,-6.499527928763261,-9.186206186682245,0.84
ISFJ,flat,0,constant_mix,0.10061763308617892,0.0,0.6218788634799024,3.109394317399512,-4.752248684244953,-9.26896692206074,0.84
ISFJ,flat,0,v_oracle,0.7000000000000002,0.6930000000000001,0.8,4.0,-29.788487069096792,-44.685509563097526,0.84
ISFJ,flat,0,mandate_conditional_oracle,0.002862027271765559,0.0015721984373478692,1.0872332001071914,5.436166000535957,-6.6903413438356925,-13.566655896239766,0.84
ISFJ,flat,1,L5_full,0.08682309965560454,0.002727822814606358,0.15762680305111046,0.7881340152555524,-3.8064459473539314,-3.995656609478848,0.12
ISFJ,flat,1,L5_price_only,0.08777012455353939,0.002431727742337485,0.6228599834759517,3.1142999173797588,-4.911921530956242,-5.224506545298446,0.12
ISFJ,flat,1,L5_level_free,0.08828909639448894,0.0017281668765666601,0.24162111241132633,1.2081055620566317,-7.299848745091408,-8.126492749114211,0.12
ISFJ,flat,1,always_hold,0.0964848240705725,0.0,0.0,0.0,-5.56528004917356,-5.72224670849153,0.12
ISFJ,flat,1,constant_mix,0.09932353871869377,0.0,0.0833523236836134,0.416761618418067,-5.974328770471093,-6.1709088710591775,0.12
ISFJ,flat,1,v_oracle,0.24999999999999997,0.472,2.1236708656013614,10.618354328006806,-7.669101983143934,-23.941288369023173,0.12
ISFJ,flat,1,mandate_conditional_oracle,0.003677105515279361,0.0013808832459485936,0.49149709575038725,2.457485478751936,-4.19865188838201,-7.219414921803347,0.12
