i,raw
0,OVERVALUED
1,OVERVALUED
2,OVERVALUED
3,UNDERVALUED
4,UNDERVALUED
5,UNDERVALUED
6,UNDERVALUED
7,OVERVALUED
8,UNDERVALUED
9,OVERVALUED
10,OVERVALUED
11,UNDERVALUED
12,OVERVALUED
13,OVERVALUED
14,UNDERVALUED
15,FAIR
16,UNDERVALUED
17,UNDERVALUED
18,OVERVALUED
19,OVERVALUED
20,UNDERVALUED
21,OVERVALUED
22,OVERVALUED
23,OVERVALUED
24,OVERVALUED
25,OVERVALUED
26,FAIR
27,UNDERVALUED
28,UNDERVALUED
29,OVERVALUED
30,UNDERVALUED
31,UNDERVALUED
32,OVERVALUED
33,UNDERVALUED
34,UNDERVALUED
35,OVERVALUED
36,OVERVALUED
37,UNDERVALUED
38,OVERVALUED
39,UNDERVALUED
40,UNDERVALUED
41,OVERVALUED
42,UNDERVALUED
43,OVERVALUED
44,UNDERVALUED
45,UNDERVALUED
46,UNDERVALUED
47,OVERVALUED
48,OVERVALUED
49,UNDERVALUED
50,UNDERVALUED
51,UNDERVALUED
52,OVERVALUED
53,OVERVALUED
54,UNDERVALUED
55,UNDERVALUED
56,OVERVALUED
57,OVERVALUED
58,OVERVALUED
59,UNDERVALUED
60,OVERVALUED
61,UNDERVALUED
62,UNDERVALUED
63,UNDERVALUED
64,OVERVALUED
65,UNDERVALUED
66,UNDERVALUED
67,OVERVALUED
68,OVERVALUED
69,OVERVALUED
70,UNDERVALUED
71,OVERVALUED
72,UNDERVALUED
73,UNDERVALUED
74,UNDERVALUED
75,UNDERVALUED
76,OVERVALUED
77,UNDERVALUED
78,OVERVALUED
79,UNDERVALUED
80,UNDERVALUED
81,OVERVALUED
82,UNDERVALUED
83,OVERVALUED
84,FAIR
85,UNDERVALUED
86,OVERVALUED
87,UNDERVALUED
88,UNDERVALUED
89,OVERVALUED
90,UNDERVALUED
91,OVERVALUED
92,OVERVALUED
93,UNDERVALUED
94,OVERVALUED
95,OVERVALUED
96,UNDERVALUED
97,OVERVALUED
98,OVERVALUED
99,OVERVALUED
100,OVERVALUED
101,UNDERVALUED
102,FAIR
103,OVERVALUED
104,UNDERVALUED
105,UNDERVALUED
106,UNDERVALUED
107,OVERVALUED
108,OVERVALUED
109,OVERVALUED
110,OVERVALUED
111,OVERVALUED
112,OVERVALUED
113,UNDERVALUED
114,FAIR
115,UNDERVALUED
116,OVERVALUED
117,OVERVALUED
118,OVERVALUED
119,UNDERVALUED
120,UNDERVALUED
121,UNDERVALUED
122,OVERVALUED
123,UNDERVALUED
124,UNDERVALUED
125,OVERVALUED
126,UNDERVALUED
127,OVERVALUED
128,OVERVALUED
129,UNDERVALUED
130,UNDERVALUED
131,UNDERVALUED
132,UNDERVALUED
133,OVERVALUED
134,UNDERVALUED
135,UNDERVALUED
136,OVERVALUED
137,UNDERVALUED
138,UNDERVALUED
139,UNDERVALUED
140,OVERVALUED
141,OVERVALUED
142,UNDERVALUED
143,UNDERVALUED
144,UNDERVALUED
145,OVERVALUED
146,OVERVALUED
147,UNDERVALUED
148,OVERVALUED
149,OVERVALUED
150,UNDERVALUED
151,UNDERVALUED
152,OVERVALUED
153,UNDERVALUED
154,OVERVALUED
155,OVERVALUED
156,UNDERVALUED
157,FAIR
158,UNDERVALUED
159,OVERVALUED
160,UNDERVALUED
161,OVERVALUED
162,OVERVALUED
163,OVERVALUED
164,OVERVALUED
165,OVERVALUED
166,UNDERVALUED
167,OVERVALUED
168,OVERVALUED
169,OVERVALUED
170,OVERVALUED
171,UNDERVALUED
172,UNDERVALUED
173,UNDERVALUED
174,OVERVALUED
175,OVERVALUED
176,UNDERVALUED
177,UNDERVALUED
178,UNDERVALUED
179,UNDERVALUED
180,OVERVALUED
181,OVERVALUED
182,UNDERVALUED
183,OVERVALUED
184,UNDERVALUED
185,UNDERVALUED
186,OVERVALUED
187,UNDERVALUED
188,UNDERVALUED
189,UNDERVALUED
190,OVERVALUED
191,UNDERVALUED
192,OVERVALUED
193,OVERVALUED
194,OVERVALUED
195,UNDERVALUED
196,OVERVALUED
197,OVERVALUED
198,OVERVALUED
199,OVERVALUED
