i,raw
0,OVERVALUED
1,OVERVALUED
2,UNDERVALUED
3,"**OVERVALUED**

The decisive input here is the analyst fair-value estimate of $11.26 versus a market price of $17.36 — the stock trades roughly 54% above appraised intrinsic value. While the trailing P/E of 9.6 and 3.77% dividend yield superficially look cheap, those metrics reflect trailing earnings that the fair-value model evidently does not expect to persist (a classic value-trap signature: low multiple, high payout, yet appraised value far below price).

Technicals corroborate a stock rolli"
4,UNDERVALUED
5,"**UNDERVALUED**

At $45.10, the stock trades roughly 23% below the analyst fair-value estimate of $58.56, implying meaningful upside to intrinsic value. Supporting factors: a trailing P/E of 22.3 is unremarkable rather than stretched, and a 2.36% dividend yield offers a reasonable income floor. Momentum is constructive but not extreme — price above both SMA20 (42.13) and SMA50 (41.39), MACD above signal, RSI at 67.2 approaching but not exceeding overbought territory — so the discount is not bein"
6,UNDERVALUED
7,UNDERVALUED
8,"**FAIR**

Price ($37.00) sits only ~7% above the analyst fair-value anchor ($34.53) — a modest premium, largely offset by supportive fundamentals (13x trailing P/E, 6.16% dividend yield). The steep downtrend (SMA20 < SMA50 by 7%, MACD negative) and oversold RSI (27) reflect momentum/sentiment pressure rather than a clear valuation dislocation, so the stock reads as roughly **fairly valued** — not a compelling value entry, not an obvious short."
9,OVERVALUED
10,UNDERVALUED
11,"**OVERVALUED**

Price of $206.54 sits roughly 35% above the analyst fair-value estimate of $153.15, with a trailing P/E of 30.5 and only a 1.64% dividend yield — a valuation profile that isn't supported by the current fundamentals. The bearish trend regime (SMA20 below SMA50), negative news sentiment (-0.29, deteriorating versus its 5-day average), and negative MACD reinforce that the recent price strength (RSI 56, price above SMA20) looks more like a technical bounce than a fundamentally justif"
12,UNDERVALUED
13,"**UNDERVALUED**

Key support for this call:
- **Price vs. analyst fair value:** 29.56 vs. 31.51 → ~6.6% discount to estimated intrinsic value.
- **Valuation multiples:** Trailing P/E of 9.2 is deep-value territory; a 4.88% dividend yield signals the market is pricing in pessimism or low growth.
- **Technical context is bearish but stabilizing:** Price sits above SMA20 (29.23) while SMA50 (30.68) is still overhead; MACD (-0.196) is above its signal line (-0.482), i.e., negative momentum is fading"
14,UNDERVALUED
15,OVERVALUED
16,UNDERVALUED
17,UNDERVALUED
18,OVERVALUED
19,"**OVERVALUED**

The dominant fundamental anchor here is the analyst fair-value estimate of $58.50 versus a market price of $110.09 — the stock trades at roughly 1.9x its estimated intrinsic value. Technicals corroborate a lack of support for the premium: price is below both the SMA20 (111.97) and SMA50 (113.26), trend strength is negative (-1.14%), MACD has crossed below its signal line, RSI is neutral-soft at 47, and volume is only 56% of the 20-day average — weak conviction on any bounce. High"
20,UNDERVALUED
21,UNDERVALUED
22,OVERVALUED
23,"**OVERVALUED**

Price ($82.24) sits ~21% above the analyst fair-value estimate ($67.92), with a rich trailing P/E of 29.2 and a thin 1.07% dividend yield — valuation support is weak. Momentum confirms no fundamental bid: price is below both the SMA20 (85.44) and SMA50 (86.22), MACD (-1.48) is below its signal line (-1.00), RSI is soft at 44.5, and sentiment just deteriorated sharply (-0.45 vs +0.06 5-day average). Light volume (0.51x) suggests the drift lower is not yet capitulation, and 42.5% i"
24,UNDERVALUED
25,OVERVALUED
26,UNDERVALUED
27,OVERVALUED
28,OVERVALUED
29,"**OVERVALUED**

Price ($412.27) sits ~13% above the analyst fair-value estimate ($364.29), the trailing P/E of 191.5 is extreme against a negligible 0.22% dividend yield, and price is stretched ~11% over the SMA50 with RSI near 65 while MACD has crossed below its signal line and sentiment has deteriorated sharply (-0.37 vs 5-day average) — signs the premium is momentum-driven rather than fundamentally supported."
30,"**OVERVALUED**

Price ($107.10) sits at roughly 2.6× the analyst fair-value estimate ($40.90), and the trailing P/E of 113.7 with only a 0.62% dividend yield offers no fundamental support. The mild positive trend (SMA20 > SMA50) and improving sentiment are momentum/technical factors, not valuation ones — and even those are weakening (MACD below its signal line, RSI flat at 50, volume at just 57% of average). Fundamentally, this is a stretched valuation."
31,OVERVALUED
32,UNDERVALUED
33,OVERVALUED
34,UNDERVALUED
35,OVERVALUED
36,OVERVALUED
37,"**FAIR**

Price (31.78) sits ~1.7% below the analyst fair-value estimate (32.33) and essentially on its SMA20 (31.86) — a gap well inside any reasonable valuation error band. The P/E of 30.5 is on the richer side, but that's offset by a 2.2% dividend yield and a constructive trend regime (SMA20 > SMA50 by 2.6%). RSI at 51.3 is neutral, and MACD below its signal line hints at fading momentum rather than mispricing. The sentiment spike (+0.61 today vs -0.08 5-day average) is noise-level informatio"
38,UNDERVALUED
39,UNDERVALUED
40,OVERVALUED
41,OVERVALUED
42,UNDERVALUED
43,"**UNDERVALUED**

The most direct fundamental anchor here is the analyst fair-value estimate of $66.71 versus a market price of $45.35 — roughly 32% below fair value (≈47% implied upside). That gap dominates the assessment.

Supporting/qualifying context:
- **Supports undervaluation:** Price is well below the fair-value anchor, and the technical picture (SMA20 > SMA50 by 12.4%, trend regime +1, price above both averages) suggests the market is in the process of closing that gap rather than fading"
44,**OVERVALUED**
45,OVERVALUED
46,UNDERVALUED
47,UNDERVALUED
