scenario,seed,persona,policy,payer,dps_total_per_share,return_pct_off,return_pct_on,mdd_pct_off,mdd_pct_on,turnover_off,turnover_on,cost_paid_off,cost_paid_on,mcr_0.05_off,mcr_0.05_on,band_mas_off,band_mas_on,mean_cash_share_off,mean_cash_share_on
flat,0,ISFJ,always_buy,True,0.31571795964364824,-32.52464058795873,-32.20904891549894,-44.68550956309751,-44.38049334086692,0.8,0.8,4.0,4.0,0.7000000000000002,0.6982261329643522,0.7,0.6982943839972136,0.0,0.0017056160027864547
flat,0,ISFJ,always_hold,True,0.31571795964364824,-6.499527928763261,-6.4363843368345215,-9.186206186682245,-9.123502595851807,0.0,0.0,0.0,0.0,0.14395397786996353,0.14399441965866625,0.0,0.0,0.839959386734266,0.8399984562999072
flat,0,ISFJ,always_sell,True,0.31571795964364824,-0.009999999999998899,-0.009999999999998899,0.0,0.0,0.19999999999999996,0.19999999999999996,0.9999999999999998,0.9999999999999998,0.3,0.3,0.09999999999999996,0.09999999999999996,1.0,1.0
flat,0,ISFJ,buy_day1_hold,True,0.31571795964364824,-32.52464058795873,-32.20904891549894,-44.68550956309751,-44.38049334086692,0.8,0.8,4.0,4.0,0.7000000000000002,0.6982261329643522,0.7,0.6982943839972136,0.0,0.0017056160027864547
flat,0,ISFJ,constant_mix,True,0.31571795964364824,-4.752248684244953,-4.663691665183833,-9.26896692206074,-9.245449637771664,0.6218788634799024,0.6220786478771274,3.109394317399512,3.110393239385637,0.10061763308617892,0.10062099523084908,0.0,0.0,0.8004846528556112,0.8004874770571402
flat,0,ISFJ,mandate_conditional_oracle,True,0.31571795964364824,-6.6903413438356925,-6.60526247898331,-13.566655896239766,-13.532790925602523,1.0872332001071914,1.0880113179844104,5.436166000535957,5.440056589922052,0.002862027271765559,0.002840357325131615,0.0015721984373478692,0.0015721986614060668,0.7009803471301089,0.7009621439268201
flat,0,ISFJ,mean_reversion,True,0.31571795964364824,-16.348393608700885,-15.957143371651128,-37.1266869619805,-36.83789888562754,0.8,0.8,4.000000000000001,4.000000000000001,0.6754894603159661,0.6737155932803182,0.6125,0.6107943839972135,0.10054078741120573,0.10224640341399219
flat,0,ISFJ,momentum,True,0.31571795964364824,-27.24546689584032,-27.009284284637026,-34.34797598789176,-34.13204149931066,5.3546498249566445,5.3570679707247075,26.773249124783224,26.78533985362354,0.43571428571428567,0.4356641939493506,0.301,0.3009579229174545,0.665,0.6650420770825454
flat,0,ISFJ,random,True,0.31571795964364824,-22.834938209695554,-22.71532146411884,-33.03630325696735,-32.947685022858984,27.938634878337453,27.951967034785167,139.72854184670237,139.7952199040304,0.3092401649889234,0.30923049354419474,0.25580489362715125,0.25579393904795183,0.5303042959842498,0.5303182691095257
flat,0,ISFJ,v_oracle,True,0.31571795964364824,-29.788487069096792,-29.460098024786763,-44.685509563097526,-44.38049334086692,0.8,0.8,4.0,4.0,0.7000000000000002,0.6982261329643522,0.6930000000000001,0.6912943839972137,0.00803208326355117,0.009737699266337623
flat,0,INTJ,always_buy,True,0.31571795964364824,-32.51451523390529,-32.19887620375156,-44.685509563097526,-44.38049334086692,0.5,0.5,2.5,2.5,0.3999999999999999,0.39822613296435216,0.4,0.39829438399721356,0.0,0.0017056160027864543
flat,0,INTJ,always_hold,True,0.31571795964364824,-16.24881982190812,-16.09096084208631,-22.727953956555226,-22.57281653678226,0.0,0.0,0.0,0.0,0.1754815447317202,0.17578673137716372,0.0019440852711523626,0.0020076136378244826,0.5685933646054108,0.5688876948846768
flat,0,INTJ,always_sell,True,0.31571795964364824,-0.024999999999997247,-0.024999999999997247,0.0,0.0,0.5,0.5,2.5,2.5,0.5999999999999999,0.5999999999999999,0.4,0.4,1.0,1.0
flat,0,INTJ,buy_day1_hold,True,0.31571795964364824,-32.51451523390529,-32.19887620375156,-44.685509563097526,-44.38049334086692,0.5,0.5,2.5,2.5,0.3999999999999999,0.39822613296435216,0.4,0.39829438399721356,0.0,0.0017056160027864543
flat,0,INTJ,constant_mix,True,0.31571795964364824,-13.31387587377838,-13.116070668662939,-22.013684199213714,-21.964576422142713,1.1732460091120498,1.174260857109734,5.866230045560249,5.87130428554867,0.09996937249872524,0.09997916456762193,0.0,0.0,0.4999248535112719,0.4999330788491452
flat,0,INTJ,mandate_conditional_oracle,True,0.31571795964364824,-16.413350930168523,-16.18071246412266,-26.35451952698642,-26.149549333790368,1.1771590040882465,1.1783664357401866,5.885795020441232,5.891832178700933,0.0028709010798489893,0.0028905365637617304,0.0017928983351463658,0.0017928999090418114,0.40066642182286144,0.4006829124815573
flat,0,INTJ,mean_reversion,True,0.31571795964364824,-22.404360871869144,-22.041435238846685,-37.126686961980504,-36.83789888562756,0.5,0.5,2.5,2.5,0.3882876295553492,0.3865137625197013,0.35,0.3482943839972135,0.06336942746687706,0.0650750434696635
flat,0,INTJ,momentum,True,0.31571795964364824,-27.25638116723306,-27.02023398696456,-34.34797598789173,-34.13204149931064,5.653876550155421,5.656294333165343,28.26938275077711,28.281471665826718,0.5321428571428571,0.532092765377922,0.4,0.3999579229174545,0.665,0.6650420770825454
flat,0,INTJ,random,True,0.31571795964364824,-22.983652570149975,-22.864480270899097,-33.22798990413184,-33.139639276113634,27.8778910472509,27.891165421850257,139.42437275885342,139.49076183207595,0.31887462086478996,0.318872473905848,0.2077041630133857,0.2076999597723828,0.5266969328961484,0.5267109060214242
flat,0,INTJ,v_oracle,True,0.31571795964364824,-30.804419284616603,-30.480781897056463,-44.685509563097526,-44.38049334086692,0.4999999999999999,0.4999999999999999,2.4999999999999996,2.4999999999999996,0.3999999999999999,0.39822613296435216,0.39599999999999996,0.39429438399721356,0.005050740570459245,0.006756356573245696
flat,0,ENTJ,always_buy,True,0.31571795964364824,-32.50101476183407,-32.1853125880884,-44.68550956309751,-44.38049334086692,0.1,0.1,0.5,0.5,0.0,0.0017738670356478657,0.0,0.0,0.0,0.0017056160027864543
flat,0,ENTJ,always_hold,True,0.31571795964364824,-29.24787567943463,-28.963729515755354,-40.353743720125536,-40.07829544656396,0.0,0.0,0.0,0.0,0.13139498485807083,0.13271828484977877,0.0,0.0,0.12851479186463455,0.12978796113135346
flat,0,ENTJ,always_sell,True,0.31571795964364824,-0.044999999999995044,-0.044999999999995044,0.0,0.0,0.9,0.9,4.5,4.5,1.0,1.0,0.8,0.8,1.0,1.0
flat,0,ENTJ,buy_day1_hold,True,0.31571795964364824,-32.50101476183407,-32.1853125880884,-44.68550956309751,-44.38049334086692,0.1,0.1,0.5,0.5,0.0,0.0017738670356478657,0.0,0.0,0.0,0.0017056160027864543
flat,0,ENTJ,constant_mix,True,0.31571795964364824,-28.65250987593535,-28.357108481240513,-40.40629957246323,-40.15956261855229,0.16652421643499038,0.16795689365766894,0.8326210821749518,0.8397844682883445,0.09911761613453951,0.09926289746320185,0.0,0.0,0.09898043585963151,0.09910247216874012
flat,0,ENTJ,mandate_conditional_oracle,True,0.31571795964364824,-32.15899557197632,-31.841693726749376,-44.685509563097526,-44.38049334086692,0.1,0.1,0.5,0.5,0.0,0.0017738670356478657,0.0,0.0,0.0010185680952030703,0.002724184097989525
flat,0,ENTJ,mean_reversion,True,0.31571795964364824,-30.478983889426846,-30.15382439510743,-42.83757094486155,-42.52236478412122,0.1,0.1,0.5,0.5,0.004462148205944327,0.006236015241592192,0.0,0.0,0.012825583253862707,0.014531199256649162
flat,0,ENTJ,momentum,True,0.31571795964364824,-27.2709335290901,-27.034833590067954,-34.34797598789174,-34.13204149931066,6.052845517087122,6.055262816419523,30.264227585435613,30.276314082097613,0.6607142857142857,0.6607643774792208,0.532,0.532,0.665,0.6650420770825454
flat,0,ENTJ,random,True,0.31571795964364824,-23.18193838408926,-23.063358679939526,-33.56705675577549,-33.47926800438177,27.796899272468796,27.810096604603682,139.01881397505466,139.0848177361366,0.5445400395074843,0.544556673702498,0.3525868151166625,0.3525989108415612,0.5218370936887086,0.5218510668139843
flat,0,ENTJ,v_oracle,True,0.31571795964364824,-32.15899557197632,-31.841693726749376,-44.685509563097526,-44.38049334086692,0.1,0.1,0.5,0.5,0.0,0.0017738670356478657,0.0,0.0,0.0010185680952030703,0.002724184097989525
flat,1,ISFJ,always_buy,True,0.23237576131639218,-27.8552696857695,-27.622986874757636,-28.611233542457658,-28.378857781141264,0.8,0.8,4.0,4.0,0.85,0.849506561064921,0.7,0.6987174578672901,0.0,0.0012825421327100032
flat,1,ISFJ,always_hold,True,0.23237576131639218,-5.56528004917356,-5.518804896910301,-5.72224670849153,-5.6757715562282485,0.0,0.0,0.0,0.0,0.0964848240705725,0.09647869062050753,0.0,0.0,0.8243498002015971,0.8243850253492137
flat,1,ISFJ,always_sell,True,0.23237576131639218,-0.009999999999998899,-0.009999999999998899,0.0,0.0,0.19999999999999998,0.19999999999999998,0.9999999999999998,0.9999999999999998,0.15,0.15,0.09999999999999996,0.09999999999999996,1.0,1.0
flat,1,ISFJ,buy_day1_hold,True,0.23237576131639218,-27.8552696857695,-27.622986874757636,-28.611233542457658,-28.378857781141264,0.8,0.8,4.0,4.0,0.85,0.849506561064921,0.7,0.6987174578672901,0.0,0.0012825421327100032
flat,1,ISFJ,constant_mix,True,0.23237576131639218,-5.974328770471093,-5.922031089522539,-6.1709088710591775,-6.118720537312616,0.0833523236836134,0.0834645349486537,0.416761618418067,0.41732267474326856,0.09932353871869377,0.09932353940718797,0.0,0.0,0.8005851467530891,0.8005886922982097
flat,1,ISFJ,mandate_conditional_oracle,True,0.23237576131639218,-4.19865188838201,-4.133419117109138,-7.219414921803347,-7.159060821456875,0.49149709575038725,0.4914554682642175,2.457485478751936,2.4572773413210873,0.003677105515279361,0.003677105162706274,0.0013808832459485936,0.0013809430788774535,0.7856716894823816,0.7856869632190114
flat,1,ISFJ,mean_reversion,True,0.23237576131639218,-17.080255411006327,-16.853640221375667,-25.221443224408723,-25.021294744746704,0.8,0.8000826004438335,4.0,4.000413002219168,0.34526369199195556,0.3449569188667019,0.6090000000000001,0.608155645721359,0.10525444454361223,0.1060991116238791
flat,1,ISFJ,momentum,True,0.23237576131639218,-9.383595473664686,-9.370764509409435,-10.131998672443842,-10.131216864132808,3.9865191797118777,3.986780621081849,19.93259589855939,19.933903105409247,0.15,0.15,0.22899999999999998,0.2289799635231671,0.785,0.7850200364768328
flat,1,ISFJ,random,True,0.23237576131639218,-15.62559116516586,-15.476002446435842,-18.069253384157538,-17.941372070505608,31.58829094026612,31.612363187194052,157.98128765244482,158.1016796888895,0.4178630572889152,0.4178607857535051,0.2565786230933365,0.25656311188216036,0.5285541702938458,0.5285700178710385
flat,1,ISFJ,v_oracle,True,0.23237576131639218,-7.669101983143934,-7.442486841201335,-23.941288369023173,-23.741139889361172,2.1236708656013614,2.1236708656013614,10.618354328006806,10.618354328006806,0.24999999999999997,0.24999999999999997,0.472,0.4717795445391004,0.38,0.38022045546089955
flat,1,INTJ,always_buy,True,0.23237576131639218,-27.844443645806383,-27.612125978430313,-28.611233542457658,-28.378857781141264,0.5,0.5,2.5,2.5,0.5499999999999999,0.5495065610649209,0.4,0.39871745786729,0.0,0.0012825421327100034
flat,1,INTJ,always_hold,True,0.23237576131639218,-13.913200122933922,-13.797012242275741,-14.305616771228834,-14.189428890570632,0.0,0.0,0.0,0.0,0.09425839278183663,0.09421266299009047,0.0,0.0,0.5403611917253405,0.5406120425201738
flat,1,INTJ,always_sell,True,0.23237576131639218,-0.024999999999997247,-0.024999999999997247,0.0,0.0,0.5,0.5,2.5,2.5,0.45,0.45,0.4,0.4,1.0,1.0
flat,1,INTJ,buy_day1_hold,True,0.23237576131639218,-27.844443645806383,-27.612125978430313,-28.611233542457658,-28.378857781141264,0.5,0.5,2.5,2.5,0.5499999999999999,0.5495065610649209,0.4,0.39871745786729,0.0,0.0012825421327100034
flat,1,INTJ,constant_mix,True,0.23237576131639218,-14.499485294814619,-14.376241931963795,-14.958439078398843,-14.835857267210917,0.2300526620212425,0.2307991458162277,1.1502633101062123,1.1539957290811385,0.09815471825251955,0.09815471825393796,0.0,0.0,0.5001857630579557,0.5002010679299955
flat,1,INTJ,mandate_conditional_oracle,True,0.23237576131639218,-13.00038612425184,-12.86614226870979,-14.407039352990637,-14.286596919881589,0.5082707864088665,0.5079493666285071,2.5413539320443324,2.539746833142535,0.0036903992439873087,0.0036903894708914136,0.000740301283237704,0.0007406719814706911,0.485405615061874,0.4854748707923396
flat,1,INTJ,mean_reversion,True,0.23237576131639218,-21.110059724079388,-20.883478458587557,-25.221443224408713,-25.021294744746715,0.5000000000000001,0.5002065011095839,2.5000000000000004,2.501032505547919,0.22995589134520622,0.2296491182199526,0.348,0.347155645721359,0.06700535899290778,0.06785177344035692
flat,1,INTJ,momentum,True,0.23237576131639218,-9.39718929372566,-9.384360254307545,-10.131998672443853,-10.131216864132831,4.285951145031453,4.286212547181297,21.429755725157264,21.431062735906483,0.45,0.45,0.4,0.39997996352316706,0.785,0.7850200364768328
flat,1,INTJ,random,True,0.23237576131639218,-16.079988051625318,-15.931369668781217,-18.467614276445634,-18.340573579954768,31.45191717749672,31.475862757204947,157.29887612376842,157.4186346591631,0.3049304764252259,0.30492903765326806,0.2075560280340593,0.20754284915493157,0.5249763670860341,0.5249922146664876
flat,1,INTJ,v_oracle,True,0.23237576131639218,-7.682953002948468,-7.456371856676725,-23.941288369023173,-23.741139889361172,2.423382286113572,2.423382286113572,12.11691143056786,12.11691143056786,0.4000000000000001,0.4000000000000001,0.4,0.3997795445391004,0.38,0.38022045546089955
flat,1,ENTJ,always_buy,True,0.23237576131639218,-27.830008925855555,-27.597644783327237,-28.611233542457658,-28.378857781141264,0.1,0.1,0.5,0.5,0.15,0.1497476727227689,0.0,0.0,0.0,0.0012825421327100032
flat,1,ENTJ,always_hold,True,0.23237576131639218,-25.043760221281065,-24.83462203609631,-25.750110188211895,-25.54097200302714,0.0,0.0,0.0,0.0,0.09778511207951306,0.09759405633710848,0.0,0.0,0.11584319417104279,0.11682910493399185
flat,1,ENTJ,always_sell,True,0.23237576131639218,-0.044999999999995044,-0.044999999999995044,0.0,0.0,0.9,0.9,4.5,4.5,0.85,0.85,0.8,0.8,1.0,1.0
flat,1,ENTJ,buy_day1_hold,True,0.23237576131639218,-27.830008925855555,-27.597644783327237,-28.611233542457658,-28.378857781141264,0.1,0.1,0.5,0.5,0.15,0.1497476727227689,0.0,0.0,0.0,0.0012825421327100032
flat,1,ENTJ,constant_mix,True,0.23237576131639218,-25.310846340692628,-25.109619573933138,-26.03462926802149,-25.842118134041613,0.018692938363094616,0.026825028852613012,0.0934646918154731,0.13412514426306507,0.09768622745808324,0.09866565105508111,0.0,0.0,0.10161137374223221,0.09939684498678814
flat,1,ENTJ,mandate_conditional_oracle,True,0.23237576131639218,-24.04277417035442,-23.82715446372111,-24.773520306678254,-24.546652323878316,0.4720392053192608,0.47088282215878907,2.360196026596304,2.3544141107939454,0.0015120874604760924,0.0015120471932237392,0.0010220403652378492,0.0010265448989356068,0.0768813780898773,0.07710779023561629
