[e9_2_pilot] claude-fable-5-1|default: 384 runs in the manifest, 0 done, 384 pending, 0 abandoned after 3 non-ok attempts; 15 workers; started 2026-09-11T16:11:27Z
[1/384] default|claude-fable-5-1__ISFJ__static__flat__seed3003__rep0 -> ok (2064s, fallbacks 0, errors 0); non-ok so far 0; 1.6 runs/h; ETA 241.6 h
[2/384] default|claude-fable-5-1__ISFJ__static__flat__seed3012__rep0 -> ok (2085s, fallbacks 0, errors 0); non-ok so far 0; 3.1 runs/h; ETA 121.6 h
[3/384] default|claude-fable-5-1__ISFJ__static__flat__seed3006__rep0 -> ok (2095s, fallbacks 0, errors 0); non-ok so far 0; 4.7 runs/h; ETA 81.2 h
[4/384] default|claude-fable-5-1__ISFJ__static__flat__seed3011__rep0 -> ok (2123s, fallbacks 0, errors 0); non-ok so far 0; 6.2 runs/h; ETA 61.5 h
[5/384] default|claude-fable-5-1__ISFJ__static__flat__seed3013__rep0 -> ok (2132s, fallbacks 0, errors 0); non-ok so far 0; 7.7 runs/h; ETA 49.2 h
[6/384] default|claude-fable-5-1__ISFJ__static__flat__seed3010__rep0 -> ok (2197s, fallbacks 0, errors 0); non-ok so far 0; 9.0 runs/h; ETA 42.0 h
[7/384] default|claude-fable-5-1__ISFJ__static__flat__seed3009__rep0 -> ok (2202s, fallbacks 0, errors 0); non-ok so far 0; 10.5 runs/h; ETA 36.0 h
[8/384] default|claude-fable-5-1__ISFJ__static__flat__seed3005__rep0 -> ok (2215s, fallbacks 0, errors 0); non-ok so far 0; 11.9 runs/h; ETA 31.6 h
[9/384] default|claude-fable-5-1__ISFJ__static__flat__seed3008__rep0 -> ok (2242s, fallbacks 0, errors 0); non-ok so far 0; 13.2 runs/h; ETA 28.3 h
[10/384] default|claude-fable-5-1__ISFJ__static__flat__seed3001__rep0 -> ok (2243s, fallbacks 0, errors 0); non-ok so far 0; 14.7 runs/h; ETA 25.4 h
[11/384] default|claude-fable-5-1__ISFJ__static__flat__seed3004__rep0 -> ok (2254s, fallbacks 0, errors 0); non-ok so far 0; 16.1 runs/h; ETA 23.2 h
[12/384] default|claude-fable-5-1__ISFJ__static__flat__seed3002__rep0 -> ok (2292s, fallbacks 0, errors 0); non-ok so far 0; 17.3 runs/h; ETA 21.5 h
[13/384] default|claude-fable-5-1__ISFJ__static__flat__seed3014__rep0 -> ok (2301s, fallbacks 0, errors 0); non-ok so far 0; 18.7 runs/h; ETA 19.9 h
[14/384] default|claude-fable-5-1__ISFJ__static__flat__seed3007__rep0 -> ok (2332s, fallbacks 0, errors 0); non-ok so far 0; 19.9 runs/h; ETA 18.6 h
[15/384] default|claude-fable-5-1__ISFJ__static__flat__seed3015__rep0 -> ok (2365s, fallbacks 0, errors 0); non-ok so far 0; 21.0 runs/h; ETA 17.6 h
[16/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3001__rep0 -> ok (1555s, fallbacks 0, errors 0); non-ok so far 0; 15.0 runs/h; ETA 24.6 h
[17/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3006__rep0 -> ok (1500s, fallbacks 0, errors 0); non-ok so far 0; 15.7 runs/h; ETA 23.4 h
[18/384] default|claude-fable-5-1__ISFJ__static__flat__seed3016__rep0 -> ok (1648s, fallbacks 0, errors 0); non-ok so far 0; 16.5 runs/h; ETA 22.1 h
[19/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3003__rep0 -> ok (1637s, fallbacks 0, errors 0); non-ok so far 0; 17.2 runs/h; ETA 21.2 h
[20/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3005__rep0 -> ok (1586s, fallbacks 0, errors 0); non-ok so far 0; 18.1 runs/h; ETA 20.2 h
[21/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3012__rep0 -> ok (1482s, fallbacks 0, errors 0); non-ok so far 0; 19.0 runs/h; ETA 19.2 h
[22/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3004__rep0 -> ok (1661s, fallbacks 0, errors 0); non-ok so far 0; 19.8 runs/h; ETA 18.3 h
[23/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3008__rep0 -> ok (1634s, fallbacks 0, errors 0); non-ok so far 0; 20.3 runs/h; ETA 17.8 h
[24/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3011__rep0 -> ok (1586s, fallbacks 0, errors 0); non-ok so far 0; 21.2 runs/h; ETA 17.0 h
[25/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3007__rep0 -> ok (1668s, fallbacks 0, errors 0); non-ok so far 0; 22.0 runs/h; ETA 16.3 h
[26/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3002__rep0 -> ok (1792s, fallbacks 0, errors 0); non-ok so far 0; 22.9 runs/h; ETA 15.7 h
[27/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3013__rep0 -> ok (1560s, fallbacks 0, errors 0); non-ok so far 0; 23.7 runs/h; ETA 15.1 h
[28/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3010__rep0 -> ok (1666s, fallbacks 0, errors 0); non-ok so far 0; 24.4 runs/h; ETA 14.6 h
[29/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3009__rep0 -> ok (1727s, fallbacks 0, errors 0); non-ok so far 0; 25.0 runs/h; ETA 14.2 h
[30/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3014__rep0 -> ok (1715s, fallbacks 0, errors 0); non-ok so far 0; 25.2 runs/h; ETA 14.0 h
[31/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (1467s, fallbacks 0, errors 0); non-ok so far 0; 20.5 runs/h; ETA 17.3 h
[32/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3015__rep0 -> ok (1673s, fallbacks 0, errors 0); non-ok so far 0; 20.9 runs/h; ETA 16.9 h
[33/384] default|claude-fable-5-1__ISFJ__static__bull_trap__seed3016__rep0 -> ok (1655s, fallbacks 0, errors 0); non-ok so far 0; 21.4 runs/h; ETA 16.4 h
[34/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3011__rep0 -> ok (1449s, fallbacks 0, errors 0); non-ok so far 0; 22.0 runs/h; ETA 15.9 h
[35/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3009__rep0 -> ok (1496s, fallbacks 0, errors 0); non-ok so far 0; 22.5 runs/h; ETA 15.5 h
[36/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3006__rep0 -> ok (1566s, fallbacks 0, errors 0); non-ok so far 0; 22.9 runs/h; ETA 15.2 h
[37/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3005__rep0 -> ok (1692s, fallbacks 0, errors 0); non-ok so far 0; 23.4 runs/h; ETA 14.8 h
[38/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (1786s, fallbacks 0, errors 0); non-ok so far 0; 24.0 runs/h; ETA 14.4 h
[39/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3012__rep0 -> ok (1533s, fallbacks 0, errors 0); non-ok so far 0; 24.6 runs/h; ETA 14.0 h
[40/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3010__rep0 -> ok (1623s, fallbacks 0, errors 0); non-ok so far 0; 25.2 runs/h; ETA 13.7 h
[41/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3008__rep0 -> ok (1672s, fallbacks 0, errors 0); non-ok so far 0; 25.6 runs/h; ETA 13.4 h
[42/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (1814s, fallbacks 0, errors 0); non-ok so far 0; 26.2 runs/h; ETA 13.1 h
[43/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3013__rep0 -> ok (1498s, fallbacks 0, errors 0); non-ok so far 0; 26.8 runs/h; ETA 12.7 h
[44/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (1797s, fallbacks 0, errors 0); non-ok so far 0; 27.4 runs/h; ETA 12.4 h
[45/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3007__rep0 -> ok (1749s, fallbacks 0, errors 0); non-ok so far 0; 27.8 runs/h; ETA 12.2 h
[46/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (1496s, fallbacks 0, errors 0); non-ok so far 0; 23.2 runs/h; ETA 14.6 h
[47/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (1636s, fallbacks 0, errors 0); non-ok so far 0; 23.5 runs/h; ETA 14.4 h
[48/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3014__rep0 -> ok (1854s, fallbacks 0, errors 0); non-ok so far 0; 23.6 runs/h; ETA 14.2 h
[49/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3006__rep0 -> ok (1605s, fallbacks 0, errors 0); non-ok so far 0; 24.1 runs/h; ETA 13.9 h
[50/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3015__rep0 -> ok (1833s, fallbacks 0, errors 0); non-ok so far 0; 24.5 runs/h; ETA 13.6 h
[51/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3011__rep0 -> ok (1570s, fallbacks 0, errors 0); non-ok so far 0; 25.0 runs/h; ETA 13.3 h
[52/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (1773s, fallbacks 0, errors 0); non-ok so far 0; 25.4 runs/h; ETA 13.1 h
[53/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3005__rep0 -> ok (1674s, fallbacks 0, errors 0); non-ok so far 0; 25.9 runs/h; ETA 12.8 h
[54/384] default|claude-fable-5-1__ISFJ__static__crash_d0.7__seed3016__rep0 -> ok (1848s, fallbacks 0, errors 0); non-ok so far 0; 26.2 runs/h; ETA 12.6 h
[55/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (1725s, fallbacks 0, errors 0); non-ok so far 0; 26.7 runs/h; ETA 12.3 h
[56/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3012__rep0 -> ok (1594s, fallbacks 0, errors 0); non-ok so far 0; 27.1 runs/h; ETA 12.1 h
[57/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3008__rep0 -> ok (1686s, fallbacks 0, errors 0); non-ok so far 0; 27.5 runs/h; ETA 11.9 h
[58/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3007__rep0 -> ok (1747s, fallbacks 0, errors 0); non-ok so far 0; 28.0 runs/h; ETA 11.7 h
[59/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3010__rep0 -> ok (1749s, fallbacks 0, errors 0); non-ok so far 0; 28.2 runs/h; ETA 11.5 h
[60/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3009__rep0 -> ok (1774s, fallbacks 0, errors 0); non-ok so far 0; 28.6 runs/h; ETA 11.3 h
[61/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3003__rep0 -> ok (1256s, fallbacks 0, errors 0); non-ok so far 0; 25.5 runs/h; ETA 12.7 h
[62/384] default|claude-fable-5-1__ISFJ__static__sustained_bull__seed3013__rep0 -> ok (1535s, fallbacks 0, errors 0); non-ok so far 0; 25.7 runs/h; ETA 12.5 h
[63/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3006__rep0 -> ok (1351s, fallbacks 0, errors 0); non-ok so far 0; 25.9 runs/h; ETA 12.4 h
[64/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3001__rep0 -> ok (1438s, fallbacks 0, errors 0); non-ok so far 0; 26.2 runs/h; ETA 12.2 h
[65/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3009__rep0 -> ok (1343s, fallbacks 0, errors 0); non-ok so far 0; 26.6 runs/h; ETA 12.0 h
[66/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3008__rep0 -> ok (1373s, fallbacks 0, errors 0); non-ok so far 0; 26.9 runs/h; ETA 11.8 h
[67/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3005__rep0 -> ok (1449s, fallbacks 0, errors 0); non-ok so far 0; 27.2 runs/h; ETA 11.6 h
[68/384] default|claude-fable-5-1__ISFJ__memory__flat__seed3011__rep0 -> ok (1339s, fallbacks 0, errors 0); non-ok so far 0; 27.5 runs/h; ETA 11.5 h
