[manifest_openrouter_deepseek] openrouter/deepseek/deepseek-v4-flash|default: 96 runs in the manifest, 0 done, 96 pending, 0 abandoned after 3 non-ok attempts; 13 workers; started 2026-09-12T11:15:50Z
[1/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__flat__seed3003__rep0 -> ok (1032s, fallbacks 0, errors 0); non-ok so far 0; 3.4 runs/h; ETA 28.0 h
[2/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__crash_d0.7__seed3003__rep0 -> ok (1034s, fallbacks 0, errors 0); non-ok so far 0; 6.8 runs/h; ETA 13.9 h
[3/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__bull_trap__seed3001__rep0 -> ok (1107s, fallbacks 0, errors 0); non-ok so far 0; 9.5 runs/h; ETA 9.8 h
[4/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__bull_trap__seed3003__rep0 -> ok (1134s, fallbacks 0, errors 0); non-ok so far 0; 12.4 runs/h; ETA 7.4 h
[5/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__flat__seed3001__rep0 -> ok (1146s, fallbacks 0, errors 0); non-ok so far 0; 15.3 runs/h; ETA 5.9 h
[6/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__bull_trap__seed3004__rep0 -> ok (1151s, fallbacks 0, errors 0); non-ok so far 0; 18.3 runs/h; ETA 4.9 h
[7/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__sustained_bull__seed3001__rep0 -> ok (1151s, fallbacks 0, errors 0); non-ok so far 0; 21.3 runs/h; ETA 4.2 h
[8/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__flat__seed3002__rep0 -> ok (1179s, fallbacks 0, errors 0); non-ok so far 0; 23.8 runs/h; ETA 3.7 h
[9/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__crash_d0.7__seed3001__rep0 -> ok (1183s, fallbacks 0, errors 0); non-ok so far 0; 26.7 runs/h; ETA 3.3 h
[10/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__crash_d0.7__seed3002__rep0 -> ok (1199s, fallbacks 0, errors 0); non-ok so far 0; 29.3 runs/h; ETA 2.9 h
[11/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__bull_trap__seed3002__rep0 -> ok (1202s, fallbacks 0, errors 0); non-ok so far 0; 32.1 runs/h; ETA 2.6 h
[12/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__flat__seed3004__rep0 -> ok (1231s, fallbacks 0, errors 0); non-ok so far 0; 34.2 runs/h; ETA 2.5 h
[13/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__crash_d0.7__seed3004__rep0 -> ok (1239s, fallbacks 0, errors 0); non-ok so far 0; 36.9 runs/h; ETA 2.3 h
[14/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__flat__seed3003__rep0 -> ok (845s, fallbacks 0, errors 0); non-ok so far 0; 24.9 runs/h; ETA 3.3 h
[15/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__flat__seed3001__rep0 -> ok (948s, fallbacks 0, errors 0); non-ok so far 0; 25.5 runs/h; ETA 3.2 h
[16/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__crash_d0.7__seed3001__rep0 -> ok (857s, fallbacks 0, errors 0); non-ok so far 0; 27.2 runs/h; ETA 2.9 h
[17/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__bull_trap__seed3001__rep0 -> ok (952s, fallbacks 0, errors 0); non-ok so far 0; 28.3 runs/h; ETA 2.8 h
[18/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__bull_trap__seed3003__rep0 -> ok (967s, fallbacks 0, errors 0); non-ok so far 0; 29.5 runs/h; ETA 2.6 h
[19/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__bull_trap__seed3002__rep0 -> ok (1007s, fallbacks 0, errors 0); non-ok so far 0; 30.8 runs/h; ETA 2.5 h
[20/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__flat__seed3002__rep0 -> ok (1061s, fallbacks 0, errors 0); non-ok so far 0; 32.2 runs/h; ETA 2.4 h
[21/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__sustained_bull__seed3003__rep0 -> ok (1176s, fallbacks 0, errors 0); non-ok so far 0; 33.7 runs/h; ETA 2.2 h
[22/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__crash_d0.7__seed3002__rep0 -> ok (976s, fallbacks 0, errors 0); non-ok so far 0; 35.3 runs/h; ETA 2.1 h
[23/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__flat__seed3004__rep0 -> ok (1069s, fallbacks 0, errors 0); non-ok so far 0; 36.8 runs/h; ETA 2.0 h
[24/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__bull_trap__seed3004__rep0 -> ok (1044s, fallbacks 0, errors 0); non-ok so far 0; 38.0 runs/h; ETA 1.9 h
[25/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__sustained_bull__seed3002__rep0 -> ok (1251s, fallbacks 0, errors 0); non-ok so far 0; 38.9 runs/h; ETA 1.8 h
[26/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__static__sustained_bull__seed3004__rep0 -> ok (1188s, fallbacks 0, errors 0); non-ok so far 0; 40.2 runs/h; ETA 1.7 h
[27/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__crash_d0.7__seed3003__rep0 -> ok (885s, fallbacks 0, errors 0); non-ok so far 0; 33.4 runs/h; ETA 2.1 h
[28/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__sustained_bull__seed3001__rep0 -> ok (909s, fallbacks 0, errors 0); non-ok so far 0; 33.3 runs/h; ETA 2.0 h
[29/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__sustained_bull__seed3003__rep0 -> ok (859s, fallbacks 0, errors 0); non-ok so far 0; 34.2 runs/h; ETA 2.0 h
[30/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__crash_d0.7__seed3004__rep0 -> ok (966s, fallbacks 0, errors 0); non-ok so far 0; 35.1 runs/h; ETA 1.9 h
[31/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__sustained_bull__seed3002__rep0 -> ok (1049s, fallbacks 0, errors 0); non-ok so far 0; 34.8 runs/h; ETA 1.9 h
[32/96] default|openrouter_deepseek_deepseek-v4-flash__ISFJ__memory__sustained_bull__seed3004__rep0 -> ok (1056s, fallbacks 0, errors 0); non-ok so far 0; 35.2 runs/h; ETA 1.8 h
[33/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__flat__seed3003__rep0 -> ok (1158s, fallbacks 0, errors 0); non-ok so far 0; 34.9 runs/h; ETA 1.8 h
[34/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__flat__seed3001__rep0 -> ok (1214s, fallbacks 0, errors 0); non-ok so far 0; 35.5 runs/h; ETA 1.7 h
[35/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__flat__seed3004__rep0 -> ok (1211s, fallbacks 0, errors 0); non-ok so far 0; 36.4 runs/h; ETA 1.7 h
[36/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__flat__seed3002__rep0 -> ok (1254s, fallbacks 0, errors 0); non-ok so far 0; 37.1 runs/h; ETA 1.6 h
[37/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__bull_trap__seed3001__rep0 -> ok (1231s, fallbacks 0, errors 0); non-ok so far 0; 38.0 runs/h; ETA 1.6 h
[38/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__bull_trap__seed3002__rep0 -> ok (1197s, fallbacks 0, errors 0); non-ok so far 0; 39.0 runs/h; ETA 1.5 h
[39/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__bull_trap__seed3003__rep0 -> ok (1201s, fallbacks 0, errors 0); non-ok so far 0; 39.8 runs/h; ETA 1.4 h
[40/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__bull_trap__seed3004__rep0 -> ok (1276s, fallbacks 0, errors 0); non-ok so far 0; 34.4 runs/h; ETA 1.6 h
[41/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__crash_d0.7__seed3001__rep0 -> ok (1287s, fallbacks 0, errors 0); non-ok so far 0; 34.2 runs/h; ETA 1.6 h
[42/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__crash_d0.7__seed3003__rep0 -> ok (1242s, fallbacks 0, errors 0); non-ok so far 0; 35.0 runs/h; ETA 1.5 h
[43/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__crash_d0.7__seed3002__rep0 -> ok (1265s, fallbacks 0, errors 0); non-ok so far 0; 35.8 runs/h; ETA 1.5 h
[44/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__crash_d0.7__seed3004__rep0 -> ok (1221s, fallbacks 0, errors 0); non-ok so far 0; 35.7 runs/h; ETA 1.5 h
[45/96] default|openrouter_deepseek_deepseek-v4-flash__INTJ__static__sustained_bull__seed3001__rep0 -> ok (1220s, fallbacks 0, errors 0); non-ok so far 0; 36.0 runs/h; ETA 1.4 h
