seed,scenario,attempts,rejected,accepted,script_r2,n_event_days,depth,duration,rise,sd_x
240000,crash,1,0,True,0.09837247041273713,95,-0.48220150655087246,101.0,77.0,0.09496828611678444
240001,crash,1,0,True,0.09023733103536079,133,-0.48728200905754704,92.0,102.0,0.06833467185690309
240002,crash,1,0,True,0.10653160397291213,115,-0.5675460252234876,121.0,69.0,0.11284489216871259
240003,crash,1,0,True,0.2103251613994658,137,-0.3764908177352665,79.0,20.0,0.08352075349283057
240004,crash,1,0,True,0.11088234667968493,98,-0.4610160843523864,74.0,64.0,0.10361393508304184
240005,crash,1,0,True,0.2602773742152788,102,-0.6286547474630941,105.0,25.0,0.0901517546929275
240006,crash,1,0,True,0.13632800591331323,104,-0.6146018967505779,112.0,90.0,0.16379862235623832
240007,crash,1,0,True,0.0953933638229783,136,-0.3116920132770241,8.0,19.0,0.08967789712334617
240008,crash,1,0,True,0.13527501874987607,142,-0.5838581070505,86.0,70.0,0.15868912414439781
240009,crash,1,0,True,0.10527153884874543,112,-0.3780480837375362,76.0,110.0,0.0811279960704184
240010,crash,1,0,True,0.15004835228713106,132,-0.4880910934070417,93.0,67.0,0.1589777240108847
240011,crash,1,0,True,0.17844646940980918,99,-0.4970394019399468,21.0,19.0,0.07583272183249373
240012,crash,1,0,True,0.06842167975824366,94,,,,0.2119456028919901
240013,crash,1,0,True,0.13871005815914025,133,-0.6104592694534294,110.0,94.0,0.1693373697329778
240014,crash,1,0,True,0.12942045936888846,125,-0.5398545177886349,113.0,114.0,0.10276867636473058
240015,crash,1,0,True,0.17127898488968873,146,-0.4292327970451637,48.0,23.0,0.10644124881959563
240016,crash,1,0,True,0.10657996640819813,92,,,,0.07797862771575699
240017,crash,2,1,True,0.13883929070928028,117,-0.6373725840515008,75.0,27.0,0.15876659992538558
240018,crash,1,0,True,0.1103108224063951,141,-0.5859871693066055,75.0,55.0,0.07539007930270147
240019,crash,1,0,True,0.10537904826841728,104,-0.5487241084342591,41.0,20.0,0.11488879028864464
240020,crash,1,0,True,0.17167680148287287,104,-0.4836000470667534,70.0,57.0,0.12564413500492483
240021,crash,1,0,True,0.07330263881616231,93,-0.4521819858010492,32.0,28.0,0.12413251189385965
240022,crash,1,0,True,0.07890039912699548,141,,,,0.13693959223408309
240023,crash,1,0,True,0.08410049952411285,114,-0.4271752156535694,125.0,110.0,0.08015933009844858
240024,crash,1,0,True,0.1727449561061085,150,-0.4297789931779038,36.0,26.0,0.07072883363242083
240025,crash,1,0,True,0.14543381015137427,126,-0.5712709062840146,116.0,110.0,0.07263338982585145
240026,crash,1,0,True,0.20675639019183084,94,,,,0.11717819779838026
240027,crash,1,0,True,0.10365109802105808,120,-0.48779647916241564,46.0,39.0,0.1422427865036057
240028,crash,1,0,True,0.16539034707754338,127,-0.4713659094610607,72.0,68.0,0.09847186742380386
240029,crash,1,0,True,0.071252952238516,139,-0.4946098242025463,29.0,30.0,0.12941943131813455
240030,crash,1,0,True,0.16815920040566737,144,-0.4644875216714871,91.0,94.0,0.09676538765356385
240031,crash,1,0,True,0.21723331676683438,95,-0.5176104866072739,63.0,41.0,0.15224477326585964
240032,crash,1,0,True,0.20859680259330748,94,,,,0.13752399190731424
240033,crash,1,0,True,0.15743379148126785,110,-0.4976660081659655,56.0,90.0,0.07322367429281385
240034,crash,1,0,True,0.20967485965744811,141,-0.5208507985858997,93.0,77.0,0.10279722090952359
240035,crash,1,0,True,0.07808488093110964,121,-0.4616912300938919,120.0,85.0,0.10589932999044502
240036,crash,1,0,True,0.14128542988367457,130,-0.6909383310617443,94.0,80.0,0.14265660678965514
240037,crash,1,0,True,0.1681977909593836,136,-0.5109331859940063,69.0,58.0,0.09887640012971895
240038,crash,1,0,True,0.23350734117077449,142,-0.4981250577222113,27.0,25.0,0.15531107367189015
240039,crash,1,0,True,0.09479973289631444,128,-0.4918541223896392,80.0,94.0,0.06155878213100041
240040,crash,1,0,True,0.11862715555940831,116,-0.600811298587685,126.0,96.0,0.0855939751398094
240041,crash,1,0,True,0.07597316849484756,143,,,,0.08384230797823058
240042,crash,1,0,True,0.08991711185875624,101,-0.4522559079317412,16.0,19.0,0.05148140849697325
240043,crash,1,0,True,0.09612950963266786,142,-0.5676127199331262,20.0,17.0,0.15640475537273144
240044,crash,1,0,True,0.08908067839268265,108,-0.5981204241214201,121.0,90.0,0.13123177198633354
240045,crash,1,0,True,0.13571968774896706,140,-0.3824016318087683,71.0,41.0,0.0775999431722271
240046,crash,1,0,True,0.058920637888778826,99,-0.455048038198677,114.0,91.0,0.06785327513597969
240047,crash,1,0,True,0.13541269275661058,120,,,,0.15418607530566394
240048,crash,1,0,True,0.1507505885686367,134,,,,0.0982698582169961
240049,crash,1,0,True,0.13013542674173506,145,-0.5153207033504944,61.0,65.0,0.10691733316781828
240050,crash,1,0,True,0.038395429039730165,132,-0.5152891677618934,60.0,69.0,0.09443475196299835
240051,crash,1,0,True,0.16474413299400223,100,-0.5943102965233985,92.0,70.0,0.11559281690442369
240052,crash,1,0,True,0.061352169063467604,99,-0.4385548623446346,105.0,102.0,0.07793867492024614
240053,crash,1,0,True,0.10525024414782656,126,-0.49207589801142104,83.0,87.0,0.10561100035392854
240054,crash,1,0,True,0.07871030196321964,121,,,,0.11307329909706003
240055,crash,1,0,True,0.1321933673340142,126,,,,0.1060959309259331
240056,crash,1,0,True,0.11660440945999398,134,-0.40978988737550515,25.0,20.0,0.10019869177653963
240057,crash,1,0,True,0.09590306352487551,132,,,,0.11576576868277001
240058,crash,1,0,True,0.19376968548782098,138,-0.47220886932431017,40.0,33.0,0.09650968101318894
240059,crash,1,0,True,0.17118986415101992,149,,,,0.07924675699943526
240060,crash,1,0,True,0.10151419752357878,105,-0.4814420848786818,33.0,31.0,0.04883291550885211
240061,crash,1,0,True,0.1068071941924621,126,-0.6910549576611946,91.0,86.0,0.11995853754402978
240062,crash,1,0,True,0.19041699852104121,121,-0.5494223941947338,114.0,117.0,0.0825692918894584
240063,crash,1,0,True,0.09284603472047888,114,-0.5458949769369957,91.0,47.0,0.08118960453247333
240064,crash,1,0,True,0.10579156957781985,116,-0.49481660383081205,42.0,93.0,0.11316783910711357
240065,crash,1,0,True,0.15561845259995796,113,,,,0.11415761039687591
240066,crash,1,0,True,0.07604691342434135,148,-0.40595348978784496,55.0,41.0,0.07746805892386052
240067,crash,1,0,True,0.11822329344441562,122,,,,0.13725690275979996
240068,crash,1,0,True,0.09594418377546589,143,-0.4514325684665613,114.0,43.0,0.08733873760606704
240069,crash,1,0,True,0.04511136681398036,148,-0.4252363612613108,31.0,20.0,0.06433369483020243
240070,crash,1,0,True,0.28721653445739065,110,-0.5138269778047271,108.0,94.0,0.14745821820597674
240071,crash,1,0,True,0.28755369304055073,108,-0.5381088570561758,81.0,81.0,0.14476631023979217
240072,crash,1,0,True,0.14029519861439904,102,-0.5713679732115888,110.0,112.0,0.09368702240224798
240073,crash,1,0,True,0.1548444900551256,128,-0.40458608224695203,123.0,96.0,0.04952731116060853
240074,crash,1,0,True,0.025583823226602694,119,-0.3253420268909104,18.0,28.0,0.05811625572640556
240075,crash,1,0,True,0.20602667596267668,116,-0.4925155272296704,33.0,49.0,0.11684332187297958
240076,crash,1,0,True,0.10570222834815735,148,,,,0.10394523771446533
240077,crash,1,0,True,0.17543492819358686,120,-0.3610642831919907,67.0,60.0,0.07100441211510226
240078,crash,1,0,True,0.09329467724853557,127,,,,0.09748042582412204
240079,crash,1,0,True,0.1660048361871248,122,,,,0.0905309353767648
240080,crash,1,0,True,0.09554193269535873,143,-0.4455186004448133,40.0,52.0,0.059790827914165734
240081,crash,1,0,True,0.06740239562866202,118,-0.4019840647436578,70.0,8.0,0.06403555754153302
240082,crash,1,0,True,0.1157666926217599,99,-0.34567250881418077,121.0,28.0,0.06482066944240944
240083,crash,1,0,True,0.04009204688505373,146,-0.5548138380862173,36.0,39.0,0.10343320869758066
240084,crash,1,0,True,0.049794229411129716,115,-0.40203984854739894,112.0,109.0,0.05851491698089285
240085,crash,1,0,True,0.052229249573475196,146,-0.4446195577834666,90.0,95.0,0.08934885220463462
240086,crash,1,0,True,0.17569022285272942,133,-0.6344877104165099,59.0,34.0,0.19169550424430554
240087,crash,1,0,True,0.12151877841918841,142,,,,0.135547135455893
240088,crash,1,0,True,0.15026333623020663,143,-0.4248798740962738,71.0,55.0,0.09414321564956216
240089,crash,1,0,True,0.09046363389384489,94,-0.4592440601066745,45.0,44.0,0.07295786655452839
240090,crash,1,0,True,0.10631621315815651,144,-0.4784572514179922,126.0,18.0,0.07077109260516704
240091,crash,1,0,True,0.1316976961824573,142,-0.43392994289886255,73.0,67.0,0.08678372643801562
240092,crash,1,0,True,0.09954933302906349,93,-0.4865198842283296,102.0,95.0,0.08633639161624998
240093,crash,1,0,True,0.12153341297649656,119,,,,0.15577904274762744
240094,crash,1,0,True,0.10439170794868605,145,,,,0.10456430996787441
240095,crash,1,0,True,0.07754543378294702,129,-0.43380358108147365,67.0,35.0,0.0861712443985437
240096,crash,1,0,True,0.10866284143296448,97,-0.5260302170264988,81.0,101.0,0.11444268457276513
240097,crash,1,0,True,0.11573074994445316,138,,,,0.08975491531929397
240098,crash,1,0,True,0.06242317858556395,103,-0.4485154268560032,49.0,36.0,0.06553252687019859
240099,crash,1,0,True,0.22070106067611114,103,,,,0.07783875701938886
240100,crash,1,0,True,0.07913524801537473,135,-0.4576493117519893,37.0,24.0,0.09928706668922067
