seed,scenario,attempts,rejected,accepted,script_r2,n_event_days,depth,duration,rise,sd_x
240000,crash,1,0,True,0.03748990729511583,95,-0.492038058651724,101.0,77.0,0.10402611552211208
240001,crash,1,0,True,0.05531072835833045,133,-0.47986186562877864,92.0,103.0,0.06192836066385725
240002,crash,1,0,True,0.0954692870923054,115,-0.5680717720419177,121.0,69.0,0.1114045998115143
240003,crash,1,0,True,0.14618976710829895,137,-0.3519751016759106,86.0,17.0,0.07247898312106399
240004,crash,1,0,True,0.060155512067649415,98,-0.4770992066178549,29.0,58.0,0.11225330646221911
240005,crash,1,0,True,0.22168073413395067,102,-0.6296265937204251,55.0,25.0,0.09824701515176171
240006,crash,1,0,True,0.0838260197508571,104,-0.592735159014472,89.0,90.0,0.15295712532320538
240007,crash,1,0,True,0.10636747848345464,136,-0.3374439976713731,23.0,19.0,0.0934411392834235
240008,crash,1,0,True,0.06456535585288263,142,-0.5613891493602866,114.0,70.0,0.15479892062741446
240009,crash,1,0,True,0.054894325730845475,112,-0.3780050360085927,108.0,110.0,0.08089359866557047
240010,crash,1,0,True,0.07285896323089289,132,-0.4906916352648464,71.0,70.0,0.16338117590630602
240011,crash,1,0,True,0.13927099619927205,99,-0.496128182437229,21.0,19.0,0.07657718560720574
240012,crash,1,0,True,0.028857471847301995,94,,,,0.20783646278865112
240013,crash,1,0,True,0.11863959096797672,133,-0.6076860254935701,98.0,94.0,0.16744549075000215
240014,crash,1,0,True,0.11109672772722061,125,-0.5523018043276846,113.0,114.0,0.10927869527531918
240015,crash,1,0,True,0.12131064496233117,146,-0.41200279960721664,48.0,23.0,0.10666895590169173
240016,crash,1,0,True,0.086272281295588,92,,,,0.07453649502865267
240017,crash,2,1,True,0.11513771149075873,117,-0.6201310250833474,75.0,27.0,0.15203040173877247
240018,crash,1,0,True,0.0709269860165964,141,,,,0.06948020198898926
240019,crash,1,0,True,0.11629006625536287,104,-0.5446049611196455,41.0,20.0,0.11371831267438882
240020,crash,1,0,True,0.14927056837067257,104,-0.496702121946461,70.0,57.0,0.13466185397494665
240021,crash,1,0,True,0.07049679223452746,93,-0.5058777042274536,32.0,28.0,0.14102697159925628
240022,crash,1,0,True,0.052994153299446844,141,,,,0.13398409097712935
240023,crash,1,0,True,0.04742937931640041,114,-0.46811150679278535,102.0,110.0,0.08318668952165802
240024,crash,1,0,True,0.10295925018932924,150,-0.4292518586573971,36.0,22.0,0.07560818240891483
240025,crash,1,0,True,0.0961364373753732,126,-0.5763645533394784,116.0,110.0,0.08488321644144663
240026,crash,1,0,True,0.11754383668413604,94,,,,0.11136209330945146
240027,crash,1,0,True,0.05267573646913631,120,-0.44349512111352296,42.0,37.0,0.13358884234912247
240028,crash,1,0,True,0.11726073904567559,127,-0.44610115919295956,72.0,68.0,0.09450437539614868
240029,crash,1,0,True,0.05184572777408494,139,-0.4718875582367904,91.0,121.0,0.12119207987943117
240030,crash,1,0,True,0.134739122560783,144,-0.46036533171098004,93.0,94.0,0.09689113453078198
240031,crash,1,0,True,0.16848983098558634,95,-0.5286403859650819,63.0,41.0,0.16420988963893293
240032,crash,1,0,True,0.12747392452315415,94,,,,0.13668146198073972
240033,crash,1,0,True,0.09754494459796273,110,-0.512093326688734,56.0,90.0,0.08235423544689452
240034,crash,1,0,True,0.1296196492255724,141,-0.5392152267312256,96.0,77.0,0.10545256904043426
240035,crash,1,0,True,0.022549153679551445,121,-0.49363119231839436,120.0,85.0,0.11928225095238543
240036,crash,1,0,True,0.07293193117068143,130,-0.6893884942216082,94.0,80.0,0.14076322836507668
240037,crash,1,0,True,0.11198150683115564,136,-0.5058783791477386,69.0,58.0,0.09949347288467664
240038,crash,1,0,True,0.23266270651611778,142,-0.5057119022432024,27.0,25.0,0.15843058179029393
240039,crash,1,0,True,0.03125801095544088,128,-0.5052251638726748,80.0,93.0,0.06529603667269454
240040,crash,1,0,True,0.060138900519524606,116,,,,0.10011434750708785
240041,crash,1,0,True,0.05092012800595961,143,,,,0.08376192166906155
240042,crash,1,0,True,0.08419496470658874,101,-0.4578459450233755,16.0,19.0,0.054185622216633665
240043,crash,1,0,True,0.07819297627706012,142,-0.6422819349401248,20.0,17.0,0.19187916092655993
240044,crash,1,0,True,0.023582758777370923,108,-0.6438503771005685,80.0,90.0,0.1599584376003976
240045,crash,1,0,True,0.1072949403349035,140,-0.38721555463326374,71.0,41.0,0.07896476337434624
240046,crash,2,1,True,0.039025227180287975,128,-0.41370310863970083,111.0,104.0,0.07873588047261747
240047,crash,1,0,True,0.05962305366729788,120,-0.594381713011779,123.0,114.0,0.15740921156118326
240048,crash,1,0,True,0.08515975714583374,134,,,,0.09470683498976876
240049,crash,1,0,True,0.08942638524728214,145,-0.5103889391360318,61.0,65.0,0.11008150110926039
240050,crash,1,0,True,0.006384614077910981,132,-0.5482633013295165,60.0,72.0,0.10730258385908571
240051,crash,1,0,True,0.09447737543230585,100,-0.5950417954902198,92.0,67.0,0.11976846099069874
240052,crash,1,0,True,0.025699156683913652,99,-0.41343480404243693,107.0,102.0,0.07462100138809032
240053,crash,1,0,True,0.04687964435659496,126,-0.4535770650581634,83.0,87.0,0.10593134844672822
240054,crash,1,0,True,0.05131972922975033,121,,,,0.10896872689492552
240055,crash,1,0,True,0.06267673427883698,126,,,,0.1059572276508401
240056,crash,1,0,True,0.09024456891181562,134,-0.40119011985520137,25.0,20.0,0.09949747156783904
240057,crash,1,0,True,0.08641658986689321,132,,,,0.11804040929924223
240058,crash,1,0,True,0.15383690314704984,138,-0.4601689543324571,40.0,33.0,0.09138299600342771
240059,crash,1,0,True,0.08940654191438616,149,,,,0.08547868165986798
240060,crash,1,0,True,0.05636026297440268,105,-0.4854529544558972,33.0,31.0,0.05267707377978101
240061,crash,1,0,True,0.07708169545016018,126,-0.6908761216737722,101.0,85.0,0.12434727047567024
240062,crash,1,0,True,0.09278200539622938,121,-0.5177902256995992,118.0,117.0,0.0768077097529047
240063,crash,1,0,True,0.0724110458624163,114,-0.5492379445189791,91.0,47.0,0.08309331201921041
240064,crash,1,0,True,0.16854582759381959,116,-0.5292330280334847,42.0,93.0,0.1278428929217954
240065,crash,1,0,True,0.1359859963456201,113,,,,0.11968762675983584
240066,crash,1,0,True,0.0232964970977335,148,-0.34591229585957717,55.0,41.0,0.06279067883531944
240067,crash,1,0,True,0.06735239738581976,122,,,,0.15572469532699734
240068,crash,1,0,True,0.06162991938140472,143,-0.4514053636606241,114.0,43.0,0.08846582331482081
240069,crash,1,0,True,0.05135542899256142,148,-0.4249828180787043,53.0,20.0,0.06395120866548287
240070,crash,1,0,True,0.26506448336532346,110,-0.5270828162366938,108.0,94.0,0.15594880387021842
240071,crash,1,0,True,0.26670145409140256,108,-0.5491107641185877,81.0,81.0,0.1515470868883047
240072,crash,1,0,True,0.08539202396486656,102,-0.5762965642455101,110.0,112.0,0.09930425175839323
240073,crash,1,0,True,0.09018877622041707,128,-0.4187858472641268,123.0,79.0,0.05748532636284669
240074,crash,1,0,True,0.010446403852089295,119,-0.32605312455726854,18.0,28.0,0.05947305773437716
240075,crash,1,0,True,0.23522557534561642,116,-0.5123838156745146,27.0,49.0,0.1294575275382389
240076,crash,1,0,True,0.06738097120339363,148,,,,0.10231517414794503
240077,crash,1,0,True,0.07642577414089098,120,-0.3331241668904197,43.0,60.0,0.08180050077460599
240078,crash,1,0,True,0.029212347345217167,127,,,,0.07794474853917438
240079,crash,1,0,True,0.0924980366473797,122,,,,0.07532873293821553
240080,crash,1,0,True,0.05874512291130364,143,-0.45263272759456863,66.0,52.0,0.07111806072242637
240081,crash,1,0,True,0.04874329779938455,118,-0.4081425754220406,19.0,8.0,0.06573474555959646
240082,crash,1,0,True,0.061625187094559886,99,,,,0.05251356246115126
240083,crash,1,0,True,0.020487987097729515,146,-0.5871580288249676,36.0,43.0,0.12134934624327243
240084,crash,1,0,True,0.05061931826637298,115,-0.3919416842037532,112.0,109.0,0.05566660234204612
240085,crash,1,0,True,0.044151038035056434,146,-0.4448441914732487,90.0,95.0,0.09038747724997609
240086,crash,1,0,True,0.09838609881119473,133,-0.6609050947436249,59.0,34.0,0.21104410940847748
240087,crash,1,0,True,0.07373610345223248,142,,,,0.14073486049099643
240088,crash,1,0,True,0.10942625525521937,143,-0.42208969382256223,71.0,55.0,0.09448891917179002
240089,crash,1,0,True,0.08030121001646363,94,-0.466283510759695,47.0,44.0,0.07564638021185041
240090,crash,1,0,True,0.07615541923637013,144,-0.4784574013130922,126.0,18.0,0.07055026328026329
240091,crash,1,0,True,0.11343563855168062,142,-0.43850540134383786,73.0,67.0,0.0909089997116568
240092,crash,1,0,True,0.038667087462375245,93,-0.4572689230532694,102.0,95.0,0.07606122253287673
240093,crash,1,0,True,0.08484956368030727,119,,,,0.17414742428733243
240094,crash,1,0,True,0.0953465631596962,145,,,,0.10669862400460299
240095,crash,1,0,True,0.03957724534587568,129,-0.43296748476477553,67.0,35.0,0.08323783680966358
240096,crash,1,0,True,0.030151112489160838,97,-0.5413398060322598,85.0,101.0,0.13789255440290063
240097,crash,1,0,True,0.049475050506313276,138,,,,0.09255646278926802
