seed,scenario,attempts,rejected,accepted,script_r2,n_event_days,depth,duration,rise,sd_x
240000,crash,1,0,True,0.0071983957937694345,95,-0.4969377566373546,33.0,14.0,0.1121253482163793
240001,crash,1,0,True,0.033455338990437726,133,-0.4518139369267381,63.0,103.0,0.05993594044914296
240002,crash,1,0,True,0.09555494281743201,115,-0.5682830665598966,121.0,69.0,0.11207224749313503
240003,crash,1,0,True,0.0799979239327632,137,,,,0.048249595917202966
240004,crash,1,0,True,0.044391401682452994,98,-0.5115515720613725,27.0,58.0,0.13478945409534485
240005,crash,1,0,True,0.08690912323441422,102,-0.66117407346254,55.0,25.0,0.11891667966234998
240006,crash,1,0,True,0.027461647601266567,104,-0.6265839822060211,89.0,91.0,0.15103005125389837
240007,crash,1,0,True,0.0979691282420859,136,-0.36883083503974656,23.0,19.0,0.09909476731637687
240008,crash,1,0,True,0.025398557132287603,142,-0.5579237394547512,114.0,70.0,0.15015241084178282
240009,crash,2,1,True,0.0581209856153768,115,,,,0.15377944360605242
240010,crash,1,0,True,0.028564796903154156,132,-0.5321806469987125,71.0,70.0,0.17820752455670727
240011,crash,1,0,True,0.1325286126401455,99,-0.5060593910134945,21.0,19.0,0.08018130370055505
240012,crash,1,0,True,0.003485919790001956,94,,,,0.20369577244857526
240013,crash,1,0,True,0.09716884754707919,133,-0.6325988046801023,99.0,94.0,0.1733809887035517
240014,crash,1,0,True,0.11389425705578177,125,-0.5763150706415249,113.0,114.0,0.119538029795754
240015,crash,1,0,True,0.07342086736248098,146,-0.38345098108086917,48.0,16.0,0.10513402056219613
240016,crash,1,0,True,0.047450592484514546,92,,,,0.07541210554934512
240017,crash,2,1,True,0.06168222770170314,117,-0.5920740742964965,75.0,27.0,0.14156124512140963
240018,crash,1,0,True,0.0472419082175209,141,,,,0.06471939271848834
240019,crash,1,0,True,0.09987278605365846,104,-0.5375013537630167,28.0,20.0,0.11256046848492902
240020,crash,1,0,True,0.1409242133238857,104,-0.5114916630922262,70.0,29.0,0.15161310114859497
240021,crash,1,0,True,0.08683453750610023,93,-0.5647871073066641,32.0,28.0,0.17096219543838437
240022,crash,1,0,True,0.03428768669363761,141,,,,0.12373681795979433
240023,crash,1,0,True,0.035738844301322736,114,-0.49684908737856803,102.0,110.0,0.09394277563175579
240024,crash,1,0,True,0.04450209409413677,150,-0.40207474132206666,37.0,22.0,0.07364941070629875
240025,crash,1,0,True,0.04494083361562522,126,-0.6062717420399462,117.0,109.0,0.11890757835761283
240026,crash,1,0,True,0.03885149690905406,94,-0.5492957913500591,123.0,114.0,0.0965505838396057
240027,crash,1,0,True,0.019137082820354655,120,,,,0.1258468455720666
240028,crash,1,0,True,0.09898009880155434,127,-0.43968860479093286,72.0,68.0,0.09665389107638662
240029,crash,2,1,True,0.03447329238570995,139,-0.4509068272639086,99.0,29.0,0.09608046203451329
240030,crash,1,0,True,0.08104970606112438,144,-0.4439571167733134,93.0,101.0,0.08703910279446367
240031,crash,1,0,True,0.0965210440298067,95,-0.5693520804270269,63.0,41.0,0.19269857495668782
240032,crash,1,0,True,0.05516063014394027,94,,,,0.14519969506052713
240033,crash,1,0,True,0.07320657081152719,110,-0.5474533162822419,78.0,90.0,0.09437730088049341
240034,crash,1,0,True,0.0651230991774847,141,-0.5481717860594691,96.0,77.0,0.10881460678224981
240035,crash,1,0,True,0.02057135692412922,121,-0.5447719578669352,124.0,85.0,0.15182962448446516
240036,crash,1,0,True,0.031491852291083436,130,-0.6663038195218878,94.0,80.0,0.1304269852353778
240037,crash,1,0,True,0.06368318616333324,136,-0.4890730760523265,14.0,14.0,0.09445407468400813
240038,crash,1,0,True,0.22251937168750785,142,-0.5000293576350845,32.0,25.0,0.15546049292428377
240039,crash,1,0,True,0.0235504029695111,128,-0.49274074070150653,80.0,93.0,0.08850761142439012
240040,crash,1,0,True,0.043951106063320866,116,,,,0.10762460448125871
240041,crash,1,0,True,0.03355849070040413,143,,,,0.08447175437627354
240042,crash,1,0,True,0.05984141085698901,101,-0.45345768245624607,20.0,19.0,0.05463533519931306
240043,crash,1,0,True,0.09657376540958108,142,-0.6991223516856901,20.0,17.0,0.24650412507161598
240044,crash,1,0,True,4.277358579620888e-06,108,-0.724695743905934,92.0,90.0,0.2740677692137742
240045,crash,1,0,True,0.06758372126581301,140,-0.3850368843178039,71.0,41.0,0.0781943824986532
240046,crash,2,1,True,0.005332525442349015,128,-0.3620469174984393,71.0,104.0,0.08890472097794037
240047,crash,1,0,True,0.021180088167578173,120,-0.6522561550292589,123.0,114.0,0.17197337710479485
240048,crash,1,0,True,0.030248054986744044,134,,,,0.08525506122760848
240049,crash,1,0,True,0.044505178669103244,145,,,,0.1115807376593439
240050,crash,1,0,True,0.01917124442324718,132,-0.5993367442940032,62.0,72.0,0.14205858709952965
