seed,scenario,attempts,rejected,accepted,script_r2,n_event_days,depth,duration,rise,sd_x
240000,crash,1,0,True,0.0019592665200113568,95,-0.5507084821195425,101.0,77.0,0.11852762191713474
240001,crash,1,0,True,0.017083834483739332,133,,,,0.09724308963526242
240002,crash,1,0,True,0.031142911885312995,115,-0.5834022186765366,121.0,130.0,0.108178497366603
240003,crash,1,0,True,0.031071921762270072,137,-0.39377506260804607,86.0,17.0,0.10947854718073559
240004,crash,1,0,True,0.031020773719936317,98,-0.5617103957198459,34.0,58.0,0.15453920408727653
240005,crash,1,0,True,0.12994646585501746,102,-0.6880929497018912,105.0,25.0,0.16653798319163882
240006,crash,1,0,True,0.049155753279737105,104,-0.6309729929975063,89.0,90.0,0.16799467477675684
240007,crash,1,0,True,0.0498905055642559,136,-0.4239366302118337,104.0,19.0,0.1651455701783432
240008,crash,1,0,True,0.02614597404483628,142,-0.6422023034971859,117.0,70.0,0.23585833408778326
240009,crash,1,0,True,0.016879030196493106,112,-0.4371024554493561,108.0,110.0,0.10268742278186856
240010,crash,1,0,True,0.026158255255779837,132,-0.5929494396829782,71.0,70.0,0.23679262452599542
240011,crash,1,0,True,0.06696173578974705,99,-0.5769512335572452,67.0,18.0,0.13279003616153778
240012,crash,1,0,True,0.011989127568245609,94,,,,0.24647018772744922
240013,crash,1,0,True,0.031006079947788725,133,-0.56436986305415,98.0,94.0,0.12382001689739522
240014,crash,1,0,True,0.045157482746888765,125,,,,0.17485722537978976
240015,crash,1,0,True,0.030740912215284355,146,-0.4430766630309767,91.0,23.0,0.16618104746763396
240016,crash,1,0,True,0.08781411564968537,92,,,,0.12925401258315444
240017,crash,2,1,True,0.025217354936914682,117,-0.5789587640095112,81.0,27.0,0.13002900730812353
240018,crash,1,0,True,0.028222680152987647,141,,,,0.10863006468364275
240019,crash,1,0,True,0.037065961118798126,104,-0.6052992363947249,54.0,20.0,0.1210413487842426
240020,crash,1,0,True,0.049231536065084215,104,-0.6007347931198401,96.0,28.0,0.21260262546505515
240021,crash,1,0,True,0.06189797935871622,93,-0.5670778896823819,32.0,28.0,0.2079791758458061
240022,crash,1,0,True,0.019220471338681037,141,,,,0.18627446467211392
240023,crash,1,0,True,0.042452549247682624,114,-0.4723048603761104,102.0,108.0,0.07008964413567577
240024,crash,1,0,True,0.036812789994583935,150,-0.4869567120073859,46.0,22.0,0.1285888615257014
240025,crash,1,0,True,0.06820191020711991,126,-0.6513880897466029,117.0,109.0,0.16247936628588341
240026,crash,1,0,True,0.020902783723958214,94,,,,0.16982842061944414
240027,crash,1,0,True,0.014503701688256942,120,,,,0.19340346614769968
240028,crash,1,0,True,0.021705342348980028,127,,,,0.17148331816984724
240029,crash,2,1,True,0.0157887091844664,139,-0.5178058810327956,99.0,34.0,0.1135843004332651
240030,crash,1,0,True,0.021566174870980292,144,-0.5205739622600946,93.0,101.0,0.15131069716493337
240031,crash,1,0,True,0.04371689297035871,95,-0.6170210713382448,76.0,41.0,0.23791764625805012
240032,crash,1,0,True,0.05909903614208081,94,,,,0.17895908932502244
240033,crash,1,0,True,0.021418697024693317,110,-0.6574212626571545,76.0,90.0,0.19679427062530708
240034,crash,1,0,True,0.04779453361106538,141,-0.5558623590239575,96.0,77.0,0.11933229461149224
240035,crash,1,0,True,0.02009194263497704,121,-0.5802046642198537,124.0,85.0,0.18119399593464824
240036,crash,1,0,True,0.034762998959854276,130,-0.682251289983391,123.0,80.0,0.15905071133688944
240037,crash,1,0,True,0.038594085849357536,136,-0.560549761471201,73.0,58.0,0.14800371536491905
240038,crash,1,0,True,0.027900226456107312,142,-0.4302810389992058,52.0,26.0,0.11208244488603127
240039,crash,1,0,True,0.014791941636425504,128,-0.5380576020272381,80.0,93.0,0.09601238717144225
240040,crash,1,0,True,0.020201425446158026,116,,,,0.1835448997540751
240041,crash,1,0,True,0.026747604079532528,143,,,,0.13879589059719682
240042,crash,1,0,True,0.015456083016619812,101,-0.5074204700272225,100.0,19.0,0.10126751026364303
240043,crash,1,0,True,0.02760558962005008,142,-0.6843851701473731,20.0,17.0,0.26740386142305467
240044,crash,1,0,True,0.03381341650417141,108,-0.7525176627570486,92.0,90.0,0.2970924887932509
240045,crash,1,0,True,0.02253440403273593,140,-0.44564666883897375,71.0,41.0,0.12449514649548171
240046,crash,2,1,True,0.017888625259354283,128,-0.4029840004890537,71.0,104.0,0.10130813525903179
240047,crash,1,0,True,0.01853496147395382,120,-0.6439585468685924,123.0,114.0,0.1592673783007381
240048,crash,1,0,True,0.028255037992549772,134,,,,0.13253967013484944
240049,crash,1,0,True,0.04030945421797132,145,-0.5699649422835174,90.0,59.0,0.15652794836218897
240050,crash,1,0,True,0.018957481121768278,132,-0.5980826510522196,60.0,73.0,0.1339326642883654
240051,crash,1,0,True,0.060436905543372714,100,-0.6336010229328236,78.0,67.0,0.15897491919809015
240052,crash,2,1,True,0.02974847868894606,137,-0.5033021109098104,93.0,40.0,0.11445127443704561
240053,crash,1,0,True,0.029894305500808512,126,-0.4513452981325794,83.0,87.0,0.12323837943003674
240054,crash,1,0,True,0.012418585059405313,121,,,,0.1801438479692558
240055,crash,1,0,True,0.03226780273115997,126,-0.5573882454974903,101.0,114.0,0.1376739437796357
240056,crash,1,0,True,0.05473064775684376,134,-0.5458453819474631,70.0,20.0,0.201894862238612
240057,crash,1,0,True,0.02635438352277433,132,,,,0.12858858266523163
240058,crash,1,0,True,0.017972069582745658,138,-0.4512106933558203,102.0,33.0,0.13052619590353878
240059,crash,1,0,True,0.05189455091666849,149,,,,0.11643622224764565
240060,crash,1,0,True,0.014172072947393413,105,-0.5107848196168252,85.0,31.0,0.09120896038943742
240061,crash,1,0,True,0.026516943241606392,126,,,,0.22053668651221134
240062,crash,1,0,True,0.008317728175772638,121,-0.554431269635878,118.0,117.0,0.15320035698806142
240063,crash,1,0,True,0.03056694356401083,114,,,,0.16793082751143687
