lb_p_r,acf1_r,abs_acf1_r,kurtosis,jb_p,hill,lb_p_absr,lb_p_r2,arch_lm_p,acf1_absr,acf5_absr,acf10_absr,acf20_absr,acf50_absr,garch_alpha,garch_beta,garch_persistence,gjr_gamma,leverage_corr,volume_absr_spearman,logvolume_acf1,logvolume_shapiro_p,skew,worst_day,best_day,worst_over_best,mdd,daily_sigma,ticker,window,start,end,mid,sub_period
0.5912509657564943,0.08406033160106798,0.08406033160106798,7.375778945119004,1.2673756150725837e-103,2.5717245536053013,0.2640383312442835,0.9982520880567934,0.9933514248970868,0.16325453315268648,0.06996559345493263,-0.06585245670529803,0.03198233585230608,-0.02512167929228645,0.032161800686146866,0.0,0.032161800686146866,-0.009335963944900785,0.02844352626782703,0.2389264775276252,0.7735607486999648,0.13133403870089744,0.7843661223126843,-0.3159250242642857,0.38677284745619644,0.816823172417928,-0.755896234305441,0.06687708026293705,A,0,2000-01-03,2000-10-17,2000-05-25,2000-07
0.4872317507328294,-0.008332128312573798,0.008332128312573798,0.14888023836687658,0.3136609003393251,5.13082576179363,0.12471900956480661,0.3621500657800361,0.4679589060230561,0.1413554512940292,0.04170277323306794,0.013806315170742505,0.03269678246397239,-0.004977215213497626,0.1404153314729641,0.6400046962484388,0.7804200277214028,0.36934274533656963,-0.10941433846734136,0.48514153817969147,0.4537799637535742,0.39389090797888643,0.25303208762310386,-0.12783357834137732,0.13455419739006613,0.950052698622206,-0.6022943032121089,0.049646508987389946,A,1,2000-10-17,2001-08-03,2001-03-13,2000-07
0.8574950400175125,0.026338403100942896,0.026338403100942896,0.41602763971774825,0.09725294024623524,4.438929066307186,0.041535570517996015,0.3392951709515841,0.14996184960637315,0.12908870804957817,0.03906105915840506,-0.13769175484307644,0.06141510991667705,0.01771909336968594,0.17420962043025273,1.7354048041983634e-11,0.17420962044760677,0.032857211855224375,0.1767904654415741,0.1408595743117081,0.48668247642793067,0.006811850982752656,0.31073566665333074,-0.0886505079690676,0.10243945761385298,0.8653941560608117,-0.3974441336135077,0.03211759203215794,A,2,2001-08-03,2002-05-28,2002-01-02,2000-07
0.1397398908388563,0.006605095643584866,0.006605095643584866,9.091791970585403,4.399546314818821e-154,2.442821147703292,0.813465532920963,0.9998692384189644,0.9970319824039869,-0.0021743117129769895,0.026766276822397673,0.04331173087258025,0.010342853501288855,-0.07250724561808719,0.0,0.9871341983989402,0.9871341983989402,4.864025645031015e-11,-0.10938250671883597,0.24000027000720583,0.46667950405773423,1.2634073281011582e-05,-0.7223751550574723,-0.2860497085880349,0.19933266841995012,1.4350367697149924,-0.6002210573916822,0.044323621900023626,A,3,2002-05-28,2003-03-13,2002-10-17,2000-07
0.30615915661827614,0.024775952051824694,0.024775952051824694,1.3184986803927918,0.0007116010211371242,4.877789369385055,0.7467521283549502,0.9084490928026687,0.8926407200743434,0.04628674094502465,-0.02032996744702187,0.05016594518450058,-0.06121133113118603,-0.0580926420210494,0.0,0.9950947614183968,0.9950947614183968,1.6253060753160143e-10,-0.058161114099556335,0.28582437808330985,0.38083341817218946,0.01485101466517588,-0.016428556898962044,-0.06624387403027976,0.07832907238282383,0.8457124796080933,-0.16799084378820073,0.021880711613283647,A,4,2003-03-13,2003-12-26,2003-08-05,2000-07
0.5865236498773336,0.020238460899552585,0.020238460899552585,1.3820055804885403,0.00034218393286599135,3.933086078611197,0.6502808257706711,0.8160344942951385,0.6288600035379425,0.04029867092270355,-0.03739303243953693,-0.004361128245911842,0.06038338963890579,0.03590287396648401,0.1295928187617474,0.3159370742506417,0.4455298930123891,0.1531718627920768,0.03317340808493357,0.34497412435310887,0.4615931416313276,2.5735199541886446e-05,0.0363988032650428,-0.1009299351931574,0.07272766144521592,1.3877791914041622,-0.4750599217636564,0.024532323997231428,A,5,2003-12-26,2004-10-13,2004-05-20,2000-07
0.9427791901158264,-0.04768739912935191,0.04768739912935191,13.052933492732674,0.0,2.760108265057357,0.8303620860812246,0.9999476926354759,0.9997209755574271,0.10920463154022884,0.056168359588398394,-0.049068674018024526,0.0041822324731524835,0.006626361390617749,0.7103561789453902,0.0,0.7103561789453902,-0.7866512725190102,0.11431888210380912,0.3253291092165221,0.45840865197813907,1.0262890039425347e-06,-1.7217873383623217,-0.12864752198769347,0.053201630837157676,2.4181123766950776,-0.20838168633852916,0.01776095271328516,A,6,2004-10-13,2005-07-29,2005-03-08,2000-07
0.17532511407393275,-0.01559818870674708,0.01559818870674708,20.398270375062474,0.0,1.9628592009645984,0.35696483540208473,0.9995960151253734,0.9624160384143647,0.016227471992983137,-0.01838037405114691,-0.02645214188728962,0.001706393905670896,-0.07542839379936662,2.036396657027125e-09,0.945429997806435,0.9454299998428316,0.14960811325943388,0.042785259592252656,0.2510143077489488,0.5621069180915922,2.1548079395006616e-05,1.7541703813535576,-0.0857433668607257,0.13839520374189718,0.6195544682360125,-0.10983379429964568,0.017484723521080225,A,7,2005-07-29,2006-05-16,2005-12-20,2000-07
0.0776157581202778,0.06890068432428711,0.06890068432428711,3.27925354270043,7.02627545267644e-21,3.5171469423485395,0.005814742917326344,0.3444338790628239,0.2648449055066157,0.15028910877081988,0.0826406296414393,0.1653824705468269,0.07386308581934888,-0.0237843840939424,0.41678683838112146,0.2729532988233352,0.6897401372044567,-0.25842347447039693,0.12705135559796762,0.33537551934555054,0.30205442047902753,0.3831922327213585,0.3096802582887374,-0.05884073267712919,0.0890001626294521,0.6611306197507724,-0.23761257573424288,0.017955013628906114,A,8,2006-05-16,2007-03-05,2006-10-06,2000-07
0.08216597056012828,-0.12918672054018668,0.12918672054018668,12.646933671134532,3.0978588634560495e-300,1.9960769801220206,0.1866165978564683,0.44379716823756143,0.10056629448590498,-0.0087060895606896,0.050311910607359435,0.04038591809978628,0.012789302007319243,0.04006166514728567,0.10513041703599661,0.8061106385779075,0.9112410556139041,0.3448360709595616,-0.06988031597586647,0.22097594013052052,0.4928988438533128,0.008595761049491038,-1.1800238058424353,-0.11479365117619045,0.08582352256477543,1.3375546440610122,-0.19826733910827177,0.017443918861195413,A,9,2007-03-05,2007-12-17,2007-07-26,2000-07
