persona,scenario,seed,policy,mcr_0.05,band_mas,turnover,cost_paid,return_pct,mdd_pct,coverage_0.05
ISFJ,flat,0,L5_full,0.14638080839378348,0.0005684893948259295,0.3522354335857392,1.7611771679286965,4.489417939156204,-1.3328227241785173,0.245
ISFJ,flat,0,L5_price_only,0.13496334686147152,0.002321417792146127,0.8008603413320329,4.004301706660164,6.088347396070115,-2.759640326611512,0.245
ISFJ,flat,0,L5_level_free,0.04087062983505975,0.003002506776092181,0.26262772683703717,1.313138634185186,4.2638156076405975,-3.8010853599022676,0.245
ISFJ,flat,0,always_hold,0.07923219516405702,0.0,0.0,0.0,3.658625334792598,-3.055177583911306,0.245
ISFJ,flat,0,constant_mix,0.0998342963628275,0.0,0.08029089402335456,0.40145447011677277,3.6922771301655333,-2.570187834695381,0.245
ISFJ,flat,0,v_oracle,0.7000000000000001,0.7,0.8,4.0,18.245809423293412,-12.309343548548213,0.245
ISFJ,flat,0,mandate_conditional_oracle,0.003943361351415074,0.0021162931768109873,0.22882761856328612,1.1441380928164304,5.556488710197649,-3.826915234576389,0.245
ISFJ,flat,1,L5_full,0.008105114385306544,0.001134744503275772,2.122896185993286,10.614480929966428,9.835419057453487,-27.210263083259346,0.885
ISFJ,flat,1,L5_price_only,0.003164924919516402,0.001107333743185328,1.7046215194823038,8.52310759741152,9.400786156991604,-27.21026309347634,0.885
ISFJ,flat,1,L5_level_free,0.057454688770146596,0.001432888572841997,2.365352633195874,11.826763165979369,-0.22555736716137753,-27.210263083259346,0.885
ISFJ,flat,1,always_hold,0.1636516811712416,0.0016363584939535067,0.0,0.0,-1.650877271350304,-14.644212900358422,0.885
ISFJ,flat,1,constant_mix,0.10028277505214872,0.0,1.2777980114332217,6.388990057166108,7.341574525351691,-18.570341856825255,0.885
ISFJ,flat,1,v_oracle,0.7000000000000001,0.63,0.8,4.0,-4.319196435279993,-71.41849896031583,0.885
ISFJ,flat,1,mandate_conditional_oracle,0.002552865421400444,0.0011148686764831557,1.698405908373448,8.49202954186724,8.65340298802646,-27.210263083259346,0.885
ISFJ,flat,2,L5_full,0.013238546394216084,0.0018438308319640056,0.30677363359365734,1.5338681679682868,8.534862678747501,-4.998688204490653,1.0
ISFJ,flat,2,L5_price_only,0.013238546394216084,0.0018438308319640056,0.30677363359365734,1.5338681679682868,8.534862678747501,-4.998688204490653,1.0
ISFJ,flat,2,L5_level_free,0.053231528353667776,0.001293975577460922,1.1259168569900553,5.629584284950275,7.271498051494962,-4.734741921877972,1.0
ISFJ,flat,2,always_hold,0.08479686435596666,0.0,0.0,0.0,5.366547292858637,-4.1815481784431725,1.0
ISFJ,flat,2,constant_mix,0.09867853806489181,0.0,0.16574987971634425,0.8287493985817213,5.518461773503924,-4.127399063406989,1.0
ISFJ,flat,2,v_oracle,0.7,0.7,0.8,4.0,26.782003369707464,-19.520176316430316,1.0
ISFJ,flat,2,mandate_conditional_oracle,0.0037481846204353558,0.002183375751336508,0.31882316608172145,1.5941158304086072,8.088471664164999,-6.19639079385188,1.0
ISFJ,flat,3,L5_full,0.012879755237907568,0.001702597539765527,0.21722238594754453,1.0861119297377226,-8.255579449848593,-11.035346266005474,1.0
ISFJ,flat,3,L5_price_only,0.012879755237907568,0.001702597539765527,0.21722238594754453,1.0861119297377226,-8.255579449848593,-11.035346266005474,1.0
ISFJ,flat,3,L5_level_free,0.012879755237907568,0.001702597539765527,0.21722238594754453,1.0861119297377226,-8.255579449848593,-11.035346266005474,1.0
ISFJ,flat,3,always_hold,0.12792766886655177,0.0,0.0,0.0,-5.398842109013513,-6.577300659471641,1.0
ISFJ,flat,3,constant_mix,0.10060690766201447,0.0,0.12073808415229757,0.6036904207614879,-5.648916615897903,-7.442619121761496,1.0
ISFJ,flat,3,v_oracle,0.7,0.7,0.8,4.0,-27.02341286084956,-32.886503297358146,1.0
ISFJ,flat,3,mandate_conditional_oracle,0.0032088452802508743,0.0013366472205183135,0.24610671083040214,1.2305335541520108,-8.491537011909534,-10.979884927089623,1.0
ISFJ,flat,4,L5_full,0.042841581455699156,0.0021278571145315157,0.7101584221403864,3.5507921107019316,7.638694105011057,-4.3434125040662686,0.67
