feature_set,model,target,phase_group,n,R2,R2_lo,R2_hi,sign_acc_resolvable,n_resolvable,sign_lo,sign_hi,R2_shuffledV,MAPE_V,MAPE_lo,MAPE_hi,R2_price_only,selectivity_R2
full,ridge,x,calm,119440,0.7365897574708511,0.6897698696477863,0.7715943260112773,0.9473503712760564,67066.0,0.939036539783372,0.9548655053020952,-0.010210693038283702,,,,0.14594841709628803,0.5906413403745631
full,ridge,x,event,97998,0.9377645389729693,0.9337154423640576,0.9424002392822793,0.9711140558887804,86028.0,0.9672826280912095,0.9754341891662415,-0.006648133507865861,,,,0.6099291977463076,0.3278353412266617
full,ridge,x,resolution,70562,0.9146391648367314,0.903833125505026,0.924320218135543,0.9847815024489537,62884.0,0.9807155975684588,0.9888401956854542,-0.002331188884735047,,,,0.2528253284049784,0.661813836431753
full,ridge,x,all,288000,0.8992803532494775,0.8928567851807039,0.9056563448891335,0.9677143042346906,215978.0,0.9644312081134524,0.9710185616252046,-0.0054560128360123805,,,,0.4453723494281494,0.4539080038213281
full,ridge,logV,calm,119440,0.4487163081346095,0.3899769732926003,0.502470795641345,,,,,-0.010712923460840518,0.06655225176415472,0.06427465308133148,0.06854363636356121,-0.3818358634484831,0.8305521715830926
full,ridge,logV,event,97998,0.6140132082054566,0.5850752488800153,0.6425149925325977,,,,,-0.0069411821545168895,0.06401499316332875,0.06178709485578124,0.06620953276384041,0.44980865708394,0.16420455112151655
full,ridge,logV,resolution,70562,0.561217810000798,0.5200671124173837,0.5978639433463339,,,,,-0.013001773079419854,0.0799872692070168,0.07634965079217142,0.08345510309911057,-0.6985455983634379,1.2597634083642357
full,ridge,logV,all,288000,0.7082993504381517,0.6906148051772163,0.7263914405672606,,,,,-0.004816250080280193,0.06898056923790295,0.06728010725015966,0.07087576364375262,0.24292434211554348,0.46537500832260825
full,gbt,x,calm,119440,0.9280547013255509,0.9099375967002847,0.941230740394609,0.9747412996153043,67066.0,0.9685699976934125,0.979520567019947,-0.011125277550038337,,,,0.3825423652908878,0.5455123360346631
full,gbt,x,event,97998,0.9706651130814138,0.9684024816518082,0.9728016786184295,0.9837727251592505,86028.0,0.9809942801568022,0.986660261621925,-0.036103799859473096,,,,0.6756782186757482,0.2949868944056656
full,gbt,x,resolution,70562,0.9556369432687513,0.9506013449070646,0.9597223196355593,0.9900292602251766,62884.0,0.9871866999500677,0.9930220470905442,-0.03967177935319266,,,,0.4108153087741043,0.5448216344946469
full,gbt,x,all,288000,0.960183481928929,0.9571822986293019,0.9629205815237666,0.9827899137875153,215978.0,0.9802439573889689,0.9848167128545389,-0.027406428385025938,,,,0.5630649289805154,0.3971185529484136
full,gbt,logV,calm,119440,0.8586264341091507,0.8404345257956457,0.8728393532328977,,,,,-0.028303141815894328,0.033331656668212986,0.032257911908673845,0.03443374337480024,-0.009301239854923038,0.8679276739640738
full,gbt,logV,event,97998,0.8006585034509184,0.7871678240499939,0.8142194868462563,,,,,-0.04246303046942024,0.045186818834967044,0.043777492604120706,0.046551682824699216,0.5157135409446116,0.28494496250630674
full,gbt,logV,resolution,70562,0.8276364584589891,0.8121480020482926,0.8409861498812884,,,,,-0.055097061082574506,0.047510523475503774,0.04590632617928294,0.049214065347809414,-0.5191234935544247,1.346759952013414
full,gbt,logV,all,288000,0.8924461751154744,0.8855910201629946,0.8997874726930276,,,,,-0.03717881700394199,0.040839543410135265,0.03996571968903329,0.04175785444171371,0.3762697902946346,0.5161763848208398
full,mlp,x,calm,119440,0.8979483917837277,0.8767522484119058,0.9151395793038569,0.9726985357707333,67066.0,0.9671693078491183,0.9774543584287718,-0.16374121545899212,,,,0.39202428928559296,0.5059241024981347
full,mlp,x,event,97998,0.9584826483915786,0.9555482886349692,0.9617033495339633,0.9826103129213745,86028.0,0.980310666927306,0.9853006300354332,-0.1570333573230831,,,,0.7096944955575704,0.24878815283400824
full,mlp,x,resolution,70562,0.9221998336709532,0.9117093208042973,0.9304948866634813,0.9894885821512627,62884.0,0.9863926417920156,0.9920638906940791,-0.16763799802966384,,,,0.5026604200413087,0.4195394136296444
full,mlp,x,all,288000,0.9395602945095254,0.9350695370398686,0.9437930752879855,0.981535156358518,215978.0,0.9792489533934211,0.9833497873941256,-0.1614363943542103,,,,0.6077109530990761,0.3318493414104493
full,mlp,logV,calm,119440,0.7543042102906237,0.7182196250860255,0.7893554156408683,,,,,-0.12327663595948124,0.041166524651640245,0.03956329590354946,0.04299996097650103,0.06306684415102082,0.6912373661396028
full,mlp,logV,event,97998,0.7084568460484338,0.6854747228253127,0.7300391449233729,,,,,-0.1440608156133707,0.05364791394299037,0.051887139377599256,0.05530777468584337,0.5033298407253213,0.20512700532311257
full,mlp,logV,resolution,70562,0.7006001821023753,0.6720436790723273,0.7229137171757678,,,,,-0.16773324600537043,0.06278192614276808,0.0603694100770968,0.06537443508582634,-0.3419227361958048,1.0425229182981801
full,mlp,logV,all,288000,0.8247635639461403,0.8117010730973885,0.8384683503720126,,,,,-0.14022290138550364,0.05070950085924681,0.04944247497895868,0.05192112768889431,0.42404904294667234,0.4007145209994679
price_only,ridge,x,calm,119440,0.14594841709628803,0.09889487186781215,0.1916872749199941,0.6887245400053679,67066.0,0.6693086471700431,0.7111296081716031,,,,,0.14594841709628803,
price_only,ridge,x,event,97998,0.6099291977463076,0.5815765749366884,0.6360822638770279,0.8797717022364812,86028.0,0.8708649554473843,0.8897642231040703,,,,,0.6099291977463076,
price_only,ridge,x,resolution,70562,0.2528253284049784,0.22219226174881151,0.280496760795467,0.74096749570638,62884.0,0.7241157889920488,0.7566346069967177,,,,,0.2528253284049784,
price_only,ridge,x,all,288000,0.4453723494281494,0.4234697672509436,0.46808027744627967,0.7800331515246923,215978.0,0.7713796430388921,0.7900343279468635,,,,,0.4453723494281494,
price_only,ridge,logV,calm,119440,-0.3818358634484831,-0.47755820537301574,-0.297681109610198,,,,,,0.09276811926902112,0.08890381062077501,0.09648081287034006,-0.3818358634484831,
price_only,ridge,logV,event,97998,0.44980865708394,0.418470451790003,0.4776905864918792,,,,,,0.07694270599358487,0.07429686883534153,0.07967919746775377,0.44980865708394,
price_only,ridge,logV,resolution,70562,-0.6985455983634379,-0.8515616100053182,-0.5879593231106393,,,,,,0.17112117508958938,0.16456514952737167,0.17858796718970726,-0.6985455983634379,
price_only,ridge,logV,all,288000,0.24292434211554348,0.21675907439809194,0.2677513747274136,,,,,,0.10658023550042645,0.10364133910178809,0.10965213016857767,0.24292434211554348,
price_only,gbt,x,calm,119440,0.3825423652908878,0.2779040938950826,0.47313962670775017,0.738123639399994,67066.0,0.7138272946767297,0.7650053533954269,,,,,0.3825423652908878,
price_only,gbt,x,event,97998,0.6756782186757482,0.650347187983121,0.6972586991546447,0.8637420374761705,86028.0,0.8531819814880776,0.8744697495954826,,,,,0.6756782186757482,
price_only,gbt,x,resolution,70562,0.4108153087741043,0.38343553087460697,0.43946311708341695,0.8412950830099867,62884.0,0.825877828684983,0.8554854728273873,,,,,0.4108153087741043,
price_only,gbt,x,all,288000,0.5630649289805154,0.5417090855433623,0.5833418973253155,0.8181990758317976,215978.0,0.8075354369389146,0.8303698810154989,,,,,0.5630649289805154,
price_only,gbt,logV,calm,119440,-0.009301239854923038,-0.05293597182202422,0.02765103839975217,,,,,,0.08240095398211567,0.07963995453332023,0.08520359051442732,-0.009301239854923038,
price_only,gbt,logV,event,97998,0.5157135409446116,0.49243192279014664,0.5367146366035809,,,,,,0.07129404720197946,0.06904963572029835,0.07376132696336837,0.5157135409446116,
price_only,gbt,logV,resolution,70562,-0.5191234935544247,-0.6486106538571723,-0.42045244877672794,,,,,,0.15715904733939506,0.1508830820815039,0.16389414732310237,-0.5191234935544247,
price_only,gbt,logV,all,288000,0.3762697902946346,0.3587245964535351,0.3937264960857677,,,,,,0.09693784958224261,0.09451693021497519,0.09953293597393001,0.3762697902946346,
price_only,mlp,x,calm,119440,0.39202428928559296,0.28741297439628793,0.4807219455175302,0.7392717621447529,67066.0,0.7146148302823225,0.7646206094961491,,,,,0.39202428928559296,
price_only,mlp,x,event,97998,0.7096944955575704,0.6835114030311362,0.7336542203640607,0.8710303622076533,86028.0,0.8617346745247809,0.8814802907758,,,,,0.7096944955575704,
price_only,mlp,x,resolution,70562,0.5026604200413087,0.4718123446646842,0.5308792780759181,0.8723363653711596,62884.0,0.8601607667087373,0.8847625892974953,,,,,0.5026604200413087,
price_only,mlp,x,all,288000,0.6077109530990761,0.5852596732480135,0.6282716787798327,0.830496624656215,215978.0,0.8210704002161335,0.8419171734248375,,,,,0.6077109530990761,
price_only,mlp,logV,calm,119440,0.06306684415102082,0.013971641526716136,0.10601266311165175,,,,,,0.08143268337085281,0.07896620745047771,0.08390910686367921,0.06306684415102082,
price_only,mlp,logV,event,97998,0.5033298407253213,0.4775586660226465,0.5287555162134413,,,,,,0.07235735833644662,0.07037189763084327,0.07460815409484949,0.5033298407253213,
