Final_Value,Return_Pct,Max_Drawdown_Pct,Trade_Count,Rationality_Score,Avg_Buy_PE,MAS_Deviation,Avg_Cash_Pct,Cideal,Model,Persona,Agent_Type,Scenario,Seed,Crash_Discount,Status
12215.39,22.15,-30.65,191,87.1,15.0,0.207,38.7,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,flat,42,0.92,PASS
10420.89,4.21,-41.87,794,50.0,15.0,0.2563,9.4,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,flat,42,0.92,PASS
11168.51,11.69,-14.83,3,99.9,15.0,0.2986,70.1,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,flat,42,0.92,PASS
10561.44,5.61,-25.88,1,99.9,15.0,0.514,48.6,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,flat,42,0.92,PASS
11092.69,10.93,-21.66,55,96.1,15.0,0.288,59.9,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,flat,42,0.92,PASS
11590.92,15.91,-40.82,84,94.4,15.0,0.4778,2.7,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,flat,42,0.92,PASS
11439.27,14.39,-34.02,225,86.6,15.0,0.2272,38.5,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,flat,123,0.92,PASS
10697.82,6.98,-44.44,792,48.2,15.0,0.2683,11.4,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,flat,123,0.92,PASS
10211.63,2.12,-25.89,5,99.9,15.0,0.4645,53.6,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,flat,123,0.92,PASS
9555.67,-4.44,-27.5,1,100.0,15.0,0.4941,50.6,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,flat,123,0.92,PASS
13299.07,32.99,-24.51,55,96.6,15.0,0.3236,64.4,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,flat,123,0.92,PASS
9934.7,-0.65,-44.69,169,89.2,15.0,0.4832,1.8,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,flat,123,0.92,PASS
16431.36,64.31,-20.96,218,87.1,15.0,0.2241,40.2,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,static,flat,456,0.92,PASS
11548.92,15.49,-34.33,791,49.9,15.0,0.2645,10.8,0.2,Qwen/Qwen2.5-7B-Instruct,ENTJ,memory,flat,456,0.92,PASS
11117.78,11.18,-7.84,3,99.8,14.9,0.1841,81.6,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,static,flat,456,0.92,PASS
10933.25,9.33,-27.01,1,100.0,14.9,0.5622,43.8,1.0,Qwen/Qwen2.5-7B-Instruct,ISFJ,memory,flat,456,0.92,PASS
12658.24,26.58,-9.83,46,97.0,15.0,0.3484,80.7,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,static,flat,456,0.92,PASS
11657.0,16.57,-41.02,54,96.9,15.0,0.4553,4.9,0.5,Qwen/Qwen2.5-7B-Instruct,INTJ,memory,flat,456,0.92,PASS
